"Time (YYYY:MM:DD)","Range (km)"
2018:05:18:13:37:25.000,12040.302119
2018:05:18:13:47:25.000,12244.210208
2018:05:18:13:57:25.000,12441.271748
2018:05:18:14:07:25.000,12631.622081
2018:05:18:14:17:25.000,12815.389565
2018:05:18:14:27:25.000,12992.695828
2018:05:18:14:37:25.000,13163.656037
2018:05:18:14:47:25.000,13328.379175
2018:05:18:14:57:25.000,13486.968314
2018:05:18:15:07:25.000,13639.520888
2018:05:18:15:17:25.000,13786.128949
2018:05:18:15:27:25.000,13926.879423
2018:05:18:15:37:25.000,14061.854341
2018:05:18:15:47:25.000,14191.131073
2018:05:18:15:57:25.000,14314.782533
2018:05:18:16:07:25.000,14432.877383
2018:05:18:16:17:25.000,14545.480221
2018:05:18:16:27:25.000,14652.651754
2018:05:18:16:37:25.000,14754.448962
2018:05:18:16:47:25.000,14850.925249
2018:05:18:16:57:25.000,14942.130586
2018:05:18:17:07:25.000,15028.111637
2018:05:18:17:17:25.000,15108.911886
2018:05:18:17:27:25.000,15184.571742
2018:05:18:17:37:25.000,15255.128646
2018:05:18:17:47:25.000,15320.617161
2018:05:18:17:57:25.000,15381.069060
2018:05:18:18:07:25.000,15436.513405
2018:05:18:18:17:25.000,15486.976614
2018:05:18:18:27:25.000,15532.482527
2018:05:18:18:37:25.000,15573.052466
2018:05:18:18:47:25.000,15608.705277
2018:05:18:18:57:25.000,15639.457385
2018:05:18:19:07:25.000,15665.322823
2018:05:18:19:17:25.000,15686.313271
2018:05:18:19:27:25.000,15702.438077
2018:05:18:19:37:25.000,15713.704284
2018:05:18:19:47:25.000,15720.116643
2018:05:18:19:57:25.000,15721.677619
2018:05:18:20:07:25.000,15718.387405
2018:05:18:20:17:25.000,15710.243913
2018:05:18:20:27:25.000,15697.242773
2018:05:18:20:37:25.000,15679.377320
2018:05:18:20:47:25.000,15656.638577
2018:05:18:20:57:25.000,15629.015233
2018:05:18:21:07:25.000,15596.493616
2018:05:18:21:17:25.000,15559.057657
2018:05:18:21:27:25.000,15516.688854
2018:05:18:21:37:25.000,15469.366219
2018:05:18:21:47:25.000,15417.066234
2018:05:18:21:57:25.000,15359.762784
2018:05:18:22:07:25.000,15297.427097
2018:05:18:22:17:25.000,15230.027664
2018:05:18:22:27:25.000,15157.530163
2018:05:18:22:37:25.000,15079.897365
2018:05:18:22:47:25.000,14997.089038
2018:05:18:22:57:25.000,14909.061838
2018:05:18:23:07:25.000,14815.769190
2018:05:18:23:17:25.000,14717.161163
2018:05:18:23:27:25.000,14613.184328
2018:05:18:23:37:25.000,14503.781605
2018:05:18:23:47:25.000,14388.892104
2018:05:18:23:57:25.000,14268.450944
2018:05:19:00:07:25.000,14142.389059
2018:05:19:00:17:25.000,14010.632995
2018:05:19:00:27:25.000,13873.104682
2018:05:19:00:37:25.000,13729.721196
2018:05:19:00:47:25.000,13580.394497
2018:05:19:00:57:25.000,13425.031149
2018:05:19:01:07:25.000,13263.532026
2018:05:19:01:17:25.000,13095.791985
2018:05:19:01:27:25.000,12921.699534
2018:05:19:01:37:25.000,12741.136466
2018:05:19:01:47:25.000,12553.977477
2018:05:19:01:57:25.000,12360.089775
2018:05:19:02:07:25.000,12159.332662
2018:05:19:02:17:25.000,11951.557113
2018:05:19:02:27:25.000,11736.605365
2018:05:19:02:37:25.000,11514.310500
2018:05:19:02:47:25.000,11284.496081
2018:05:19:02:57:25.000,11046.975838
2018:05:19:03:07:25.000,10801.553463
2018:05:19:03:17:25.000,10548.022559
2018:05:19:03:27:25.000,10286.166850
2018:05:19:03:37:25.000,10015.760752
2018:05:19:03:47:25.000,9736.570504
2018:05:19:03:57:25.000,9448.356119
2018:05:19:04:07:25.000,9150.874540
2018:05:19:04:17:25.000,8843.884591
2018:05:19:04:27:25.000,8527.154593
2018:05:19:04:37:25.000,8200.473967
2018:05:19:04:47:25.000,7863.670873
2018:05:19:04:57:25.000,7516.639063
2018:05:19:05:07:25.000,7159.378990
2018:05:19:05:17:25.000,6792.061275
2018:05:19:05:27:25.000,6415.125732
2018:05:19:05:37:25.000,6029.437799
2018:05:19:05:47:25.000,5636.538768
2018:05:19:05:57:25.000,5239.050560
2018:05:19:06:07:25.000,4841.334199
2018:05:19:06:17:25.000,4450.552888
2018:05:19:06:23:01.318,4238.631796
2018:05:19:09:27:41.398,7592.616419
2018:05:19:09:37:41.000,7934.104178
2018:05:19:09:47:41.000,8266.535590
2018:05:19:09:57:41.000,8589.627131
2018:05:19:10:07:41.000,8903.422169
2018:05:19:10:17:41.000,9208.027557
2018:05:19:10:27:41.000,9503.590693
2018:05:19:10:37:41.000,9790.283816
2018:05:19:10:47:41.000,10068.293220
2018:05:19:10:57:41.000,10337.811846
2018:05:19:11:07:41.000,10599.034213
2018:05:19:11:17:41.000,10852.152974
2018:05:19:11:27:41.000,11097.356608
2018:05:19:11:37:41.000,11334.827915
2018:05:19:11:47:41.000,11564.743072
2018:05:19:11:57:41.000,11787.271083
2018:05:19:12:07:41.000,12002.573507
2018:05:19:12:17:41.000,12210.804382
2018:05:19:12:27:41.000,12412.110277
2018:05:19:12:37:41.000,12606.630441
2018:05:19:12:47:41.000,12794.497005
2018:05:19:12:57:41.000,12975.835226
2018:05:19:13:07:41.000,13150.763753
2018:05:19:13:17:41.000,13319.394894
2018:05:19:13:27:41.000,13481.834903
2018:05:19:13:37:41.000,13638.184241
2018:05:19:13:47:41.000,13788.537853
2018:05:19:13:57:41.000,13932.985414
2018:05:19:14:07:41.000,14071.611583
2018:05:19:14:17:41.000,14204.496226
2018:05:19:14:27:41.000,14331.714644
2018:05:19:14:37:41.000,14453.337774
2018:05:19:14:47:41.000,14569.432387
2018:05:19:14:57:41.000,14680.061265
2018:05:19:15:07:41.000,14785.283375
2018:05:19:15:17:41.000,14885.154023
2018:05:19:15:27:41.000,14979.725002
2018:05:19:15:37:41.000,15069.044729
2018:05:19:15:47:41.000,15153.158369
2018:05:19:15:57:41.000,15232.107949
2018:05:19:16:07:41.000,15305.932472
2018:05:19:16:17:41.000,15374.668005
2018:05:19:16:27:41.000,15438.347777
2018:05:19:16:37:41.000,15497.002259
2018:05:19:16:47:41.000,15550.659234
2018:05:19:16:57:41.000,15599.343869
2018:05:19:17:07:41.000,15643.078774
2018:05:19:17:17:41.000,15681.884054
2018:05:19:17:27:41.000,15715.777358
2018:05:19:17:37:41.000,15744.773918
2018:05:19:17:47:41.000,15768.886588
2018:05:19:17:57:41.000,15788.125866
2018:05:19:18:07:41.000,15802.499927
2018:05:19:18:17:41.000,15812.014634
2018:05:19:18:27:41.000,15816.673550
2018:05:19:18:37:41.000,15816.477952
2018:05:19:18:47:41.000,15811.426824
2018:05:19:18:57:41.000,15801.516858
2018:05:19:19:07:41.000,15786.742445
2018:05:19:19:17:41.000,15767.095656
2018:05:19:19:27:41.000,15742.566225
2018:05:19:19:37:41.000,15713.141523
2018:05:19:19:47:41.000,15678.806521
2018:05:19:19:57:41.000,15639.543756
2018:05:19:20:07:41.000,15595.333286
2018:05:19:20:17:41.000,15546.152637
2018:05:19:20:27:41.000,15491.976745
2018:05:19:20:37:41.000,15432.777891
2018:05:19:20:47:41.000,15368.525631
2018:05:19:20:57:41.000,15299.186709
2018:05:19:21:07:41.000,15224.724974
2018:05:19:21:17:41.000,15145.101278
2018:05:19:21:27:41.000,15060.273368
2018:05:19:21:37:41.000,14970.195771
2018:05:19:21:47:41.000,14874.819663
2018:05:19:21:57:41.000,14774.092729
2018:05:19:22:07:41.000,14667.959009
2018:05:19:22:17:41.000,14556.358733
2018:05:19:22:27:41.000,14439.228139
2018:05:19:22:37:41.000,14316.499277
2018:05:19:22:47:41.000,14188.099797
2018:05:19:22:57:41.000,14053.952715
2018:05:19:23:07:41.000,13913.976165
2018:05:19:23:17:41.000,13768.083124
2018:05:19:23:27:41.000,13616.181122
2018:05:19:23:37:41.000,13458.171924
2018:05:19:23:47:41.000,13293.951183
2018:05:19:23:57:41.000,13123.408072
2018:05:20:00:07:41.000,12946.424889
2018:05:20:00:17:41.000,12762.876623
2018:05:20:00:27:41.000,12572.630500
2018:05:20:00:37:41.000,12375.545493
2018:05:20:00:47:41.000,12171.471810
2018:05:20:00:57:41.000,11960.250347
2018:05:20:01:07:41.000,11741.712126
2018:05:20:01:17:41.000,11515.677724
2018:05:20:01:27:41.000,11281.956699
2018:05:20:01:37:41.000,11040.347043
2018:05:20:01:47:41.000,10790.634697
2018:05:20:01:57:41.000,10532.593162
2018:05:20:02:07:41.000,10265.983306
2018:05:20:02:17:41.000,9990.553450
2018:05:20:02:27:41.000,9706.039914
2018:05:20:02:37:41.000,9412.168256
2018:05:20:02:47:41.000,9108.655582
2018:05:20:02:57:41.000,8795.214464
2018:05:20:03:07:41.000,8471.559331
2018:05:20:03:17:41.000,8137.416636
2018:05:20:03:27:41.000,7792.540856
2018:05:20:03:37:41.000,7436.739606
2018:05:20:03:47:41.000,7069.913138
2018:05:20:03:57:41.000,6692.116968
2018:05:20:04:07:41.000,6303.662172
2018:05:20:04:17:41.000,5905.278249
2018:05:20:04:27:41.000,5498.381549
2018:05:20:04:37:41.000,5085.524323
2018:05:20:04:47:41.000,4671.154366
2018:05:20:04:57:41.000,4262.900037
2018:05:20:05:07:41.000,3873.684139
2018:05:20:05:12:37.429,3694.545534
2018:05:20:08:54:45.635,9341.801835
2018:05:20:09:04:45.000,9637.925251
2018:05:20:09:14:45.000,9925.384298
2018:05:20:09:24:45.000,10204.066567
2018:05:20:09:34:45.000,10474.180639
2018:05:20:09:44:45.000,10735.933595
2018:05:20:09:54:45.000,10989.528257
2018:05:20:10:04:45.000,11235.161402
2018:05:20:10:14:45.000,11473.022648
2018:05:20:10:24:45.000,11703.293804
2018:05:20:10:34:45.000,11926.148561
2018:05:20:10:44:45.000,12141.752393
2018:05:20:10:54:45.000,12350.262625
2018:05:20:11:04:45.000,12551.828602
2018:05:20:11:14:45.000,12746.591920
2018:05:20:11:24:45.000,12934.686707
2018:05:20:11:34:45.000,13116.239922
2018:05:20:11:44:45.000,13291.371665
2018:05:20:11:54:45.000,13460.195492
2018:05:20:12:04:45.000,13622.818721
2018:05:20:12:14:45.000,13779.342733
2018:05:20:12:24:45.000,13929.863258
2018:05:20:12:34:45.000,14074.470649
2018:05:20:12:44:45.000,14213.250144
2018:05:20:12:54:45.000,14346.282107
2018:05:20:13:04:45.000,14473.642265
2018:05:20:13:14:45.000,14595.401915
2018:05:20:13:24:45.000,14711.628133
2018:05:20:13:34:45.000,14822.383958
2018:05:20:13:44:45.000,14927.728570
2018:05:20:13:54:45.000,15027.717446
2018:05:20:14:04:45.000,15122.402520
2018:05:20:14:14:45.000,15211.832312
2018:05:20:14:24:45.000,15296.052066
2018:05:20:14:34:45.000,15375.103861
2018:05:20:14:44:45.000,15449.026723
2018:05:20:14:54:45.000,15517.856727
2018:05:20:15:04:45.000,15581.627083
2018:05:20:15:14:45.000,15640.368223
2018:05:20:15:24:45.000,15694.107875
2018:05:20:15:34:45.000,15742.871133
2018:05:20:15:44:45.000,15786.680511
2018:05:20:15:54:45.000,15825.556007
2018:05:20:16:04:45.000,15859.515143
2018:05:20:16:14:45.000,15888.573006
2018:05:20:16:24:45.000,15912.742289
2018:05:20:16:34:45.000,15932.033315
2018:05:20:16:44:45.000,15946.454061
2018:05:20:16:54:45.000,15956.010176
2018:05:20:17:04:45.000,15960.704994
2018:05:20:17:14:45.000,15960.539538
2018:05:20:17:24:45.000,15955.512523
2018:05:20:17:34:45.000,15945.620348
2018:05:20:17:44:45.000,15930.857089
2018:05:20:17:54:45.000,15911.214479
2018:05:20:18:04:45.000,15886.681891
2018:05:20:18:14:45.000,15857.246303
2018:05:20:18:24:45.000,15822.892271
2018:05:20:18:34:45.000,15783.601882
2018:05:20:18:44:45.000,15739.354712
2018:05:20:18:54:45.000,15690.127768
2018:05:20:19:04:45.000,15635.895432
2018:05:20:19:14:45.000,15576.629387
2018:05:20:19:24:45.000,15512.298544
2018:05:20:19:34:45.000,15442.868953
2018:05:20:19:44:45.000,15368.303717
2018:05:20:19:54:45.000,15288.562878
2018:05:20:20:04:45.000,15203.603313
2018:05:20:20:14:45.000,15113.378604
2018:05:20:20:24:45.000,15017.838902
2018:05:20:20:34:45.000,14916.930780
2018:05:20:20:44:45.000,14810.597070
2018:05:20:20:54:45.000,14698.776686
2018:05:20:21:04:45.000,14581.404429
2018:05:20:21:14:45.000,14458.410781
2018:05:20:21:24:45.000,14329.721670
2018:05:20:21:34:45.000,14195.258226
2018:05:20:21:44:45.000,14054.936504
2018:05:20:21:54:45.000,13908.667196
2018:05:20:22:04:45.000,13756.355300
2018:05:20:22:14:45.000,13597.899778
2018:05:20:22:24:45.000,13433.193169
2018:05:20:22:34:45.000,13262.121179
2018:05:20:22:44:45.000,13084.562226
2018:05:20:22:54:45.000,12900.386957
2018:05:20:23:04:45.000,12709.457710
2018:05:20:23:14:45.000,12511.627944
2018:05:20:23:24:45.000,12306.741620
2018:05:20:23:34:45.000,12094.632529
2018:05:20:23:44:45.000,11875.123582
2018:05:20:23:54:45.000,11648.026049
2018:05:21:00:04:45.000,11413.138763
2018:05:21:00:14:45.000,11170.247293
2018:05:21:00:24:45.000,10919.123111
2018:05:21:00:34:45.000,10659.522771
2018:05:21:00:44:45.000,10391.187164
2018:05:21:00:54:45.000,10113.840908
2018:05:21:01:04:45.000,9827.191995
2018:05:21:01:14:45.000,9530.931868
2018:05:21:01:24:45.000,9224.736196
2018:05:21:01:34:45.000,8908.266773
2018:05:21:01:44:45.000,8581.175189
2018:05:21:01:54:45.000,8243.109302
2018:05:21:02:04:45.000,7893.724166
2018:05:21:02:14:45.000,7532.700057
2018:05:21:02:24:45.000,7159.771992
2018:05:21:02:34:45.000,6774.778059
2018:05:21:02:44:45.000,6377.739113
2018:05:21:02:54:45.000,5968.991746
2018:05:21:03:04:45.000,5549.413707
2018:05:21:03:14:45.000,5120.813017
2018:05:21:03:24:45.000,4686.612054
2018:05:21:03:34:45.000,4253.066125
2018:05:21:03:44:45.000,3831.427264
2018:05:21:03:54:45.000,3441.607139
2018:05:21:04:00:04.450,3257.963684
2018:05:21:08:52:18.693,11642.497175
2018:05:21:09:02:18.000,11873.455018
2018:05:21:09:12:18.000,12097.193961
2018:05:21:09:22:18.000,12313.616591
2018:05:21:09:32:18.000,12522.887439
2018:05:21:09:42:18.000,12725.162055
2018:05:21:09:52:18.000,12920.587403
2018:05:21:10:02:18.000,13109.302273
2018:05:21:10:12:18.000,13291.437690
2018:05:21:10:22:18.000,13467.117309
2018:05:21:10:32:18.000,13636.457806
2018:05:21:10:42:18.000,13799.569247
2018:05:21:10:52:18.000,13956.555436
2018:05:21:11:02:18.000,14107.514247
2018:05:21:11:12:18.000,14252.537936
2018:05:21:11:22:18.000,14391.713428
2018:05:21:11:32:18.000,14525.122592
2018:05:21:11:42:18.000,14652.842493
2018:05:21:11:52:18.000,14774.945623
2018:05:21:12:02:18.000,14891.500126
2018:05:21:12:12:18.000,15002.569995
2018:05:21:12:22:18.000,15108.215258
2018:05:21:12:32:18.000,15208.492158
2018:05:21:12:42:18.000,15303.453305
2018:05:21:12:52:18.000,15393.147827
2018:05:21:13:02:18.000,15477.621506
2018:05:21:13:12:18.000,15556.916900
2018:05:21:13:22:18.000,15631.073458
2018:05:21:13:32:18.000,15700.127628
2018:05:21:13:42:18.000,15764.112946
2018:05:21:13:52:18.000,15823.060127
2018:05:21:14:02:18.000,15876.997143
2018:05:21:14:12:18.000,15925.949291
2018:05:21:14:22:18.000,15969.939258
2018:05:21:14:32:18.000,16008.987178
2018:05:21:14:42:18.000,16043.110677
2018:05:21:14:52:18.000,16072.324919
2018:05:21:15:02:18.000,16096.642641
2018:05:21:15:12:18.000,16116.074185
2018:05:21:15:22:18.000,16130.627518
2018:05:21:15:32:18.000,16140.308250
2018:05:21:15:42:18.000,16145.119652
2018:05:21:15:52:18.000,16145.062655
2018:05:21:16:02:18.000,16140.135855
2018:05:21:16:12:18.000,16130.335507
2018:05:21:16:22:18.000,16115.655512
2018:05:21:16:32:18.000,16096.087402
2018:05:21:16:42:18.000,16071.620315
2018:05:21:16:52:18.000,16042.240969
2018:05:21:17:02:18.000,16007.933623
2018:05:21:17:12:18.000,15968.680036
2018:05:21:17:22:18.000,15924.459419
2018:05:21:17:32:18.000,15875.248378
2018:05:21:17:42:18.000,15821.020851
2018:05:21:17:52:18.000,15761.748034
2018:05:21:18:02:18.000,15697.398307
2018:05:21:18:12:18.000,15627.937139
2018:05:21:18:22:18.000,15553.326994
2018:05:21:18:32:18.000,15473.527220
2018:05:21:18:42:18.000,15388.493934
2018:05:21:18:52:18.000,15298.179887
2018:05:21:19:02:18.000,15202.534324
2018:05:21:19:12:18.000,15101.502828
2018:05:21:19:22:18.000,14995.027146
2018:05:21:19:32:18.000,14883.045003
2018:05:21:19:42:18.000,14765.489900
2018:05:21:19:52:18.000,14642.290886
2018:05:21:20:02:18.000,14513.372318
2018:05:21:20:12:18.000,14378.653596
2018:05:21:20:22:18.000,14238.048864
2018:05:21:20:32:18.000,14091.466703
2018:05:21:20:42:18.000,13938.809771
2018:05:21:20:52:18.000,13779.974435
2018:05:21:21:02:18.000,13614.850343
2018:05:21:21:12:18.000,13443.319976
2018:05:21:21:22:18.000,13265.258144
2018:05:21:21:32:18.000,13080.531442
2018:05:21:21:42:18.000,12888.997650
2018:05:21:21:52:18.000,12690.505075
2018:05:21:22:02:18.000,12484.891838
2018:05:21:22:12:18.000,12271.985080
2018:05:21:22:22:18.000,12051.600117
2018:05:21:22:32:18.000,11823.539495
2018:05:21:22:42:18.000,11587.591991
2018:05:21:22:52:18.000,11343.531511
2018:05:21:23:02:18.000,11091.115938
2018:05:21:23:12:18.000,10830.085892
2018:05:21:23:22:18.000,10560.163468
2018:05:21:23:32:18.000,10281.050961
2018:05:21:23:42:18.000,9992.429650
2018:05:21:23:52:18.000,9693.958762
2018:05:22:00:02:18.000,9385.274778
2018:05:22:00:12:18.000,9065.991366
2018:05:22:00:22:18.000,8735.700410
2018:05:22:00:32:18.000,8393.974869
2018:05:22:00:42:18.000,8040.374665
2018:05:22:00:52:18.000,7674.457639
2018:05:22:01:02:18.000,7295.798895
2018:05:22:01:12:18.000,6904.024324
2018:05:22:01:22:18.000,6498.868331
2018:05:22:01:32:18.000,6080.273744
2018:05:22:01:42:18.000,5648.566894
2018:05:22:01:52:18.000,5204.770068
2018:05:22:02:02:18.000,4751.171587
2018:05:22:02:12:18.000,4292.389722
2018:05:22:02:22:18.000,3837.389913
2018:05:22:02:32:18.000,3403.274454
2018:05:22:02:42:18.000,3021.823497
2018:05:22:02:45:59.372,2904.432684
2018:05:22:09:46:07.865,14395.018582
2018:05:22:09:56:07.000,14537.151500
2018:05:22:10:06:07.000,14673.660827
2018:05:22:10:16:07.000,14804.418534
2018:05:22:10:26:07.000,14929.501106
2018:05:22:10:36:07.000,15048.980383
2018:05:22:10:46:07.000,15162.923790
2018:05:22:10:56:07.000,15271.394552
2018:05:22:11:06:07.000,15374.451888
2018:05:22:11:16:07.000,15472.151193
2018:05:22:11:26:07.000,15564.544201
2018:05:22:11:36:07.000,15651.679136
2018:05:22:11:46:07.000,15733.600853
2018:05:22:11:56:07.000,15810.350966
2018:05:22:12:06:07.000,15881.967961
2018:05:22:12:16:07.000,15948.487301
2018:05:22:12:26:07.000,16009.941529
2018:05:22:12:36:07.000,16066.360346
2018:05:22:12:46:07.000,16117.770696
2018:05:22:12:56:07.000,16164.196833
2018:05:22:13:06:07.000,16205.660384
2018:05:22:13:16:07.000,16242.180405
2018:05:22:13:26:07.000,16273.773428
2018:05:22:13:36:07.000,16300.453501
2018:05:22:13:46:07.000,16322.232225
2018:05:22:13:56:07.000,16339.118781
2018:05:22:14:06:07.000,16351.119952
2018:05:22:14:16:07.000,16358.240139
2018:05:22:14:26:07.000,16360.481368
2018:05:22:14:36:07.000,16357.843299
2018:05:22:14:46:07.000,16350.323218
2018:05:22:14:56:07.000,16337.916033
2018:05:22:15:06:07.000,16320.614255
2018:05:22:15:16:07.000,16298.407983
2018:05:22:15:26:07.000,16271.284872
2018:05:22:15:36:07.000,16239.230102
2018:05:22:15:46:07.000,16202.226335
2018:05:22:15:56:07.000,16160.253673
2018:05:22:16:06:07.000,16113.289598
2018:05:22:16:16:07.000,16061.308913
2018:05:22:16:26:07.000,16004.283671
2018:05:22:16:36:07.000,15942.183096
2018:05:22:16:46:07.000,15874.973497
2018:05:22:16:56:07.000,15802.618168
2018:05:22:17:06:07.000,15725.077284
2018:05:22:17:16:07.000,15642.307779
2018:05:22:17:26:07.000,15554.263219
2018:05:22:17:36:07.000,15460.893658
2018:05:22:17:46:07.000,15362.145478
2018:05:22:17:56:07.000,15257.961222
2018:05:22:18:06:07.000,15148.279402
2018:05:22:18:16:07.000,15033.034295
2018:05:22:18:26:07.000,14912.155716
2018:05:22:18:36:07.000,14785.568772
2018:05:22:18:46:07.000,14653.193589
2018:05:22:18:56:07.000,14514.945019
2018:05:22:19:06:07.000,14370.732313
2018:05:22:19:16:07.000,14220.458766
2018:05:22:19:26:07.000,14064.021323
2018:05:22:19:36:07.000,13901.310151
2018:05:22:19:46:07.000,13732.208165
2018:05:22:19:56:07.000,13556.590511
2018:05:22:20:06:07.000,13374.323986
2018:05:22:20:16:07.000,13185.266412
2018:05:22:20:26:07.000,12989.265936
2018:05:22:20:36:07.000,12786.160259
2018:05:22:20:46:07.000,12575.775782
2018:05:22:20:56:07.000,12357.926671
2018:05:22:21:06:07.000,12132.413809
2018:05:22:21:16:07.000,11899.023651
2018:05:22:21:26:07.000,11657.526954
2018:05:22:21:36:07.000,11407.677381
2018:05:22:21:46:07.000,11149.209965
2018:05:22:21:56:07.000,10881.839444
