"Start Time (YYYY:MM:DD)","Stop Time (YYYY:MM:DD)","Duration (sec)"
2018:05:17:11:04:45.421,2018:05:18:07:41:49.961,74224.541
2018:05:18:10:03:03.066,2018:05:19:06:33:14.456,73811.390
2018:05:19:09:09:58.430,2018:05:20:05:21:56.373,72717.943
2018:05:20:08:31:56.998,2018:05:21:04:08:49.451,70612.453
2018:05:21:08:21:31.367,2018:05:22:02:54:27.396,66776.030
2018:05:22:09:02:49.226,2018:05:23:01:39:12.281,59783.055
2018:05:23:11:11:24.037,2018:05:24:00:23:19.130,47515.093
2018:05:24:14:38:14.322,2018:05:24:23:06:58.694,30524.372
2018:05:25:17:20:09.611,2018:05:25:21:50:19.120,16209.509
2018:05:26:18:16:07.130,2018:05:26:20:33:27.282,8240.151
2018:05:27:18:03:48.454,2018:05:27:19:16:29.993,4361.538
2018:05:28:17:18:38.123,2018:05:28:17:59:36.116,2457.993
2018:05:29:16:18:11.455,2018:05:29:16:43:01.332,1489.877
2018:05:30:15:10:14.898,2018:05:30:15:27:20.179,1025.281
2018:05:31:13:58:00.204,2018:05:31:14:13:41.844,941.640
2018:06:01:12:43:03.422,2018:06:01:13:03:34.392,1230.970
2018:06:02:11:26:46.422,2018:06:02:11:59:07.092,1940.671
2018:06:03:10:09:58.271,2018:06:03:11:05:33.769,3335.499
2018:06:04:08:53:00.962,2018:06:04:10:35:04.643,6123.681
2018:06:05:07:36:05.498,2018:06:05:10:53:59.797,11874.299
2018:06:06:06:19:19.244,2018:06:06:12:45:23.569,23164.325
2018:06:07:05:02:48.842,2018:06:07:16:08:19.937,39931.096
2018:06:08:03:46:41.677,2018:06:08:19:01:16.053,54874.376
2018:06:09:02:31:07.103,2018:06:09:20:18:32.564,64045.462
2018:06:10:01:16:17.866,2018:06:10:20:28:07.147,69109.281
2018:06:11:00:02:32.300,2018:06:11:20:00:47.077,71894.777
2018:06:11:22:50:17.922,2018:06:12:19:13:37.989,73400.067
2018:06:12:21:40:17.721,2018:06:13:18:15:23.135,74105.414
2018:06:13:20:33:41.811,2018:06:14:17:10:35.641,74213.831
2018:06:14:19:32:29.952,2018:06:15:16:01:44.888,73754.936
2018:06:15:18:40:16.985,2018:06:16:14:50:16.741,72599.756
2018:06:16:18:03:47.769,2018:06:17:13:37:02.950,70395.181
2018:06:17:17:56:13.933,2018:06:18:12:22:36.080,66382.146
2018:06:18:18:42:48.052,2018:06:19:11:07:17.523,59069.471
2018:06:19:20:58:52.071,2018:06:20:09:51:21.883,46349.812
2018:06:21:00:27:21.474,2018:06:21:08:34:59.657,29258.183
2018:06:22:03:01:28.053,2018:06:22:07:18:18.844,15410.791
2018:06:23:03:50:42.268,2018:06:23:06:01:26.255,7843.987
2018:06:24:03:34:59.335,2018:06:24:04:44:28.754,4169.419
2018:06:25:02:48:14.683,2018:06:25:03:27:35.469,2360.786
2018:06:26:01:47:03.422,2018:06:26:02:11:02.932,1439.510
2018:06:27:00:38:43.421,2018:06:27:00:55:27.835,1004.415
2018:06:27:23:26:13.741,2018:06:27:23:42:02.065,948.325
2018:06:28:22:11:08.322,2018:06:28:22:32:14.531,1266.209
2018:06:29:20:54:47.614,2018:06:29:21:28:22.432,2014.817
2018:06:30:19:37:58.125,2018:06:30:20:36:01.478,3483.354
2018:07:01:18:21:00.589,2018:07:01:20:08:09.055,6428.466
2018:07:02:17:04:05.547,2018:07:02:20:32:32.919,12507.372
2018:07:03:15:47:20.251,2018:07:03:22:32:32.926,24312.676
2018:07:04:14:30:51.328,2018:07:05:01:58:27.985,41256.657
2018:07:05:13:14:46.280,2018:07:06:04:44:29.761,55783.481
2018:07:06:11:59:14.661,2018:07:07:05:55:10.383,64555.722
2018:07:07:10:44:29.548,2018:07:08:06:00:59.117,69389.569
2018:07:08:09:30:49.832,2018:07:09:05:31:38.745,72048.913
2018:07:09:08:18:43.920,2018:07:10:04:43:23.599,73479.679
2018:07:10:07:08:56.360,2018:07:11:03:44:30.592,74134.232
2018:07:11:06:02:40.037,2018:07:12:02:39:19.918,74199.881
2018:07:12:05:01:59.880,2018:07:13:01:30:14.414,73694.534
2018:07:13:04:10:40.828,2018:07:14:00:18:36.498,72475.670
2018:07:14:03:35:48.197,2018:07:14:23:05:16.027,70167.830
2018:07:15:03:31:14.623,2018:07:15:21:50:44.464,65969.842
2018:07:16:04:23:18.368,2018:07:16:20:35:22.544,58324.176
2018:07:17:06:46:50.064,2018:07:17:19:19:24.476,45154.412
2018:07:18:10:16:06.579,2018:07:18:18:03:00.504,28013.925
2018:07:19:12:42:09.454,2018:07:19:16:46:18.485,14649.032
2018:07:20:13:24:56.645,2018:07:20:15:29:25.179,7468.534
2018:07:21:13:06:00.594,2018:07:21:14:12:27.508,3986.914
2018:07:22:12:17:46.818,2018:07:22:12:55:34.891,2268.074
2018:07:23:11:15:53.248,2018:07:23:11:39:04.771,1391.523
2018:07:24:10:07:10.702,2018:07:24:10:23:36.145,985.443
2018:07:25:08:54:26.469,2018:07:25:09:10:23.480,957.011
2018:07:26:07:39:12.845,2018:07:26:08:00:56.627,1303.783
2018:07:27:06:22:48.672,2018:07:27:06:57:41.615,2092.943
2018:07:28:05:05:57.954,2018:07:28:06:06:37.446,3639.492
2018:07:29:03:49:00.246,2018:07:29:05:41:31.515,6751.269
2018:07:30:02:32:05.671,2018:07:30:06:11:41.678,13176.007
2018:07:31:01:15:21.363,2018:07:31:08:20:20.570,25499.207
2018:07:31:23:58:53.966,2018:08:01:11:48:19.262,42565.296
2018:08:01:22:42:51.093,2018:08:02:14:27:07.753,56656.660
2018:08:02:21:27:22.504,2018:08:03:15:31:25.720,65043.216
2018:08:03:20:12:41.631,2018:08:04:15:33:39.108,69657.477
2018:08:04:18:59:07.932,2018:08:05:15:02:23.978,72196.046
2018:08:05:17:47:10.749,2018:08:06:14:13:05.594,73554.845
2018:08:06:16:37:36.249,2018:08:07:13:13:35.918,74159.669
2018:08:07:15:31:40.239,2018:08:08:12:08:02.872,74182.633
2018:08:08:14:31:33.081,2018:08:09:10:58:43.093,73630.012
2018:08:09:13:41:10.377,2018:08:10:09:46:55.703,72345.327
2018:08:10:13:07:59.067,2018:08:11:08:33:28.724,69929.657
2018:08:11:13:06:34.920,2018:08:12:07:18:52.586,65537.667
2018:08:12:14:04:22.340,2018:08:13:06:03:27.387,57545.047
2018:08:13:16:35:17.722,2018:08:14:04:47:26.946,43929.224
