"Time (YYYY:MM:DD)","Range (km)"
2009:01:24:12:43:38.000,11821.914156
2009:01:24:12:53:38.000,12185.342743
2009:01:24:13:03:38.000,12541.409294
2009:01:24:13:13:38.000,12890.407112
2009:01:24:13:23:38.000,13232.609547
2009:01:24:13:33:38.000,13568.271561
2009:01:24:13:43:38.000,13897.631188
2009:01:24:13:53:38.000,14220.911042
2009:01:24:14:03:38.000,14538.319404
2009:01:24:14:13:38.000,14850.051510
2009:01:24:14:23:38.000,15156.290575
2009:01:24:14:33:38.000,15457.208764
2009:01:24:14:43:38.000,15752.968034
2009:01:24:14:53:38.000,16043.721040
2009:01:24:15:03:38.000,16329.611695
2009:01:24:15:13:38.000,16610.775931
2009:01:24:15:23:38.000,16887.342272
2009:01:24:15:33:38.000,17159.432372
2009:01:24:15:43:38.000,17427.161514
2009:01:24:15:53:38.000,17690.639035
2009:01:24:16:03:38.000,17949.968828
2009:01:24:16:13:38.000,18205.249583
2009:01:24:16:23:38.000,18456.575221
2009:01:24:16:33:38.000,18704.035189
2009:01:24:16:43:38.000,18947.714747
2009:01:24:16:53:38.000,19187.695236
2009:01:24:17:03:38.000,19424.054323
2009:01:24:17:13:38.000,19656.866204
2009:01:24:17:23:38.000,19886.201897
2009:01:24:17:33:38.000,20112.129309
2009:01:24:17:43:38.000,20334.713498
2009:01:24:17:53:38.000,20554.016816
2009:01:24:18:03:38.000,20770.099061
2009:01:24:18:13:38.000,20983.017621
2009:01:24:18:23:38.000,21192.827602
2009:01:24:18:33:38.000,21399.581956
2009:01:24:18:43:38.000,21603.331589
2009:01:24:18:53:38.000,21804.125453
2009:01:24:19:03:38.000,22002.010718
2009:01:24:19:13:38.000,22197.032752
2009:01:24:19:23:38.000,22389.235285
2009:01:24:19:33:38.000,22578.660471
2009:01:24:19:43:38.000,22765.348960
2009:01:24:19:53:38.000,22949.339973
2009:01:24:20:03:38.000,23130.671370
2009:01:24:20:13:38.000,23309.379708
2009:01:24:20:23:38.000,23485.500305
2009:01:24:20:33:38.000,23659.067292
2009:01:24:20:43:38.000,23830.113669
2009:01:24:20:53:38.000,23998.671333
2009:01:24:21:03:38.000,24164.771192
2009:01:24:21:13:38.000,24328.443114
2009:01:24:21:23:38.000,24489.716029
2009:01:24:21:33:38.000,24648.617955
2009:01:24:21:43:38.000,24805.176033
2009:01:24:21:53:38.000,24959.416563
2009:01:24:22:03:38.000,25111.365038
2009:01:24:22:13:38.000,25261.046174
2009:01:24:22:23:38.000,25408.483939
2009:01:24:22:33:38.000,25553.701584
2009:01:24:22:43:38.000,25696.721668
2009:01:24:22:53:38.000,25837.566083
2009:01:24:23:03:38.000,25976.256080
2009:01:24:23:13:38.000,26112.812279
2009:01:24:23:23:38.000,26247.254739
2009:01:24:23:33:38.000,26379.602905
2009:01:24:23:43:38.000,26509.875680
2009:01:24:23:53:38.000,26638.091428
2009:01:25:00:03:38.000,26764.267995
2009:01:25:00:13:38.000,26888.422723
2009:01:25:00:23:38.000,27010.572470
2009:01:25:00:33:38.000,27130.733622
2009:01:25:00:43:38.000,27248.922110
2009:01:25:00:53:38.000,27365.153425
2009:01:25:01:03:38.000,27479.442630
2009:01:25:01:13:38.000,27591.804375
2009:01:25:01:23:38.000,27702.252904
2009:01:25:01:33:38.000,27810.802076
2009:01:25:01:43:38.000,27917.465369
2009:01:25:01:53:38.000,28022.255883
2009:01:25:02:03:38.000,28125.186392
2009:01:25:02:13:38.000,28226.269292
2009:01:25:02:23:38.000,28325.516651
2009:01:25:02:33:38.000,28422.940210
2009:01:25:02:43:38.000,28518.551389
2009:01:25:02:53:38.000,28612.361299
2009:01:25:03:03:38.000,28704.380745
2009:01:25:03:13:38.000,28794.620239
2009:01:25:03:23:38.000,28883.090005
2009:01:25:03:33:38.000,28969.799985
2009:01:25:03:43:38.000,29054.759849
2009:01:25:03:53:38.000,29137.978998
2009:01:25:04:03:38.000,29219.466574
2009:01:25:04:13:38.000,29299.231464
2009:01:25:04:23:38.000,29377.282305
2009:01:25:04:33:38.000,29453.627491
2009:01:25:04:43:38.000,29528.275179
2009:01:25:04:53:38.000,29601.233286
2009:01:25:05:03:38.000,29672.509521
2009:01:25:05:13:38.000,29742.111350
2009:01:25:05:23:38.000,29810.046029
2009:01:25:05:33:38.000,29876.320598
2009:01:25:05:43:38.000,29940.941888
2009:01:25:05:53:38.000,30003.916524
2009:01:25:06:03:38.000,30065.250930
2009:01:25:06:13:38.000,30124.951332
2009:01:25:06:23:38.000,30183.023760
2009:01:25:06:33:38.000,30239.474056
2009:01:25:06:43:38.000,30294.307872
2009:01:25:06:53:38.000,30347.530675
2009:01:25:07:03:38.000,30399.147754
2009:01:25:07:13:38.000,30449.164216
2009:01:25:07:23:38.000,30497.584995
2009:01:25:07:33:38.000,30544.414851
2009:01:25:07:43:38.000,30589.658373
2009:01:25:07:53:38.000,30633.319983
2009:01:25:08:03:38.000,30675.403934
2009:01:25:08:13:38.000,30715.914326
2009:01:25:08:23:38.000,30754.855087
2009:01:25:08:33:38.000,30792.229992
2009:01:25:08:43:38.000,30828.042654
2009:01:25:08:53:38.000,30862.296536
2009:01:25:09:03:38.000,30894.994945
2009:01:25:09:13:38.000,30926.141036
2009:01:25:09:23:38.000,30955.737815
2009:01:25:09:33:38.000,30983.788139
2009:01:25:09:43:38.000,31010.294718
2009:01:25:09:53:38.000,31035.260116
2009:01:25:10:03:38.000,31058.686754
2009:01:25:10:13:38.000,31080.576907
2009:01:25:10:23:38.000,31100.932710
2009:01:25:10:33:38.000,31119.756156
2009:01:25:10:43:38.000,31137.049099
2009:01:25:10:53:38.000,31152.813252
2009:01:25:11:03:38.000,31167.050193
2009:01:25:11:13:38.000,31179.761358
2009:01:25:11:23:38.000,31190.948049
2009:01:25:11:33:38.000,31200.611432
2009:01:25:11:43:38.000,31208.752538
2009:01:25:11:53:38.000,31215.372259
2009:01:25:12:03:38.000,31220.471357
2009:01:25:12:13:38.000,31224.050457
2009:01:25:12:23:38.000,31226.110050
2009:01:25:12:33:38.000,31226.650494
2009:01:25:12:43:38.000,31225.672015
2009:01:25:12:53:38.000,31223.174703
2009:01:25:13:03:38.000,31219.158516
2009:01:25:13:13:38.000,31213.623278
2009:01:25:13:23:38.000,31206.568679
2009:01:25:13:33:38.000,31197.994278
2009:01:25:13:43:38.000,31187.899498
2009:01:25:13:53:38.000,31176.283628
2009:01:25:14:03:38.000,31163.145823
2009:01:25:14:13:38.000,31148.485103
2009:01:25:14:23:38.000,31132.300355
2009:01:25:14:33:38.000,31114.590326
2009:01:25:14:43:38.000,31095.353631
2009:01:25:14:53:38.000,31074.588744
2009:01:25:15:03:38.000,31052.294004
2009:01:25:15:13:38.000,31028.467611
2009:01:25:15:23:38.000,31003.107625
2009:01:25:15:33:38.000,30976.211967
2009:01:25:15:43:38.000,30947.778415
2009:01:25:15:53:38.000,30917.804605
2009:01:25:16:03:38.000,30886.288030
2009:01:25:16:13:38.000,30853.226039
2009:01:25:16:23:38.000,30818.615833
2009:01:25:16:33:38.000,30782.454468
2009:01:25:16:43:38.000,30744.738847
2009:01:25:16:53:38.000,30705.465728
2009:01:25:17:03:38.000,30664.631712
2009:01:25:17:13:38.000,30622.233250
2009:01:25:17:23:38.000,30578.266635
2009:01:25:17:33:38.000,30532.728002
2009:01:25:17:43:38.000,30485.613330
2009:01:25:17:53:38.000,30436.918433
2009:01:25:18:03:38.000,30386.638967
2009:01:25:18:13:38.000,30334.770409
2009:01:25:18:23:38.000,30281.308081
2009:01:25:18:33:38.000,30226.247129
2009:01:25:18:43:38.000,30169.582526
2009:01:25:18:53:38.000,30111.309068
2009:01:25:19:03:38.000,30051.421375
2009:01:25:19:13:38.000,29989.913881
2009:01:25:19:23:38.000,29926.780837
2009:01:25:19:33:38.000,29862.016307
2009:01:25:19:43:38.000,29795.614162
2009:01:25:19:53:38.000,29727.568079
2009:01:25:20:03:38.000,29657.871534
2009:01:25:20:13:38.000,29586.517805
2009:01:25:20:23:38.000,29513.499959
2009:01:25:20:33:38.000,29438.810857
2009:01:25:20:43:38.000,29362.443143
2009:01:25:20:53:38.000,29284.389242
2009:01:25:21:03:38.000,29204.641357
2009:01:25:21:13:38.000,29123.191468
2009:01:25:21:23:38.000,29040.031303
2009:01:25:21:33:38.000,28955.152371
2009:01:25:21:43:38.000,28868.545929
2009:01:25:21:53:38.000,28780.202988
2009:01:25:22:03:38.000,28690.114302
2009:01:25:22:13:38.000,28598.270363
2009:01:25:22:23:38.000,28504.661397
2009:01:25:22:33:38.000,28409.277355
2009:01:25:22:43:38.000,28312.107907
2009:01:25:22:53:38.000,28213.142437
2009:01:25:23:03:38.000,28112.370031
2009:01:25:23:13:38.000,28009.779474
2009:01:25:23:23:38.000,27905.359238
2009:01:25:23:33:38.000,27799.097477
2009:01:25:23:43:38.000,27690.982016
2009:01:25:23:53:38.000,27581.000343
2009:01:26:00:03:38.000,27469.139610
2009:01:26:00:13:38.000,27355.386581
2009:01:26:00:23:38.000,27239.727685
2009:01:26:00:33:38.000,27122.148961
2009:01:26:00:43:38.000,27002.636061
2009:01:26:00:53:38.000,26881.174234
2009:01:26:01:03:38.000,26757.748319
2009:01:26:01:13:38.000,26632.342728
2009:01:26:01:23:38.000,26504.941433
2009:01:26:01:33:38.000,26375.527954
2009:01:26:01:43:38.000,26244.085345
2009:01:26:01:53:38.000,26110.596174
2009:01:26:02:03:38.000,25975.042511
2009:01:26:02:13:38.000,25837.405912
2009:01:26:02:23:38.000,25697.667398
2009:01:26:02:33:38.000,25555.807451
2009:01:26:02:43:38.000,25411.805947
2009:01:26:02:53:38.000,25265.642206
2009:01:26:03:03:38.000,25117.294924
2009:01:26:03:13:38.000,24966.742161
2009:01:26:03:23:38.000,24813.961323
2009:01:26:03:33:38.000,24658.929129
2009:01:26:03:43:38.000,24501.621593
2009:01:26:03:53:38.000,24342.013994
2009:01:26:04:03:38.000,24180.080845
2009:01:26:04:13:38.000,24015.795866
2009:01:26:04:23:38.000,23849.131954
2009:01:26:04:33:38.000,23680.061144
2009:01:26:04:43:38.000,23508.554579
2009:01:26:04:53:38.000,23334.582487
2009:01:26:05:03:38.000,23158.114079
2009:01:26:05:13:38.000,22979.117603
2009:01:26:05:23:38.000,22797.560235
2009:01:26:05:33:38.000,22613.408053
2009:01:26:05:43:38.000,22426.625983
2009:01:26:05:53:38.000,22237.177753
2009:01:26:06:03:38.000,22045.025836
2009:01:26:06:13:38.000,21850.131391
2009:01:26:06:23:38.000,21652.454204
2009:01:26:06:33:38.000,21451.952622
2009:01:26:06:43:38.000,21248.583487
2009:01:26:06:53:38.000,21042.302077
2009:01:26:07:03:38.000,20833.061957
2009:01:26:07:13:38.000,20620.815009
2009:01:26:07:23:38.000,20405.511268
2009:01:26:07:33:38.000,20187.098849
2009:01:26:07:43:38.000,19965.523848
2009:01:26:07:53:38.000,19740.730236
2009:01:26:08:03:38.000,19512.659748
2009:01:26:08:13:38.000,19281.251761
2009:01:26:08:23:38.000,19046.443171
2009:01:26:08:33:38.000,18808.168277
2009:01:26:08:43:38.000,18566.358550
2009:01:26:08:53:38.000,18320.942610
2009:01:26:09:03:38.000,18071.845976
2009:01:26:09:13:38.000,17818.990914
2009:01:26:09:23:38.000,17562.296253
2009:01:26:09:33:38.000,17301.677187
2009:01:26:09:43:38.000,17037.045072
2009:01:26:09:51:54.837,16814.809770
2009:01:26:16:38:29.463,3349.474593
2009:01:26:16:48:29.000,3696.628457
2009:01:26:16:58:29.000,4110.621738
2009:01:26:17:08:29.000,4560.186260
2009:01:26:17:18:29.000,5026.320258
2009:01:26:17:28:29.000,5497.831470
2009:01:26:17:38:29.000,5968.209305
2009:01:26:17:48:29.000,6433.694267
2009:01:26:17:58:29.000,6892.148990
2009:01:26:18:08:29.000,7342.403236
2009:01:26:18:18:29.000,7783.870129
2009:01:26:18:28:29.000,8216.317844
2009:01:26:18:38:29.000,8639.730946
2009:01:26:18:48:29.000,9054.225281
2009:01:26:18:58:29.000,9459.994642
2009:01:26:19:08:29.000,9857.277304
2009:01:26:19:18:29.000,10246.334411
2009:01:26:19:28:29.000,10627.436518
2009:01:26:19:38:29.000,11000.854877
2009:01:26:19:48:29.000,11366.856159
2009:01:26:19:58:29.000,11725.698949
2009:01:26:20:08:29.000,12077.631964
2009:01:26:20:18:29.000,12422.893010
2009:01:26:20:28:29.000,12761.708541
2009:01:26:20:38:29.000,13094.293763
2009:01:26:20:48:29.000,13420.852664
2009:01:26:20:58:29.000,13741.578525
2009:01:26:21:08:29.000,14056.654354
2009:01:26:21:18:29.000,14366.253400
2009:01:26:21:28:29.000,14670.539663
2009:01:26:21:38:29.000,14969.668539
2009:01:26:21:48:29.000,15263.787174
2009:01:26:21:58:29.000,15553.035081
2009:01:26:22:08:29.000,15837.544588
2009:01:26:22:18:29.000,16117.441298
2009:01:26:22:28:29.000,16392.844505
2009:01:26:22:38:29.000,16663.867578
2009:01:26:22:48:29.000,16930.618424
2009:01:26:22:58:29.000,17193.199691
2009:01:26:23:08:29.000,17451.709188
2009:01:26:23:18:29.000,17706.240158
2009:01:26:23:28:29.000,17956.881560
2009:01:26:23:38:29.000,18203.718326
2009:01:26:23:48:29.000,18446.831600
2009:01:26:23:58:29.000,18686.298943
2009:01:27:00:08:29.000,18922.194623
2009:01:27:00:18:29.000,19154.589678
2009:01:27:00:28:29.000,19383.552187
2009:01:27:00:38:29.000,19609.147408
2009:01:27:00:48:29.000,19831.437941
2009:01:27:00:58:29.000,20050.483864
2009:01:27:01:08:29.000,20266.342875
2009:01:27:01:18:29.000,20479.070418
2009:01:27:01:28:29.000,20688.719794
2009:01:27:01:38:29.000,20895.342260
2009:01:27:01:48:29.000,21098.987202
2009:01:27:01:58:29.000,21299.702119
2009:01:27:02:08:29.000,21497.532792
2009:01:27:02:18:29.000,21692.523346
2009:01:27:02:28:29.000,21884.716329
2009:01:27:02:38:29.000,22074.152790
2009:01:27:02:48:29.000,22260.872347
2009:01:27:02:58:29.000,22444.913252
2009:01:27:03:08:29.000,22626.312452
2009:01:27:03:18:29.000,22805.105652
2009:01:27:03:28:29.000,22981.327351
2009:01:27:03:38:29.000,23155.010953
2009:01:27:03:48:29.000,23326.188728
2009:01:27:03:58:29.000,23494.891920
2009:01:27:04:08:29.000,23661.150771
2009:01:27:04:18:29.000,23824.994565
2009:01:27:04:28:29.000,23986.451666
2009:01:27:04:38:29.000,24145.549557
2009:01:27:04:48:29.000,24302.314873
2009:01:27:04:58:29.000,24456.773432
2009:01:27:05:08:29.000,24608.950273
2009:01:27:05:18:29.000,24758.869680
2009:01:27:05:28:29.000,24906.555210
2009:01:27:05:38:29.000,25052.029714
2009:01:27:05:48:29.000,25195.315403
2009:01:27:05:58:29.000,25336.433806
2009:01:27:06:08:29.000,25475.405839
2009:01:27:06:18:29.000,25612.251814
2009:01:27:06:28:29.000,25746.991460
2009:01:27:06:38:29.000,25879.643946
2009:01:27:06:48:29.000,26010.227898
2009:01:27:06:58:29.000,26138.761415
2009:01:27:07:08:29.000,26265.262089
2009:01:27:07:18:29.000,26389.747024
2009:01:27:07:28:29.000,26512.232843
2009:01:27:07:38:29.000,26632.735714
2009:01:27:07:48:29.000,26751.271357
2009:01:27:07:58:29.000,26867.855059
2009:01:27:08:08:29.000,26982.501679
2009:01:27:08:18:29.000,27095.225701
2009:01:27:08:28:29.000,27206.041182
2009:01:27:08:38:29.000,27314.961807
2009:01:27:08:48:29.000,27422.000892
2009:01:27:08:58:29.000,27527.171387
2009:01:27:09:08:29.000,27630.485896
2009:01:27:09:18:29.000,27731.956677
2009:01:27:09:28:29.000,27831.595660
2009:01:27:09:38:29.000,27929.414450
2009:01:27:09:48:29.000,28025.424336
2009:01:27:09:58:29.000,28119.636304
2009:01:27:10:08:29.000,28212.061039
2009:01:27:10:18:29.000,28302.708935
2009:01:27:10:28:29.000,28391.590105
2009:01:27:10:38:29.000,28478.714383
2009:01:27:10:48:29.000,28564.091332
2009:01:27:10:58:29.000,28647.730247
2009:01:27:11:08:29.000,28729.640187
2009:01:27:11:18:29.000,28809.829935
2009:01:27:11:28:29.000,28888.308038
2009:01:27:11:38:29.000,28965.082803
2009:01:27:11:48:29.000,29040.162299
2009:01:27:11:58:29.000,29113.554369
2009:01:27:12:08:29.000,29185.266627
2009:01:27:12:18:29.000,29255.306469
2009:01:27:12:28:29.000,29323.681075
2009:01:27:12:38:29.000,29390.397412
2009:01:27:12:48:29.000,29455.462241
2009:01:27:12:58:29.000,29518.882117
2009:01:27:13:08:29.000,29580.663398
2009:01:27:13:18:29.000,29640.812244
2009:01:27:13:28:29.000,29699.334623
2009:01:27:13:38:29.000,29756.236315
2009:01:27:13:48:29.000,29811.522912
2009:01:27:13:58:29.000,29865.199824
2009:01:27:14:08:29.000,29917.272278
2009:01:27:14:18:29.000,29967.745336
2009:01:27:14:28:29.000,30016.623872
2009:01:27:14:38:29.000,30063.912594
2009:01:27:14:48:29.000,30109.616041
2009:01:27:14:58:29.000,30153.738585
2009:01:27:15:08:29.000,30196.284433
2009:01:27:15:18:29.000,30237.257631
2009:01:27:15:28:29.000,30276.662065
2009:01:27:15:38:29.000,30314.501462
2009:01:27:15:48:29.000,30350.779393
2009:01:27:15:58:29.000,30385.499277
2009:01:27:16:08:29.000,30418.664377
2009:01:27:16:18:29.000,30450.277808
2009:01:27:16:28:29.000,30480.342535
2009:01:27:16:38:29.000,30508.861375
2009:01:27:16:48:29.000,30535.836998
2009:01:27:16:58:29.000,30561.271930
2009:01:27:17:08:29.000,30585.168554
2009:01:27:17:18:29.000,30607.529108
2009:01:27:17:28:29.000,30628.355690
2009:01:27:17:38:29.000,30647.650259
2009:01:27:17:48:29.000,30665.414633
2009:01:27:17:58:29.000,30681.650490
2009:01:27:18:08:29.000,30696.359372
2009:01:27:18:18:29.000,30709.542685
2009:01:27:18:28:29.000,30721.201696
2009:01:27:18:38:29.000,30731.337539
2009:01:27:18:48:29.000,30739.951210
2009:01:27:18:58:29.000,30747.043572
2009:01:27:19:08:29.000,30752.615354
2009:01:27:19:18:29.000,30756.667152
2009:01:27:19:28:29.000,30759.199425
2009:01:27:19:38:29.000,30760.212501
2009:01:27:19:48:29.000,30759.706576
2009:01:27:19:58:29.000,30757.681710
2009:01:27:20:08:29.000,30754.137832
2009:01:27:20:18:29.000,30749.074737
2009:01:27:20:28:29.000,30742.492087
2009:01:27:20:38:29.000,30734.389411
2009:01:27:20:48:29.000,30724.766105
2009:01:27:20:58:29.000,30713.621428
2009:01:27:21:08:29.000,30700.954508
2009:01:27:21:18:29.000,30686.764338
2009:01:27:21:28:29.000,30671.049776
2009:01:27:21:38:29.000,30653.809543
2009:01:27:21:48:29.000,30635.042225
2009:01:27:21:58:29.000,30614.746272
2009:01:27:22:08:29.000,30592.919993
2009:01:27:22:18:29.000,30569.561563
2009:01:27:22:28:29.000,30544.669015
2009:01:27:22:38:29.000,30518.240242
2009:01:27:22:48:29.000,30490.272996
2009:01:27:22:58:29.000,30460.764888
2009:01:27:23:08:29.000,30429.713383
2009:01:27:23:18:29.000,30397.115804
2009:01:27:23:28:29.000,30362.969325
2009:01:27:23:38:29.000,30327.270976
2009:01:27:23:48:29.000,30290.017635
2009:01:27:23:58:29.000,30251.206032
2009:01:28:00:08:29.000,30210.832747
2009:01:28:00:18:29.000,30168.894195
2009:01:28:00:28:29.000,30125.386649
2009:01:28:00:38:29.000,30080.306217
2009:01:28:00:48:29.000,30033.648851
2009:01:28:00:58:29.000,29985.410338
2009:01:28:01:08:29.000,29935.586305
2009:01:28:01:18:29.000,29884.172211
2009:01:28:01:28:29.000,29831.163346
2009:01:28:01:38:29.000,29776.554831
2009:01:28:01:48:29.000,29720.341611
2009:01:28:01:58:29.000,29662.518457
2009:01:28:02:08:29.000,29603.079960
2009:01:28:02:18:29.000,29542.020530
2009:01:28:02:28:29.000,29479.334390
2009:01:28:02:38:29.000,29415.015577
2009:01:28:02:48:29.000,29349.057935
2009:01:28:02:58:29.000,29281.455113
2009:01:28:03:08:29.000,29212.200563
2009:01:28:03:18:29.000,29141.287538
2009:01:28:03:28:29.000,29068.709070
2009:01:28:03:38:29.000,28994.457996
2009:01:28:03:48:29.000,28918.526933
2009:01:28:03:58:29.000,28840.908279
2009:01:28:04:08:29.000,28761.594209
2009:01:28:04:18:29.000,28680.576670
2009:01:28:04:28:29.000,28597.847375
2009:01:28:04:38:29.000,28513.397798
2009:01:28:04:48:29.000,28427.219171
2009:01:28:04:58:29.000,28339.302475
2009:01:28:05:08:29.000,28249.638437
2009:01:28:05:18:29.000,28158.217522
2009:01:28:05:28:29.000,28065.029929
2009:01:28:05:38:29.000,27970.065580
2009:01:28:05:48:29.000,27873.314120
2009:01:28:05:58:29.000,27774.764904
2009:01:28:06:08:29.000,27674.406991
2009:01:28:06:18:29.000,27572.229149
2009:01:28:06:28:29.000,27468.219804
2009:01:28:06:38:29.000,27362.367095
2009:01:28:06:48:29.000,27254.658819
2009:01:28:06:58:29.000,27145.082438
2009:01:28:07:08:29.000,27033.625070
2009:01:28:07:18:29.000,26920.273473
2009:01:28:07:28:29.000,26805.014040
2009:01:28:07:38:29.000,26687.832789
2009:01:28:07:48:29.000,26568.715347
2009:01:28:07:58:29.000,26447.646942
2009:01:28:08:08:29.000,26324.612389
2009:01:28:08:18:29.000,26199.596081
2009:01:28:08:28:29.000,26072.581970
2009:01:28:08:38:29.000,25943.553558
2009:01:28:08:48:29.000,25812.493880
2009:01:28:08:58:29.000,25679.385500
2009:01:28:09:08:29.000,25544.210453
2009:01:28:09:18:29.000,25406.950293
2009:01:28:09:28:29.000,25267.586029
2009:01:28:09:38:29.000,25126.098125
2009:01:28:09:48:29.000,24982.466473
2009:01:28:09:58:29.000,24836.670378
2009:01:28:10:08:29.000,24688.688537
2009:01:28:10:18:29.000,24538.499014
2009:01:28:10:28:29.000,24386.079220
2009:01:28:10:38:29.000,24231.405886
2009:01:28:10:48:29.000,24074.455041
2009:01:28:10:58:29.000,23915.201983
2009:01:28:11:08:29.000,23753.621253
2009:01:28:11:18:29.000,23589.686616
2009:01:28:11:28:29.000,23423.370978
2009:01:28:11:38:29.000,23254.646435
2009:01:28:11:48:29.000,23083.484185
2009:01:28:11:58:29.000,22909.854503
2009:01:28:12:08:29.000,22733.726704
2009:01:28:12:18:29.000,22555.069104
2009:01:28:12:28:29.000,22373.848977
2009:01:28:12:38:29.000,22190.032511
2009:01:28:12:48:29.000,22003.584758
2009:01:28:12:58:29.000,21814.469590
2009:01:28:13:08:29.000,21622.649638
2009:01:28:13:18:29.000,21428.086264
2009:01:28:13:28:29.000,21230.739425
2009:01:28:13:38:29.000,21030.567717
2009:01:28:13:48:29.000,20827.528242
2009:01:28:13:58:29.000,20621.576553
2009:01:28:14:08:29.000,20412.666584
2009:01:28:14:18:29.000,20200.750569
2009:01:28:14:28:29.000,19985.778958
2009:01:28:14:38:29.000,19767.700337
2009:01:28:14:48:29.000,19546.461326
2009:01:28:14:58:29.000,19322.006508
2009:01:28:15:08:29.000,19094.278244
2009:01:28:15:18:29.000,18863.216682
2009:01:28:15:28:29.000,18628.759560
2009:01:28:15:38:29.000,18390.842106
2009:01:28:15:48:29.000,18149.396909
2009:01:28:15:58:29.000,17904.353779
2009:01:28:16:08:29.000,17655.639609
2009:01:28:16:18:29.000,17403.178219
2009:01:28:16:28:29.000,17146.890228
2009:01:28:16:38:29.000,16886.692790
2009:01:28:16:48:29.000,16622.499571
2009:01:28:16:58:29.000,16354.220473
2009:01:28:17:08:29.000,16081.761486
2009:01:28:17:18:29.000,15805.024501
2009:01:28:17:28:29.000,15523.907138
2009:01:28:17:38:29.000,15238.302566
2009:01:28:17:48:29.000,14948.099372
2009:01:28:17:58:29.000,14653.181308
2009:01:28:18:08:29.000,14353.427337
2009:01:28:18:18:29.000,14048.711459
2009:01:28:18:28:29.000,13738.902724
2009:01:28:18:38:29.000,13423.865317
2009:01:28:18:48:29.000,13103.458790
2009:01:28:18:58:29.000,12777.538328
2009:01:28:19:08:29.000,12445.955532
2009:01:28:19:18:29.000,12108.559258
2009:01:28:19:28:29.000,11765.197043
2009:01:28:19:38:29.000,11415.717137
2009:01:28:19:48:29.000,11059.971444
2009:01:28:19:58:29.000,10697.819501
2009:01:28:20:08:29.000,10329.134516
2009:01:28:20:18:29.000,9953.811450
2009:01:28:20:28:29.000,9571.778693
2009:01:28:20:38:29.000,9183.014626
2009:01:28:20:48:29.000,8787.571045
2009:01:28:20:58:29.000,8385.607237
2009:01:28:20:58:46.673,8373.670991
2009:01:29:00:14:18.260,4850.606858
2009:01:29:00:24:18.000,5267.860279
2009:01:29:00:34:18.000,5697.561140
2009:01:29:00:44:18.000,6132.168262
2009:01:29:00:54:18.000,6566.954091
2009:01:29:01:04:18.000,6998.904012
2009:01:29:01:14:18.000,7426.112248
2009:01:29:01:24:18.000,7847.394106
2009:01:29:01:34:18.000,8262.037134
2009:01:29:01:44:18.000,8669.640312
2009:01:29:01:54:18.000,9070.009023
2009:01:29:02:04:18.000,9463.085891
2009:01:29:02:14:18.000,9848.904259
2009:01:29:02:24:18.000,10227.557159
2009:01:29:02:34:18.000,10599.176071
2009:01:29:02:44:18.000,10963.916375
2009:01:29:02:54:18.000,11321.947532
2009:01:29:03:04:18.000,11673.446010
2009:01:29:03:14:18.000,12018.590723
2009:01:29:03:24:18.000,12357.559775
2009:01:29:03:34:18.000,12690.528275
2009:01:29:03:44:18.000,13017.667014
2009:01:29:03:54:18.000,13339.141386
2009:01:29:04:04:18.000,13655.110964
2009:01:29:04:14:18.000,13965.729182
2009:01:29:04:24:18.000,14271.143236
2009:01:29:04:34:18.000,14571.494079
2009:01:29:04:44:18.000,14866.916640
2009:01:29:04:54:18.000,15157.539829
2009:01:29:05:04:18.000,15443.486854
2009:01:29:05:14:18.000,15724.875417
2009:01:29:05:24:18.000,16001.817958
2009:01:29:05:34:18.000,16274.421897
2009:01:29:05:44:18.000,16542.789857
2009:01:29:05:54:18.000,16807.019993
2009:01:29:06:04:18.000,17067.206087
2009:01:29:06:14:18.000,17323.437864
2009:01:29:06:24:18.000,17575.801182
2009:01:29:06:34:18.000,17824.378234
2009:01:29:06:44:18.000,18069.247747
2009:01:29:06:54:18.000,18310.485158
2009:01:29:07:04:18.000,18548.162771
2009:01:29:07:14:18.000,18782.350002
2009:01:29:07:24:18.000,19013.113405
2009:01:29:07:34:18.000,19240.516905
2009:01:29:07:44:18.000,19464.621910
2009:01:29:07:54:18.000,19685.487438
2009:01:29:08:04:18.000,19903.170243
2009:01:29:08:14:18.000,20117.724919
2009:01:29:08:24:18.000,20329.204015
2009:01:29:08:34:18.000,20537.658132
2009:01:29:08:44:18.000,20743.135997
2009:01:29:08:54:18.000,20945.684627
2009:01:29:09:04:18.000,21145.349302
2009:01:29:09:14:18.000,21342.173719
2009:01:29:09:24:18.000,21536.200041
2009:01:29:09:34:18.000,21727.468976
2009:01:29:09:44:18.000,21916.019836
2009:01:29:09:54:18.000,22101.890601
2009:01:29:10:04:18.000,22285.117979
2009:01:29:10:14:18.000,22465.737460
2009:01:29:10:24:18.000,22643.783367
2009:01:29:10:34:18.000,22819.288908
2009:01:29:10:44:18.000,22992.286206
2009:01:29:10:54:18.000,23162.806405
2009:01:29:11:04:18.000,23330.879620
2009:01:29:11:14:18.000,23496.535036
2009:01:29:11:24:18.000,23659.800935
2009:01:29:11:34:18.000,23820.704724
2009:01:29:11:44:18.000,23979.272979
2009:01:29:11:54:18.000,24135.531468
2009:01:29:12:04:18.000,24289.505185
2009:01:29:12:14:18.000,24441.218381
2009:01:29:12:24:18.000,24590.694588
2009:01:29:12:34:18.000,24737.956647
2009:01:29:12:44:18.000,24883.026734
2009:01:29:12:54:18.000,25025.926381
