"Time (YYYY:MM:DD)","Range (km)"
2018:05:18:15:49:42.000,3805.230050
2018:05:18:15:59:42.000,4015.568295
2018:05:18:16:09:42.000,4233.293747
2018:05:18:16:17:35.098,4407.312098
2018:05:18:21:23:29.667,4407.310559
2018:05:18:21:33:29.000,4187.095700
2018:05:18:21:43:29.000,3970.542882
2018:05:18:21:53:29.000,3762.371560
2018:05:18:22:03:29.000,3567.700550
2018:05:18:22:13:29.000,3392.259847
2018:05:18:22:23:29.000,3242.221952
2018:05:18:22:33:29.000,3123.829714
2018:05:18:22:43:29.000,3042.785022
2018:05:18:22:53:29.000,3003.459718
2018:05:18:23:03:29.000,3008.129911
2018:05:18:23:13:29.000,3056.519682
2018:05:18:23:23:29.000,3145.858539
2018:05:18:23:33:29.000,3271.425642
2018:05:18:23:43:29.000,3427.343314
2018:05:18:23:53:29.000,3607.340645
2018:05:19:00:03:29.000,3805.315229
2018:05:19:00:13:29.000,4015.657472
2018:05:19:00:23:29.000,4233.384994
2018:05:19:00:31:21.848,4407.311571
2018:05:19:05:37:16.415,4407.312054
2018:05:19:05:47:16.000,4187.005167
2018:05:19:05:57:16.000,3970.454894
2018:05:19:06:07:16.000,3762.288100
2018:05:19:06:17:16.000,3567.623868
2018:05:19:06:27:16.000,3392.192419
2018:05:19:06:37:16.000,3242.166376
2018:05:19:06:47:16.000,3123.788502
2018:05:19:06:57:16.000,3042.760303
2018:05:19:07:07:16.000,3003.452899
2018:05:19:07:17:16.000,3008.141407
2018:05:19:07:27:16.000,3056.548826
2018:05:19:07:37:16.000,3145.903719
2018:05:19:07:47:16.000,3271.484600
2018:05:19:07:57:16.000,3427.413485
2018:05:19:08:07:16.000,3607.419437
2018:05:19:08:17:16.000,3805.400205
2018:05:19:08:27:16.000,4015.746439
2018:05:19:08:37:16.000,4233.476027
2018:05:19:08:45:08.601,4407.311986
2018:05:19:13:51:03.168,4407.312106
2018:05:19:14:01:03.000,4186.914863
2018:05:19:14:11:03.000,3970.367125
2018:05:19:14:21:03.000,3762.204845
2018:05:19:14:31:03.000,3567.547369
2018:05:19:14:41:03.000,3392.125148
2018:05:19:14:51:03.000,3242.110921
2018:05:19:15:01:03.000,3123.747369
2018:05:19:15:11:03.000,3042.735617
2018:05:19:15:21:03.000,3003.446063
2018:05:19:15:31:03.000,3008.152834
2018:05:19:15:41:03.000,3056.577852
2018:05:19:15:51:03.000,3145.948737
2018:05:19:16:01:03.000,3271.543359
2018:05:19:16:11:03.000,3427.483426
2018:05:19:16:21:03.000,3607.497977
2018:05:19:16:31:03.000,3805.484914
2018:05:19:16:41:03.000,4015.835129
2018:05:19:16:51:03.000,4233.566781
2018:05:19:16:58:55.354,4407.312065
2018:05:19:22:04:49.923,4407.311293
2018:05:19:22:14:49.000,4187.190174
2018:05:19:22:24:49.000,3970.634891
2018:05:19:22:34:49.000,3762.459048
2018:05:19:22:44:49.000,3567.781179
2018:05:19:22:54:49.000,3392.331036
2018:05:19:23:04:49.000,3242.280985
2018:05:19:23:14:49.000,3123.873952
2018:05:19:23:24:49.000,3042.812211
2018:05:19:23:34:49.000,3003.468344
2018:05:19:23:44:49.000,3008.119488
2018:05:19:23:54:49.000,3056.490849
2018:05:20:00:04:49.000,3145.812924
2018:05:20:00:14:49.000,3271.365555
2018:05:20:00:24:49.000,3427.271398
2018:05:20:00:34:49.000,3607.259582
2018:05:20:00:44:49.000,3805.227550
2018:05:20:00:54:49.000,4015.565460
2018:05:20:01:04:49.000,4233.290655
2018:05:20:01:12:42.104,4407.310728
2018:05:20:06:18:36.676,4407.312090
2018:05:20:06:28:36.000,4187.100488
2018:05:20:06:38:36.000,3970.547712
2018:05:20:06:48:36.000,3762.376338
2018:05:20:06:58:36.000,3567.705164
2018:05:20:07:08:36.000,3392.264168
2018:05:20:07:18:36.000,3242.225835
2018:05:20:07:28:36.000,3123.833007
2018:05:20:07:38:36.000,3042.787582
2018:05:20:07:48:36.000,3003.461428
2018:05:20:07:58:36.000,3008.130698
2018:05:20:08:08:36.000,3056.519529
2018:05:20:08:18:36.000,3145.857483
2018:05:20:08:28:36.000,3271.423760
2018:05:20:08:38:36.000,3427.340712
2018:05:20:08:48:36.000,3607.337442
2018:05:20:08:58:36.000,3805.311543
2018:05:20:09:08:36.000,4015.653415
2018:05:20:09:18:36.000,4233.380669
2018:05:20:09:26:28.862,4407.312106
2018:05:20:14:32:23.431,4407.311996
2018:05:20:14:42:23.000,4187.011188
2018:05:20:14:52:23.000,3970.460901
2018:05:20:15:02:23.000,3762.293970
2018:05:20:15:12:23.000,3567.629456
2018:05:20:15:22:23.000,3392.197560
2018:05:20:15:32:23.000,3242.170886
2018:05:20:15:42:23.000,3123.792195
2018:05:20:15:52:23.000,3042.763009
2018:05:20:16:02:23.000,3003.454484
2018:05:20:16:12:23.000,3008.141797
2018:05:20:16:22:23.000,3056.548018
2018:05:20:16:32:23.000,3145.901778
2018:05:20:16:42:23.000,3271.481642
2018:05:20:16:52:23.000,3427.409656
2018:05:20:17:02:23.000,3607.414896
2018:05:20:17:12:23.000,3805.395107
2018:05:20:17:22:23.000,4015.740927
2018:05:20:17:32:23.000,4233.470235
2018:05:20:17:40:15.617,4407.312025
2018:05:20:22:46:10.188,4407.312106
2018:05:20:22:56:10.000,4186.922315
2018:05:20:23:06:10.000,3970.374499
2018:05:20:23:16:10.000,3762.211984
2018:05:20:23:26:10.000,3567.554089
2018:05:20:23:36:10.000,3392.131241
2018:05:20:23:46:10.000,3242.116162
2018:05:20:23:56:10.000,3123.751532
2018:05:21:00:06:10.000,3042.738498
2018:05:21:00:16:10.000,3003.447510
2018:05:21:00:26:10.000,3008.152773
2018:05:21:00:36:10.000,3056.576296
2018:05:21:00:46:10.000,3145.945786
2018:05:21:00:56:10.000,3271.539170
2018:05:21:01:06:10.000,3427.478194
2018:05:21:01:16:10.000,3607.491904
2018:05:21:01:26:10.000,3805.478199
2018:05:21:01:36:10.000,4015.827954
2018:05:21:01:46:10.000,4233.559310
2018:05:21:01:54:02.370,4407.310357
2018:05:21:06:59:56.951,4407.310358
2018:05:21:07:09:56.000,4187.199238
2018:05:21:07:19:56.000,3970.643807
2018:05:21:07:29:56.000,3762.467618
2018:05:21:07:39:56.000,3567.789177
2018:05:21:07:49:56.000,3392.338208
2018:05:21:07:59:56.000,3242.287057
2018:05:21:08:09:56.000,3123.878653
2018:05:21:08:19:56.000,3042.815301
2018:05:21:08:29:56.000,3003.469650
2018:05:21:08:39:56.000,3008.118935
2018:05:21:08:49:56.000,3056.488471
2018:05:21:08:59:56.000,3145.808855
2018:05:21:09:09:56.000,3271.360003
2018:05:21:09:19:56.000,3427.264607
2018:05:21:09:29:56.000,3607.251808
2018:05:21:09:39:56.000,3805.219038
2018:05:21:09:49:56.000,4015.556434
2018:05:21:09:59:56.000,4233.281318
2018:05:21:10:07:49.133,4407.312106
2018:05:21:15:13:43.705,4407.312026
2018:05:21:15:23:43.000,4187.111328
2018:05:21:15:33:43.000,3970.558325
2018:05:21:15:43:43.000,3762.386486
2018:05:21:15:53:43.000,3567.714573
2018:05:21:16:03:43.000,3392.272531
2018:05:21:16:13:43.000,3242.232827
2018:05:21:16:23:43.000,3123.838309
2018:05:21:16:33:43.000,3042.790913
2018:05:21:16:43:43.000,3003.462592
2018:05:21:16:53:43.000,3008.129619
2018:05:21:17:03:43.000,3056.516262
2018:05:21:17:13:43.000,3145.852203
2018:05:21:17:23:43.000,3271.416726
2018:05:21:17:33:43.000,3427.332227
2018:05:21:17:43:43.000,3607.327817
2018:05:21:17:53:43.000,3805.301075
2018:05:21:18:03:43.000,4015.642376
2018:05:21:18:13:43.000,4233.369299
2018:05:21:18:21:35.893,4407.311995
2018:05:21:23:27:30.466,4407.312106
2018:05:21:23:37:30.000,4187.023949
2018:05:21:23:47:30.000,3970.473353
2018:05:21:23:57:30.000,3762.305828
2018:05:22:00:07:30.000,3567.640395
2018:05:22:00:17:30.000,3392.207220
2018:05:22:00:27:30.000,3242.178884
2018:05:22:00:37:30.000,3123.798159
2018:05:22:00:47:30.000,3042.766615
2018:05:22:00:57:30.000,3003.455512
2018:05:22:01:07:30.000,3008.140168
2018:05:22:01:17:30.000,3056.543811
2018:05:22:01:27:30.000,3145.895212
2018:05:22:01:37:30.000,3271.473031
2018:05:22:01:47:30.000,3427.399364
2018:05:22:01:57:30.000,3607.403294
2018:05:22:02:07:30.000,3805.382549
2018:05:22:02:17:30.000,4015.727734
2018:05:22:02:27:30.000,4233.456689
2018:05:22:02:35:22.654,4407.312090
2018:05:22:07:41:17.232,4407.310743
2018:05:22:07:51:17.000,4186.937127
2018:05:22:08:01:17.000,3970.388915
2018:05:22:08:11:17.000,3762.225671
2018:05:22:08:21:17.000,3567.566669
2018:05:22:08:31:17.000,3392.142294
2018:05:22:08:41:17.000,3242.125246
2018:05:22:08:51:17.000,3123.758218
2018:05:22:09:01:17.000,3042.742417
2018:05:22:09:11:17.000,3003.448415
2018:05:22:09:21:17.000,3008.150583
2018:05:22:09:31:17.000,3056.571114
2018:05:22:09:41:17.000,3145.937873
2018:05:22:09:51:17.000,3271.528903
2018:05:22:10:01:17.000,3427.466000
2018:05:22:10:11:17.000,3607.478221
2018:05:22:10:21:17.000,3805.463438
2018:05:22:10:31:17.000,4015.812488
2018:05:22:10:41:17.000,4233.543468
2018:05:22:10:49:09.415,4407.311273
2018:05:22:15:55:03.992,4407.312066
2018:05:22:16:05:03.000,4187.216215
2018:05:22:16:15:03.000,3970.660299
2018:05:22:16:25:03.000,3762.483243
2018:05:22:16:35:03.000,3567.803499
2018:05:22:16:45:03.000,3392.350746
2018:05:22:16:55:03.000,3242.297307
2018:05:22:17:05:03.000,3123.886125
2018:05:22:17:15:03.000,3042.819579
2018:05:22:17:25:03.000,3003.470457
2018:05:22:17:35:03.000,3008.116187
2018:05:22:17:45:03.000,3056.482294
2018:05:22:17:55:03.000,3145.799560
2018:05:22:18:05:03.000,3271.348025
2018:05:22:18:15:03.000,3427.250443
2018:05:22:18:25:03.000,3607.235962
2018:05:22:18:35:03.000,3805.201983
2018:05:22:18:45:03.000,4015.538599
2018:05:22:18:55:03.000,4233.263079
2018:05:22:19:02:56.183,4407.312106
2018:05:23:00:08:50.758,4407.311986
2018:05:23:00:18:50.000,4187.130569
2018:05:23:00:28:50.000,3970.576991
2018:05:23:00:38:50.000,3762.404141
2018:05:23:00:48:50.000,3567.730724
2018:05:23:00:58:50.000,3392.286633
2018:05:23:01:08:50.000,3242.244310
2018:05:23:01:18:50.000,3123.846620
2018:05:23:01:28:50.000,3042.795586
2018:05:23:01:38:50.000,3003.463320
2018:05:23:01:48:50.000,3008.126314
2018:05:23:01:58:50.000,3056.509075
2018:05:23:02:08:50.000,3145.841491
2018:05:23:02:18:50.000,3271.402991
2018:05:23:02:28:50.000,3427.316035
2018:05:23:02:38:50.000,3607.309740
2018:05:23:02:48:50.000,3805.281653
2018:05:23:02:58:50.000,4015.622092
2018:05:23:03:08:50.000,4233.348580
2018:05:23:03:16:42.949,4407.312053
2018:05:23:08:22:37.527,4407.311591
2018:05:23:08:32:37.000,4187.045539
2018:05:23:08:42:37.000,3970.494277
2018:05:23:08:52:37.000,3762.325598
2018:05:23:09:02:37.000,3567.658456
2018:05:23:09:12:37.000,3392.222960
2018:05:23:09:22:37.000,3242.191666
2018:05:23:09:32:37.000,3123.807366
2018:05:23:09:42:37.000,3042.771727
2018:05:23:09:52:37.000,3003.456190
2018:05:23:10:02:37.000,3008.136321
2018:05:23:10:12:37.000,3056.535613
2018:05:23:10:22:37.000,3145.883070
2018:05:23:10:32:37.000,3271.457511
2018:05:23:10:42:37.000,3427.381104
2018:05:23:10:52:37.000,3607.382939
2018:05:23:11:02:37.000,3805.360703
2018:05:23:11:12:37.000,4015.704942
2018:05:23:11:22:37.000,4233.433428
2018:05:23:11:30:29.714,4407.310549
2018:05:23:16:36:24.294,4407.312099
2018:05:23:16:46:24.000,4186.961139
2018:05:23:16:56:24.000,3970.412172
2018:05:23:17:06:24.000,3762.247629
2018:05:23:17:16:24.000,3567.586711
2018:05:23:17:26:24.000,3392.159742
2018:05:23:17:36:24.000,3242.139391
2018:05:23:17:46:24.000,3123.768376
2018:05:23:17:56:24.000,3042.748015
2018:05:23:18:06:24.000,3003.449079
2018:05:23:18:16:24.000,3008.146216
2018:05:23:18:26:24.000,3056.561915
2018:05:23:18:36:24.000,3145.924300
2018:05:23:18:46:24.000,3271.511585
2018:05:23:18:56:24.000,3427.445651
2018:05:23:19:06:24.000,3607.455557
2018:05:23:19:16:24.000,3805.439131
2018:05:23:19:26:24.000,4015.787143
2018:05:23:19:36:24.000,4233.517615
2018:05:23:19:44:16.488,4407.312106
2018:05:24:00:50:11.065,4407.312003
2018:05:24:01:00:11.000,4186.877380
2018:05:24:01:10:11.000,3970.330689
2018:05:24:01:20:11.000,3762.170247
2018:05:24:01:30:11.000,3567.515503
2018:05:24:01:40:11.000,3392.096992
2018:05:24:01:50:11.000,3242.087497
2018:05:24:02:00:11.000,3123.729664
2018:05:24:02:10:11.000,3042.724460
2018:05:24:02:20:11.000,3003.441998
2018:05:24:02:30:11.000,3008.156009
2018:05:24:02:40:11.000,3056.587988
2018:05:24:02:50:11.000,3145.965186
2018:05:24:03:00:11.000,3271.565218
2018:05:24:03:10:11.000,3427.509677
2018:05:24:03:20:11.000,3607.527593
2018:05:24:03:30:11.000,3805.516934
2018:05:24:03:40:11.000,4015.868693
2018:05:24:03:50:11.000,4233.601137
2018:05:24:03:58:03.260,4407.312015
2018:05:24:09:03:57.838,4407.312106
2018:05:24:09:13:57.000,4187.159601
2018:05:24:09:23:57.000,3970.605097
2018:05:24:09:33:57.000,3762.430664
2018:05:24:09:43:57.000,3567.754919
2018:05:24:09:53:57.000,3392.307683
2018:05:24:10:03:57.000,3242.261361
2018:05:24:10:13:57.000,3123.858851
2018:05:24:10:23:57.000,3042.802307
2018:05:24:10:33:57.000,3003.464086
2018:05:24:10:43:57.000,3008.121012
2018:05:24:10:53:57.000,3056.497950
2018:05:24:11:03:57.000,3145.825097
2018:05:24:11:13:57.000,3271.382093
2018:05:24:11:23:57.000,3427.291493
2018:05:24:11:33:57.000,3607.282420
2018:05:24:11:43:57.000,3805.252366
2018:05:24:11:53:57.000,4015.591568
2018:05:24:12:03:57.000,4233.317456
2018:05:24:12:11:50.034,4407.312105
2018:05:24:17:17:44.617,4407.310411
2018:05:24:17:27:44.000,4187.077148
2018:05:24:17:37:44.000,3970.524879
2018:05:24:17:47:44.000,3762.354477
2018:05:24:17:57:44.000,3567.684804
2018:05:24:18:07:44.000,3392.245889
2018:05:24:18:17:44.000,3242.210247
2018:05:24:18:27:44.000,3123.820706
2018:05:24:18:37:44.000,3042.779079
2018:05:24:18:47:44.000,3003.457070
2018:05:24:18:57:44.000,3008.130604
2018:05:24:19:07:44.000,3056.523567
2018:05:24:19:17:44.000,3145.865298
2018:05:24:19:27:44.000,3271.434843
2018:05:24:19:37:44.000,3427.354477
2018:05:24:19:47:44.000,3607.353293
2018:05:24:19:57:44.000,3805.328920
2018:05:24:20:07:44.000,4015.671814
2018:05:24:20:17:44.000,4233.399648
2018:05:24:20:25:36.809,4407.311955
2018:05:25:01:31:31.388,4407.312038
2018:05:25:01:41:31.000,4186.995358
2018:05:25:01:51:31.000,3970.445306
2018:05:25:02:01:31.000,3762.278905
2018:05:25:02:11:31.000,3567.615255
2018:05:25:02:21:31.000,3392.184595
2018:05:25:02:31:31.000,3242.159549
2018:05:25:02:41:31.000,3123.782875
2018:05:25:02:51:31.000,3042.756044
2018:05:25:03:01:31.000,3003.450117
2018:05:25:03:11:31.000,3008.140127
2018:05:25:03:21:31.000,3056.548986
2018:05:25:03:31:31.000,3145.905182
2018:05:25:03:41:31.000,3271.487176
2018:05:25:03:51:31.000,3427.416960
2018:05:25:04:01:31.000,3607.423601
2018:05:25:04:11:31.000,3805.404862
2018:05:25:04:21:31.000,4015.751416
2018:05:25:04:31:31.000,4233.481179
2018:05:25:04:39:23.587,4407.311990
2018:05:25:09:45:18.166,4407.312106
2018:05:25:09:55:18.000,4186.914233
2018:05:25:10:05:18.000,3970.366382
2018:05:25:10:15:18.000,3762.203951
2018:05:25:10:25:18.000,3567.546279
2018:05:25:10:35:18.000,3392.123808
2018:05:25:10:45:18.000,3242.109275
2018:05:25:10:55:18.000,3123.745365
2018:05:25:11:05:18.000,3042.733214
2018:05:25:11:15:18.000,3003.443239
2018:05:25:11:25:18.000,3008.149592
2018:05:25:11:35:18.000,3056.574218
2018:05:25:11:45:18.000,3145.944761
2018:05:25:11:55:18.000,3271.539100
2018:05:25:12:05:18.000,3427.478951
2018:05:25:12:15:18.000,3607.493350
2018:05:25:12:25:18.000,3805.480198
2018:05:25:12:35:18.000,4015.830382
2018:05:25:12:45:18.000,4233.562056
2018:05:25:12:53:10.366,4407.312079
2018:05:25:17:59:04.949,4407.310968
2018:05:25:18:09:04.000,4187.199104
2018:05:25:18:19:04.000,3970.643373
2018:05:25:18:29:04.000,3762.466826
2018:05:25:18:39:04.000,3567.787962
2018:05:25:18:49:04.000,3392.336504
2018:05:25:18:59:04.000,3242.284806
2018:05:25:19:09:04.000,3123.875808
2018:05:25:19:19:04.000,3042.811841
2018:05:25:19:29:04.000,3003.465590
2018:05:25:19:39:04.000,3008.114325
2018:05:25:19:49:04.000,3056.483395
2018:05:25:19:59:04.000,3145.803417
2018:05:25:20:09:04.000,3271.354314
2018:05:25:20:19:04.000,3427.258774
2018:05:25:20:29:04.000,3607.245927
2018:05:25:20:39:04.000,3805.213192
2018:05:25:20:49:04.000,4015.550696
2018:05:25:20:59:04.000,4233.275748
2018:05:25:21:06:57.145,4407.311006
2018:05:26:02:12:51.728,4407.312078
2018:05:26:02:22:51.000,4187.119307
2018:05:26:02:32:51.000,3970.565746
2018:05:26:02:42:51.000,3762.393109
2018:05:26:02:52:51.000,3567.720130
2018:05:26:03:02:51.000,3392.276734
2018:05:26:03:12:51.000,3242.235381
2018:05:26:03:22:51.000,3123.838944
2018:05:26:03:32:51.000,3042.789421
2018:05:26:03:42:51.000,3003.458866
2018:05:26:03:52:51.000,3008.123680
2018:05:26:04:02:51.000,3056.508261
2018:05:26:04:12:51.000,3145.842397
2018:05:26:04:22:51.000,3271.405438
2018:05:26:04:32:51.000,3427.319798
2018:05:26:04:42:51.000,3607.314581
2018:05:26:04:52:51.000,3805.287339
2018:05:26:05:02:51.000,4015.628409
2018:05:26:05:12:51.000,4233.355337
2018:05:26:05:20:43.930,4407.312106
2018:05:26:10:26:38.512,4407.311989
2018:05:26:10:36:38.000,4187.040171
2018:05:26:10:46:38.000,3970.488767
2018:05:26:10:56:38.000,3762.320014
2018:05:26:11:06:38.000,3567.652877
2018:05:26:11:16:38.000,3392.217482
2018:05:26:11:26:38.000,3242.186397
2018:05:26:11:36:38.000,3123.802423
2018:05:26:11:46:38.000,3042.767230
2018:05:26:11:56:38.000,3003.452245
2018:05:26:12:06:38.000,3008.133008
2018:05:26:12:16:38.000,3056.532974
2018:05:26:12:26:38.000,3145.881107
2018:05:26:12:36:38.000,3271.456189
2018:05:26:12:46:38.000,3427.380365
2018:05:26:12:56:38.000,3607.382711
2018:05:26:13:06:38.000,3805.360911
2018:05:26:13:16:38.000,4015.705514
2018:05:26:13:26:38.000,4233.434297
2018:05:26:13:34:30.715,4407.312040
2018:05:26:18:40:25.297,4407.311905
2018:05:26:18:50:25.000,4186.961690
2018:05:26:19:00:25.000,3970.412431
2018:05:26:19:10:25.000,3762.247536
2018:05:26:19:20:25.000,3567.586201
2018:05:26:19:30:25.000,3392.158749
2018:05:26:19:40:25.000,3242.137854
2018:05:26:19:50:25.000,3123.766247
2018:05:26:20:00:25.000,3042.745273
2018:05:26:20:10:25.000,3003.445736
2018:05:26:20:20:25.000,3008.142319
2018:05:26:20:30:25.000,3056.557544
2018:05:26:20:40:25.000,3145.919557
2018:05:26:20:50:25.000,3271.506579
2018:05:26:21:00:25.000,3427.440487
2018:05:26:21:10:25.000,3607.450330
2018:05:26:21:20:25.000,3805.433923
2018:05:26:21:30:25.000,4015.782023
2018:05:26:21:40:25.000,4233.512642
2018:05:26:21:48:17.497,4407.310425
2018:05:27:02:54:12.083,4407.312104
2018:05:27:03:04:12.000,4186.883855
2018:05:27:03:14:12.000,3970.336732
2018:05:27:03:24:12.000,3762.175671
2018:05:27:03:34:12.000,3567.520097
2018:05:27:03:44:12.000,3392.100531
2018:05:27:03:54:12.000,3242.089751
2018:05:27:04:04:12.000,3123.730419
2018:05:27:04:14:12.000,3042.723553
2018:05:27:04:24:12.000,3003.439342
2018:05:27:04:34:12.000,3008.151620
2018:05:27:04:44:12.000,3056.581981
2018:05:27:04:54:12.000,3145.957759
2018:05:27:05:04:12.000,3271.556622
2018:05:27:05:14:12.000,3427.500177
2018:05:27:05:24:12.000,3607.517450
2018:05:27:05:34:12.000,3805.506387
2018:05:27:05:44:12.000,4015.857951
2018:05:27:05:54:12.000,4233.590384
2018:05:27:06:02:04.289,4407.312106
2018:05:27:11:07:58.872,4407.312013
2018:05:27:11:17:58.000,4187.171987
2018:05:27:11:27:58.000,3970.616919
2018:05:27:11:37:58.000,3762.441610
2018:05:27:11:47:58.000,3567.764637
2018:05:27:11:57:58.000,3392.315787
2018:05:27:12:07:58.000,3242.267451
2018:05:27:12:17:58.000,3123.862550
2018:05:27:12:27:58.000,3042.803308
2018:05:27:12:37:58.000,3003.462204
2018:05:27:12:47:58.000,3008.116225
2018:05:27:12:57:58.000,3056.490406
2018:05:27:13:07:58.000,3145.815091
2018:05:27:13:17:58.000,3271.370009
2018:05:27:13:27:58.000,3427.277759
2018:05:27:13:37:58.000,3607.267459
2018:05:27:13:47:58.000,3805.236571
2018:05:27:13:57:58.000,4015.575289
2018:05:27:14:07:58.000,4233.301001
2018:05:27:14:15:51.078,4407.312005
2018:05:27:19:21:45.662,4407.312106
2018:05:27:19:31:45.000,4187.095407
2018:05:27:19:41:45.000,3970.542452
2018:05:27:19:51:45.000,3762.370930
2018:05:27:20:01:45.000,3567.699639
2018:05:27:20:11:45.000,3392.258564
2018:05:27:20:21:45.000,3242.220195
2018:05:27:20:31:45.000,3123.827386
2018:05:27:20:41:45.000,3042.782040
2018:05:27:20:51:45.000,3003.456028
2018:05:27:21:01:45.000,3008.125500
2018:05:27:21:11:45.000,3056.514579
2018:05:27:21:21:45.000,3145.852809
2018:05:27:21:31:45.000,3271.419376
2018:05:27:21:41:45.000,3427.336615
2018:05:27:21:51:45.000,3607.333619
2018:05:27:22:01:45.000,3805.307980
2018:05:27:22:11:45.000,4015.650097
2018:05:27:22:21:45.000,4233.377584
2018:05:27:22:29:37.870,4407.312100
2018:05:28:03:35:32.459,4407.310525
2018:05:28:03:45:32.000,4187.019432
2018:05:28:03:55:32.000,3970.468582
2018:05:28:04:05:32.000,3762.300824
2018:05:28:04:15:32.000,3567.635182
2018:05:28:04:25:32.000,3392.201829
2018:05:28:04:35:32.000,3242.173361
2018:05:28:04:45:32.000,3123.792558
2018:05:28:04:55:32.000,3042.761007
2018:05:28:05:05:32.000,3003.449974
2018:05:28:05:15:32.000,3008.134780
2018:05:28:05:25:32.000,3056.538642
2018:05:28:05:35:32.000,3145.890312
2018:05:28:05:45:32.000,3271.468434
2018:05:28:05:55:32.000,3427.395082
2018:05:28:06:05:32.000,3607.399328
2018:05:28:06:15:32.000,3805.378891
2018:05:28:06:25:32.000,4015.724374
2018:05:28:06:35:32.000,4233.453615
2018:05:28:06:43:24.661,4407.311641
2018:05:28:11:49:19.248,4407.312051
2018:05:28:11:59:19.000,4186.944043
2018:05:28:12:09:19.000,3970.395288
2018:05:28:12:19:19.000,3762.231275
2018:05:28:12:29:19.000,3567.571247
2018:05:28:12:39:19.000,3392.145569
2018:05:28:12:49:19.000,3242.126934
2018:05:28:12:59:19.000,3123.758055
2018:05:28:13:09:19.000,3042.740202
2018:05:28:13:19:19.000,3003.444042
2018:05:28:13:29:19.000,3008.144069
2018:05:28:13:39:19.000,3056.562602
2018:05:28:13:49:19.000,3145.927609
2018:05:28:13:59:19.000,3271.517194
2018:05:28:14:09:19.000,3427.453177
2018:05:28:14:19:19.000,3607.464605
2018:05:28:14:29:19.000,3805.449324
2018:05:28:14:39:19.000,4015.798140
2018:05:28:14:49:19.000,4233.529116
2018:05:28:14:57:11.456,4407.311986
2018:05:28:20:03:06.043,4407.312106
2018:05:28:20:13:06.000,4186.869215
2018:05:28:20:23:06.000,3970.322549
2018:05:28:20:33:06.000,3762.162261
