"Start Time (YYYY:MM:DD)","Stop Time (YYYY:MM:DD)","Duration (sec)"
2018:05:17:12:29:05.992,2018:05:17:15:35:26.741,11180.749
2018:05:17:20:42:52.920,2018:05:17:23:49:13.560,11180.640
2018:05:18:04:56:39.858,2018:05:18:08:03:00.399,11180.541
2018:05:18:13:10:26.802,2018:05:18:16:16:47.251,11180.449
2018:05:18:21:24:13.748,2018:05:19:00:30:34.112,11180.364
2018:05:19:05:38:00.698,2018:05:19:08:44:20.995,11180.297
2018:05:19:13:51:47.650,2018:05:19:16:58:07.887,11180.237
2018:05:19:22:05:34.607,2018:05:20:01:11:54.790,11180.183
2018:05:20:06:19:21.556,2018:05:20:09:25:41.704,11180.148
2018:05:20:14:33:08.508,2018:05:20:17:39:28.629,11180.121
2018:05:20:22:46:55.460,2018:05:21:01:53:15.563,11180.103
2018:05:21:07:00:42.404,2018:05:21:10:07:02.502,11180.099
2018:05:21:15:14:29.346,2018:05:21:18:20:49.454,11180.108
2018:05:21:23:28:16.283,2018:05:22:02:34:36.409,11180.126
2018:05:22:07:42:03.213,2018:05:22:10:48:23.364,11180.151
2018:05:22:15:55:50.136,2018:05:22:19:02:10.331,11180.195
2018:05:23:00:09:37.051,2018:05:23:03:15:57.296,11180.245
2018:05:23:08:23:23.962,2018:05:23:11:29:44.263,11180.301
2018:05:23:16:37:10.855,2018:05:23:19:43:31.228,11180.373
2018:05:24:00:50:57.743,2018:05:24:03:57:18.195,11180.452
2018:05:24:09:04:44.621,2018:05:24:12:11:05.158,11180.537
2018:05:24:17:18:31.484,2018:05:24:20:24:52.114,11180.630
2018:05:25:01:32:18.337,2018:05:25:04:38:39.073,11180.735
2018:05:25:09:46:05.178,2018:05:25:12:52:26.022,11180.844
2018:05:25:17:59:52.012,2018:05:25:21:06:12.960,11180.948
2018:05:26:02:13:38.824,2018:05:26:05:19:59.900,11181.077
2018:05:26:10:27:25.627,2018:05:26:13:33:46.827,11181.200
2018:05:26:18:41:12.422,2018:05:26:21:47:33.745,11181.323
2018:05:27:02:54:59.197,2018:05:27:06:01:20.651,11181.454
2018:05:27:11:08:45.963,2018:05:27:14:15:07.550,11181.587
2018:05:27:19:22:32.718,2018:05:27:22:28:54.436,11181.718
2018:05:28:03:36:19.458,2018:05:28:06:42:41.307,11181.848
2018:05:28:11:50:06.189,2018:05:28:14:56:28.172,11181.984
2018:05:28:20:03:52.907,2018:05:28:23:10:15.022,11182.115
2018:05:29:04:17:39.620,2018:05:29:07:24:01.854,11182.234
2018:05:29:12:31:26.313,2018:05:29:15:37:48.682,11182.368
2018:05:29:20:45:13.001,2018:05:29:23:51:35.492,11182.491
2018:05:30:04:58:59.684,2018:05:30:08:05:22.289,11182.605
2018:05:30:13:12:46.352,2018:05:30:16:19:09.070,11182.719
2018:05:30:21:26:33.016,2018:05:31:00:32:55.844,11182.828
2018:05:31:05:40:19.673,2018:05:31:08:46:42.601,11182.928
2018:05:31:13:54:06.324,2018:05:31:17:00:29.342,11183.019
2018:05:31:22:07:52.970,2018:06:01:01:14:16.079,11183.109
2018:06:01:06:21:39.612,2018:06:01:09:28:02.800,11183.188
2018:06:01:14:35:26.255,2018:06:01:17:41:49.509,11183.255
2018:06:01:22:49:12.887,2018:06:02:01:55:36.207,11183.319
2018:06:02:07:02:59.522,2018:06:02:10:09:22.895,11183.373
2018:06:02:15:16:46.159,2018:06:02:18:23:09.574,11183.415
2018:06:02:23:30:32.791,2018:06:03:02:36:56.240,11183.449
2018:06:03:07:44:19.428,2018:06:03:10:50:42.904,11183.477
2018:06:03:15:58:06.065,2018:06:03:19:04:29.558,11183.492
2018:06:04:00:11:52.711,2018:06:04:03:18:16.200,11183.489
2018:06:04:08:25:39.351,2018:06:04:11:32:02.845,11183.494
2018:06:04:16:39:26.000,2018:06:04:19:45:49.481,11183.481
2018:06:05:00:53:12.658,2018:06:05:03:59:36.113,11183.455
