"Time (YYYY:MM:DD)","Range (km)"
2018:05:18:16:49:54.000,14256.033595
2018:05:18:16:59:54.000,14343.708999
2018:05:18:17:09:54.000,14426.235751
2018:05:18:17:19:54.000,14503.652578
2018:05:18:17:29:54.000,14575.995459
2018:05:18:17:39:54.000,14643.297693
2018:05:18:17:49:54.000,14705.589968
2018:05:18:17:59:54.000,14762.900425
2018:05:18:18:09:54.000,14815.254716
2018:05:18:18:19:54.000,14862.676054
2018:05:18:18:29:54.000,14905.185260
2018:05:18:18:39:54.000,14942.800807
2018:05:18:18:49:54.000,14975.538853
2018:05:18:18:59:54.000,15003.413277
2018:05:18:19:09:54.000,15026.435705
2018:05:18:19:19:54.000,15044.615531
2018:05:18:19:29:54.000,15057.959932
2018:05:18:19:39:54.000,15066.473890
2018:05:18:19:49:54.000,15070.160188
2018:05:18:19:59:54.000,15069.019424
2018:05:18:20:09:54.000,15063.050002
2018:05:18:20:19:54.000,15052.248132
2018:05:18:20:29:54.000,15036.607815
2018:05:18:20:39:54.000,15016.120828
2018:05:18:20:49:54.000,14990.776707
2018:05:18:20:59:54.000,14960.562716
2018:05:18:21:09:54.000,14925.463820
2018:05:18:21:19:54.000,14885.462648
2018:05:18:21:29:54.000,14840.539450
2018:05:18:21:39:54.000,14790.672052
2018:05:18:21:49:54.000,14735.835801
2018:05:18:21:59:54.000,14676.003505
2018:05:18:22:09:54.000,14611.145369
2018:05:18:22:19:54.000,14541.228921
2018:05:18:22:29:54.000,14466.218934
2018:05:18:22:39:54.000,14386.077336
2018:05:18:22:49:54.000,14300.763119
2018:05:18:22:59:54.000,14210.232230
2018:05:18:23:09:54.000,14114.437467
2018:05:18:23:19:54.000,14013.328352
2018:05:18:23:29:54.000,13906.851004
2018:05:18:23:39:54.000,13794.947996
2018:05:18:23:49:54.000,13677.558209
2018:05:18:23:59:54.000,13554.616666
2018:05:19:00:09:54.000,13426.054362
2018:05:19:00:19:54.000,13291.798079
2018:05:19:00:29:54.000,13151.770190
2018:05:19:00:39:54.000,13005.888455
2018:05:19:00:49:54.000,12854.065795
2018:05:19:00:59:54.000,12696.210073
2018:05:19:01:09:54.000,12532.223846
2018:05:19:01:19:54.000,12362.004123
2018:05:19:01:29:54.000,12185.442112
2018:05:19:01:39:54.000,12002.422968
2018:05:19:01:49:54.000,11812.825546
2018:05:19:01:59:54.000,11616.522169
2018:05:19:02:09:54.000,11413.378413
2018:05:19:02:19:54.000,11203.252950
2018:05:19:02:29:54.000,10985.997438
2018:05:19:02:39:54.000,10761.456519
2018:05:19:02:49:54.000,10529.467953
2018:05:19:02:59:54.000,10289.862954
2018:05:19:03:09:54.000,10042.466819
2018:05:19:03:19:54.000,9787.099959
2018:05:19:03:29:54.000,9523.579519
2018:05:19:03:39:54.000,9251.721817
2018:05:19:03:49:54.000,8971.345960
2018:05:19:03:59:54.000,8682.279139
2018:05:19:04:09:54.000,8384.364349
2018:05:19:04:19:54.000,8077.471619
2018:05:19:04:29:54.000,7761.514387
2018:05:19:04:39:54.000,7436.473499
2018:05:19:04:49:54.000,7102.432609
2018:05:19:04:59:54.000,6759.630863
2018:05:19:05:09:54.000,6408.542096
2018:05:19:05:19:54.000,6049.995214
2018:05:19:05:29:54.000,5685.359203
2018:05:19:05:39:54.000,5316.830173
2018:05:19:05:49:54.000,4947.879074
2018:05:19:05:59:54.000,4583.946985
2018:05:19:06:09:54.000,4233.498370
2018:05:19:06:19:54.000,3909.507818
2018:05:19:06:29:54.000,3631.193088
2018:05:19:06:35:30.662,3504.638666
2018:05:19:09:06:04.767,6665.239628
2018:05:19:09:16:04.000,6993.909121
2018:05:19:09:26:04.000,7318.074117
2018:05:19:09:36:04.000,7636.282062
2018:05:19:09:46:04.000,7947.836117
2018:05:19:09:56:04.000,8252.277630
2018:05:19:10:06:04.000,8549.318809
2018:05:19:10:16:04.000,8838.794479
2018:05:19:10:26:04.000,9120.627404
2018:05:19:10:36:04.000,9394.803257
2018:05:19:10:46:04.000,9661.352453
2018:05:19:10:56:04.000,9920.336923
2018:05:19:11:06:04.000,10171.840427
2018:05:19:11:16:04.000,10415.961450
2018:05:19:11:26:04.000,10652.807969
2018:05:19:11:36:04.000,10882.493604
2018:05:19:11:46:04.000,11105.134786
2018:05:19:11:56:04.000,11320.848670
2018:05:19:12:06:04.000,11529.751618
2018:05:19:12:16:04.000,11731.958098
2018:05:19:12:26:04.000,11927.579896
2018:05:19:12:36:04.000,12116.725561
2018:05:19:12:46:04.000,12299.500033
2018:05:19:12:56:04.000,12476.004399
2018:05:19:13:06:04.000,12646.335745
2018:05:19:13:16:04.000,12810.587091
2018:05:19:13:26:04.000,12968.847373
2018:05:19:13:36:04.000,13121.201468
2018:05:19:13:46:04.000,13267.730249
2018:05:19:13:56:04.000,13408.510656
2018:05:19:14:06:04.000,13543.615790
2018:05:19:14:16:04.000,13673.115002
2018:05:19:14:26:04.000,13797.074006
2018:05:19:14:36:04.000,13915.554975
2018:05:19:14:46:04.000,14028.616649
2018:05:19:14:56:04.000,14136.314443
2018:05:19:15:06:04.000,14238.700540
2018:05:19:15:16:04.000,14335.823998
2018:05:19:15:26:04.000,14427.730838
2018:05:19:15:36:04.000,14514.464132
2018:05:19:15:46:04.000,14596.064093
2018:05:19:15:56:04.000,14672.568149
2018:05:19:16:06:04.000,14744.011021
2018:05:19:16:16:04.000,14810.424786
2018:05:19:16:26:04.000,14871.838949
2018:05:19:16:36:04.000,14928.280495
2018:05:19:16:46:04.000,14979.773944
2018:05:19:16:56:04.000,15026.341399
2018:05:19:17:06:04.000,15068.002592
2018:05:19:17:16:04.000,15104.774916
2018:05:19:17:26:04.000,15136.673464
2018:05:19:17:36:04.000,15163.711056
2018:05:19:17:46:04.000,15185.898261
2018:05:19:17:56:04.000,15203.243417
2018:05:19:18:06:04.000,15215.752644
2018:05:19:18:16:04.000,15223.429854
2018:05:19:18:26:04.000,15226.276757
2018:05:19:18:36:04.000,15224.292857
2018:05:19:18:46:04.000,15217.475452
2018:05:19:18:56:04.000,15205.819618
2018:05:19:19:06:04.000,15189.318200
2018:05:19:19:16:04.000,15167.961788
2018:05:19:19:26:04.000,15141.738693
2018:05:19:19:36:04.000,15110.634918
2018:05:19:19:46:04.000,15074.634117
2018:05:19:19:56:04.000,15033.717560
2018:05:19:20:06:04.000,14987.864080
2018:05:19:20:16:04.000,14937.050023
2018:05:19:20:26:04.000,14881.249182
2018:05:19:20:36:04.000,14820.432735
2018:05:19:20:46:04.000,14754.569170
2018:05:19:20:56:04.000,14683.624197
2018:05:19:21:06:04.000,14607.560667
2018:05:19:21:16:04.000,14526.338465
2018:05:19:21:26:04.000,14439.914406
2018:05:19:21:36:04.000,14348.242118
2018:05:19:21:46:04.000,14251.271911
2018:05:19:21:56:04.000,14148.950643
2018:05:19:22:06:04.000,14041.221564
2018:05:19:22:16:04.000,13928.024157
2018:05:19:22:26:04.000,13809.293959
2018:05:19:22:36:04.000,13684.962370
2018:05:19:22:46:04.000,13554.956449
2018:05:19:22:56:04.000,13419.198688
2018:05:19:23:06:04.000,13277.606777
2018:05:19:23:16:04.000,13130.093341
2018:05:19:23:26:04.000,12976.565665
2018:05:19:23:36:04.000,12816.925398
2018:05:19:23:46:04.000,12651.068232
2018:05:19:23:56:04.000,12478.883567
2018:05:20:00:06:04.000,12300.254147
2018:05:20:00:16:04.000,12115.055686
2018:05:20:00:26:04.000,11923.156463
2018:05:20:00:36:04.000,11724.416915
2018:05:20:00:46:04.000,11518.689214
2018:05:20:00:56:04.000,11305.816839
2018:05:20:01:06:04.000,11085.634172
2018:05:20:01:16:04.000,10857.966106
2018:05:20:01:26:04.000,10622.627731
2018:05:20:01:36:04.000,10379.424100
2018:05:20:01:46:04.000,10128.150155
2018:05:20:01:56:04.000,9868.590898
2018:05:20:02:06:04.000,9600.521910
2018:05:20:02:16:04.000,9323.710412
2018:05:20:02:26:04.000,9037.917125
2018:05:20:02:36:04.000,8742.899302
2018:05:20:02:46:04.000,8438.415520
2018:05:20:02:56:04.000,8124.233096
2018:05:20:03:06:04.000,7800.139439
2018:05:20:03:16:04.000,7465.959405
2018:05:20:03:26:04.000,7121.581852
2018:05:20:03:36:04.000,6767.000561
2018:05:20:03:46:04.000,6402.377834
2018:05:20:03:56:04.000,6028.144575
2018:05:20:04:06:04.000,5645.159960
2018:05:20:04:16:04.000,5254.970048
2018:05:20:04:26:04.000,4860.232634
2018:05:20:04:36:04.000,4465.422263
2018:05:20:04:46:04.000,4077.998560
2018:05:20:04:56:04.000,3710.287868
2018:05:20:05:06:04.000,3382.237475
2018:05:20:05:16:04.000,3124.399611
2018:05:20:05:23:59.287,2996.957090
2018:05:20:08:26:55.003,8340.080020
2018:05:20:08:36:55.000,8642.047492
2018:05:20:08:46:55.000,8936.213439
2018:05:20:08:56:55.000,9222.526733
2018:05:20:09:06:55.000,9500.996089
2018:05:20:09:16:55.000,9771.671302
2018:05:20:09:26:55.000,10034.630805
2018:05:20:09:36:55.000,10289.972566
2018:05:20:09:46:55.000,10537.807410
2018:05:20:09:56:55.000,10778.254119
2018:05:20:10:06:55.000,11011.435833
2018:05:20:10:16:55.000,11237.477421
2018:05:20:10:26:55.000,11456.503559
2018:05:20:10:36:55.000,11668.637343
2018:05:20:10:46:55.000,11873.999296
2018:05:20:10:56:55.000,12072.706667
2018:05:20:11:06:55.000,12264.872959
2018:05:20:11:16:55.000,12450.607611
2018:05:20:11:26:55.000,12630.015812
2018:05:20:11:36:55.000,12803.198401
2018:05:20:11:46:55.000,12970.251840
2018:05:20:11:56:55.000,13131.268227
2018:05:20:12:06:55.000,13286.335355
2018:05:20:12:16:55.000,13435.536788
2018:05:20:12:26:55.000,13578.951960
2018:05:20:12:36:55.000,13716.656285
2018:05:20:12:46:55.000,13848.721265
2018:05:20:12:56:55.000,13975.214615
2018:05:20:13:06:55.000,14096.200378
2018:05:20:13:16:55.000,14211.739043
2018:05:20:13:26:55.000,14321.887658
2018:05:20:13:36:55.000,14426.699946
2018:05:20:13:46:55.000,14526.226405
2018:05:20:13:56:55.000,14620.514412
2018:05:20:14:06:55.000,14709.608322
2018:05:20:14:16:55.000,14793.549553
2018:05:20:14:26:55.000,14872.376676
2018:05:20:14:36:55.000,14946.125490
2018:05:20:14:46:55.000,15014.829099
2018:05:20:14:56:55.000,15078.517976
2018:05:20:15:06:55.000,15137.220029
2018:05:20:15:16:55.000,15190.960654
2018:05:20:15:26:55.000,15239.762791
2018:05:20:15:36:55.000,15283.646962
2018:05:20:15:46:55.000,15322.631321
2018:05:20:15:56:55.000,15356.731683
2018:05:20:16:06:55.000,15385.961556
2018:05:20:16:16:55.000,15410.332166
2018:05:20:16:26:55.000,15429.852480
2018:05:20:16:36:55.000,15444.529218
2018:05:20:16:46:55.000,15454.366864
2018:05:20:16:56:55.000,15459.367673
2018:05:20:17:06:55.000,15459.531670
2018:05:20:17:16:55.000,15454.856646
2018:05:20:17:26:55.000,15445.338150
2018:05:20:17:36:55.000,15430.969470
2018:05:20:17:46:55.000,15411.741618
2018:05:20:17:56:55.000,15387.643300
2018:05:20:18:06:55.000,15358.660891
2018:05:20:18:16:55.000,15324.778389
2018:05:20:18:26:55.000,15285.977381
2018:05:20:18:36:55.000,15242.236991
2018:05:20:18:46:55.000,15193.533820
2018:05:20:18:56:55.000,15139.841891
2018:05:20:19:06:55.000,15081.132574
2018:05:20:19:16:55.000,15017.374509
2018:05:20:19:26:55.000,14948.533523
2018:05:20:19:36:55.000,14874.572532
2018:05:20:19:46:55.000,14795.451442
2018:05:20:19:56:55.000,14711.127032
2018:05:20:20:06:55.000,14621.552828
2018:05:20:20:16:55.000,14526.678975
2018:05:20:20:26:55.000,14426.452080
2018:05:20:20:36:55.000,14320.815058
2018:05:20:20:46:55.000,14209.706952
2018:05:20:20:56:55.000,14093.062743
2018:05:20:21:06:55.000,13970.813144
2018:05:20:21:16:55.000,13842.884371
2018:05:20:21:26:55.000,13709.197899
2018:05:20:21:36:55.000,13569.670191
2018:05:20:21:46:55.000,13424.212412
2018:05:20:21:56:55.000,13272.730107
2018:05:20:22:06:55.000,13115.122862
2018:05:20:22:16:55.000,12951.283926
2018:05:20:22:26:55.000,12781.099806
2018:05:20:22:36:55.000,12604.449826
2018:05:20:22:46:55.000,12421.205650
2018:05:20:22:56:55.000,12231.230761
2018:05:20:23:06:55.000,12034.379905
2018:05:20:23:16:55.000,11830.498484
2018:05:20:23:26:55.000,11619.421915
2018:05:20:23:36:55.000,11400.974936
2018:05:20:23:46:55.000,11174.970879
2018:05:20:23:56:55.000,10941.210908
2018:05:21:00:06:55.000,10699.483234
2018:05:21:00:16:55.000,10449.562339
2018:05:21:00:26:55.000,10191.208217
2018:05:21:00:36:55.000,9924.165717
2018:05:21:00:46:55.000,9648.164037
2018:05:21:00:56:55.000,9362.916511
2018:05:21:01:06:55.000,9068.120867
2018:05:21:01:16:55.000,8763.460257
2018:05:21:01:26:55.000,8448.605494
2018:05:21:01:36:55.000,8123.219213
2018:05:21:01:46:55.000,7786.963050
2018:05:21:01:56:55.000,7439.509635
2018:05:21:02:06:55.000,7080.562260
2018:05:21:02:16:55.000,6709.887017
2018:05:21:02:26:55.000,6327.365469
2018:05:21:02:36:55.000,5933.081773
2018:05:21:02:46:55.000,5527.468885
2018:05:21:02:56:55.000,5111.558400
2018:05:21:03:06:55.000,4687.416475
2018:05:21:03:16:55.000,4258.920351
2018:05:21:03:26:55.000,3833.162671
2018:05:21:03:36:55.000,3422.981548
2018:05:21:03:46:55.000,3051.268531
2018:05:21:03:56:55.000,2756.883849
2018:05:21:04:06:55.000,2597.185209
2018:05:21:04:10:43.517,2585.049352
2018:05:21:08:14:41.900,10601.543822
2018:05:21:08:24:41.000,10849.738775
2018:05:21:08:34:41.000,11090.753091
2018:05:21:08:44:41.000,11324.357252
2018:05:21:08:54:41.000,11550.697739
2018:05:21:09:04:41.000,11769.917197
2018:05:21:09:14:41.000,11982.153731
2018:05:21:09:24:41.000,12187.540456
2018:05:21:09:34:41.000,12386.205235
2018:05:21:09:44:41.000,12578.270545
2018:05:21:09:54:41.000,12763.853443
2018:05:21:10:04:41.000,12943.065603
2018:05:21:10:14:41.000,13116.013402
2018:05:21:10:24:41.000,13282.798035
2018:05:21:10:34:41.000,13443.515662
2018:05:21:10:44:41.000,13598.257563
2018:05:21:10:54:41.000,13747.110301
2018:05:21:11:04:41.000,13890.155888
2018:05:21:11:14:41.000,14027.471956
2018:05:21:11:24:41.000,14159.131918
2018:05:21:11:34:41.000,14285.205129
2018:05:21:11:44:41.000,14405.757039
2018:05:21:11:54:41.000,14520.849340
2018:05:21:12:04:41.000,14630.540107
2018:05:21:12:14:41.000,14734.883930
2018:05:21:12:24:41.000,14833.932040
2018:05:21:12:34:41.000,14927.732423
2018:05:21:12:44:41.000,15016.329932
2018:05:21:12:54:41.000,15099.766392
2018:05:21:13:04:41.000,15178.080687
2018:05:21:13:14:41.000,15251.308854
2018:05:21:13:24:41.000,15319.484162
2018:05:21:13:34:41.000,15382.637186
2018:05:21:13:44:41.000,15440.795872
2018:05:21:13:54:41.000,15493.985604
2018:05:21:14:04:41.000,15542.229253
2018:05:21:14:14:41.000,15585.547228
2018:05:21:14:24:41.000,15623.957519
2018:05:21:14:34:41.000,15657.475738
2018:05:21:14:44:41.000,15686.115145
2018:05:21:14:54:41.000,15709.886679
2018:05:21:15:04:41.000,15728.798977
2018:05:21:15:14:41.000,15742.858390
2018:05:21:15:24:41.000,15752.068996
2018:05:21:15:34:41.000,15756.432600
2018:05:21:15:44:41.000,15755.948741
2018:05:21:15:54:41.000,15750.614680
2018:05:21:16:04:41.000,15740.425393
2018:05:21:16:14:41.000,15725.373554
2018:05:21:16:24:41.000,15705.449513
2018:05:21:16:34:41.000,15680.641267
2018:05:21:16:44:41.000,15650.934430
2018:05:21:16:54:41.000,15616.312190
2018:05:21:17:04:41.000,15576.755263
2018:05:21:17:14:41.000,15532.241841
2018:05:21:17:24:41.000,15482.747535
2018:05:21:17:34:41.000,15428.245302
2018:05:21:17:44:41.000,15368.705374
2018:05:21:17:54:41.000,15304.095171
2018:05:21:18:04:41.000,15234.379215
2018:05:21:18:14:41.000,15159.519019
2018:05:21:18:24:41.000,15079.472984
2018:05:21:18:34:41.000,14994.196270
2018:05:21:18:44:41.000,14903.640662
2018:05:21:18:54:41.000,14807.754424
2018:05:21:19:04:41.000,14706.482139
2018:05:21:19:14:41.000,14599.764527
2018:05:21:19:24:41.000,14487.538257
2018:05:21:19:34:41.000,14369.735734
2018:05:21:19:44:41.000,14246.284869
2018:05:21:19:54:41.000,14117.108827
2018:05:21:20:04:41.000,13982.125753
2018:05:21:20:14:41.000,13841.248469
2018:05:21:20:24:41.000,13694.384145
2018:05:21:20:34:41.000,13541.433939
2018:05:21:20:44:41.000,13382.292598
2018:05:21:20:54:41.000,13216.848030
2018:05:21:21:04:41.000,13044.980821
2018:05:21:21:14:41.000,12866.563718
2018:05:21:21:24:41.000,12681.461050
2018:05:21:21:34:41.000,12489.528100
2018:05:21:21:44:41.000,12290.610407
2018:05:21:21:54:41.000,12084.543001
2018:05:21:22:04:41.000,11871.149566
2018:05:21:22:14:41.000,11650.241514
2018:05:21:22:24:41.000,11421.616968
2018:05:21:22:34:41.000,11185.059658
2018:05:21:22:44:41.000,10940.337699
2018:05:21:22:54:41.000,10687.202285
2018:05:21:23:04:41.000,10425.386262
2018:05:21:23:14:41.000,10154.602627
2018:05:21:23:24:41.000,9874.542948
2018:05:21:23:34:41.000,9584.875770
2018:05:21:23:44:41.000,9285.245078
2018:05:21:23:54:41.000,8975.268963
2018:05:22:00:04:41.000,8654.538719
2018:05:22:00:14:41.000,8322.618758
2018:05:22:00:24:41.000,7979.047994
2018:05:22:00:34:41.000,7623.343770
2018:05:22:00:44:41.000,7255.010143
2018:05:22:00:54:41.000,6873.553671
2018:05:22:01:04:41.000,6478.512164
2018:05:22:01:14:41.000,6069.506193
2018:05:22:01:24:41.000,5646.331395
2018:05:22:01:34:41.000,5209.125764
2018:05:22:01:44:41.000,4758.679060
2018:05:22:01:54:41.000,4297.020860
2018:05:22:02:04:41.000,3828.573570
2018:05:22:02:14:41.000,3362.478928
2018:05:22:02:24:41.000,2917.330306
2018:05:22:02:34:41.000,2530.182051
2018:05:22:02:44:41.000,2268.730033
2018:05:22:02:54:41.000,2226.430730
2018:05:22:02:56:16.156,2245.010032
2018:05:22:08:53:09.323,13459.784181
2018:05:22:09:03:09.000,13626.967251
2018:05:22:09:13:09.000,13788.109486
2018:05:22:09:23:09.000,13943.216472
2018:05:22:09:33:09.000,14092.380128
2018:05:22:09:43:09.000,14235.687195
2018:05:22:09:53:09.000,14373.219493
2018:05:22:10:03:09.000,14505.054146
2018:05:22:10:13:09.000,14631.263806
2018:05:22:10:23:09.000,14751.916856
2018:05:22:10:33:09.000,14867.077596
2018:05:22:10:43:09.000,14976.806427
2018:05:22:10:53:09.000,15081.160011
2018:05:22:11:03:09.000,15180.191424
2018:05:22:11:13:09.000,15273.950299
2018:05:22:11:23:09.000,15362.482956
2018:05:22:11:33:09.000,15445.832519
2018:05:22:11:43:09.000,15524.039033
2018:05:22:11:53:09.000,15597.139558
2018:05:22:12:03:09.000,15665.168269
2018:05:22:12:13:09.000,15728.156534
2018:05:22:12:23:09.000,15786.132997
2018:05:22:12:33:09.000,15839.123642
2018:05:22:12:43:09.000,15887.151857
2018:05:22:12:53:09.000,15930.238491
2018:05:22:13:03:09.000,15968.401898
2018:05:22:13:13:09.000,16001.657984
2018:05:22:13:23:09.000,16030.020239
2018:05:22:13:33:09.000,16053.499772
2018:05:22:13:43:09.000,16072.105327
2018:05:22:13:53:09.000,16085.843310
2018:05:22:14:03:09.000,16094.717794
2018:05:22:14:13:09.000,16098.730532
2018:05:22:14:23:09.000,16097.880953
2018:05:22:14:33:09.000,16092.166158
2018:05:22:14:43:09.000,16081.580914
2018:05:22:14:53:09.000,16066.117631
2018:05:22:15:03:09.000,16045.766347
2018:05:22:15:13:09.000,16020.514691
2018:05:22:15:23:09.000,15990.347856
2018:05:22:15:33:09.000,15955.248555
2018:05:22:15:43:09.000,15915.196970
2018:05:22:15:53:09.000,15870.170701
2018:05:22:16:03:09.000,15820.144700
2018:05:22:16:13:09.000,15765.091204
2018:05:22:16:23:09.000,15704.979652
2018:05:22:16:33:09.000,15639.776599
2018:05:22:16:43:09.000,15569.445621
2018:05:22:16:53:09.000,15493.947200
2018:05:22:17:03:09.000,15413.238615
2018:05:22:17:13:09.000,15327.273804
2018:05:22:17:23:09.000,15236.003224
2018:05:22:17:33:09.000,15139.373693
2018:05:22:17:43:09.000,15037.328219
2018:05:22:17:53:09.000,14929.805809
2018:05:22:18:03:09.000,14816.741266
