"Start Time (YYYY:MM:DD)","Stop Time (YYYY:MM:DD)","Duration (sec)"
2018:05:17:11:02:43.219,2018:05:18:07:43:48.135,74464.917
2018:05:18:10:00:37.504,2018:05:19:06:34:58.147,74060.643
2018:05:19:09:06:58.386,2018:05:20:05:23:30.108,72991.722
2018:05:20:08:28:04.624,2018:05:21:04:10:16.579,70931.955
2018:05:21:08:16:17.079,2018:05:22:02:55:50.602,67173.523
2018:05:22:08:55:25.990,2018:05:23:01:40:33.872,60307.882
2018:05:23:11:01:07.100,2018:05:24:00:24:41.327,48214.227
2018:05:24:14:26:31.597,2018:05:24:23:08:23.849,31312.252
2018:05:25:17:10:22.439,2018:05:25:21:51:50.039,16887.600
2018:05:26:18:08:50.527,2018:05:26:20:35:07.607,8777.080
2018:05:27:17:58:15.383,2018:05:27:19:18:24.795,4809.412
2018:05:28:17:14:04.642,2018:05:28:18:01:52.600,2867.957
2018:05:29:16:14:05.807,2018:05:29:16:45:48.690,1902.883
2018:05:30:15:06:19.311,2018:05:30:15:30:44.020,1464.709
2018:05:31:13:54:21.469,2018:05:31:14:17:30.601,1389.132
2018:06:01:12:39:59.422,2018:06:01:13:07:31.510,1652.088
2018:06:02:11:24:17.454,2018:06:02:12:03:20.089,2342.635
2018:06:03:10:07:55.241,2018:06:03:11:10:28.151,3752.910
2018:06:04:08:51:15.514,2018:06:04:10:41:17.780,6602.266
2018:06:05:07:34:31.660,2018:06:05:11:02:21.445,12469.785
2018:06:06:06:17:52.809,2018:06:06:12:56:22.836,23910.028
2018:06:07:05:01:26.711,2018:06:07:16:19:50.510,40703.799
2018:06:08:03:45:21.358,2018:06:08:19:10:14.188,55492.830
2018:06:09:02:29:46.392,2018:06:09:20:24:54.522,64508.130
2018:06:10:01:14:54.603,2018:06:10:20:32:43.941,69469.337
2018:06:11:00:01:04.118,2018:06:11:20:04:16.671,72192.553
2018:06:11:22:48:41.973,2018:06:12:19:16:23.798,73661.824
2018:06:12:21:38:30.316,2018:06:13:18:17:39.599,74349.283
2018:06:13:20:31:37.864,2018:06:14:17:12:32.000,74454.136
2018:06:14:19:30:02.028,2018:06:15:16:03:27.332,74005.304
2018:06:15:18:37:13.686,2018:06:16:14:51:49.628,72875.942
2018:06:16:17:59:50.829,2018:06:17:13:38:29.528,70718.699
2018:06:17:17:50:53.256,2018:06:18:12:23:58.978,66785.722
2018:06:18:18:35:16.817,2018:06:19:11:08:39.019,59602.201
2018:06:19:20:48:31.412,2018:06:20:09:52:44.193,47052.781
2018:06:21:00:15:53.074,2018:06:21:08:36:25.156,30032.082
2018:06:22:02:52:01.149,2018:06:22:07:19:50.391,16069.241
2018:06:23:03:43:39.445,2018:06:23:06:03:07.579,8368.133
2018:06:24:03:29:34.077,2018:06:24:04:46:25.082,4611.005
2018:06:25:02:43:45.075,2018:06:25:03:29:54.235,2769.161
2018:06:26:01:42:59.088,2018:06:26:02:13:53.428,1854.340
2018:06:27:00:34:48.227,2018:06:27:00:58:54.956,1446.729
2018:06:27:23:22:36.605,2018:06:27:23:45:52.762,1396.157
2018:06:28:22:08:06.651,2018:06:28:22:36:13.251,1686.600
2018:06:29:20:52:20.513,2018:06:29:21:32:38.461,2417.948
2018:06:30:19:35:56.320,2018:06:30:20:41:01.174,3904.853
2018:07:01:18:19:15.879,2018:07:01:20:14:30.275,6914.396
2018:07:02:17:02:32.110,2018:07:02:20:41:04.542,13112.433
2018:07:03:15:45:53.959,2018:07:03:22:43:35.340,25061.381
2018:07:04:14:29:29.146,2018:07:05:02:09:41.144,42011.998
2018:07:05:13:13:25.742,2018:07:06:04:53:06.357,56380.614
2018:07:06:11:57:53.571,2018:07:07:06:01:17.564,65003.994
2018:07:07:10:43:05.737,2018:07:08:06:05:26.687,69740.950
2018:07:08:09:29:20.894,2018:07:09:05:35:02.502,72341.608
2018:07:09:08:17:06.967,2018:07:10:04:46:05.601,73738.634
2018:07:10:07:07:07.630,2018:07:11:03:46:44.506,74376.877
2018:07:11:06:00:34.317,2018:07:12:02:41:14.526,74440.208
2018:07:12:04:59:29.559,2018:07:13:01:31:55.649,73946.089
2018:07:13:04:07:34.236,2018:07:14:00:20:08.568,72754.333
2018:07:14:03:31:46.659,2018:07:14:23:06:42.089,70495.429
2018:07:15:03:25:47.612,2018:07:15:21:52:07.083,66379.472
2018:07:16:04:15:39.537,2018:07:16:20:36:43.978,58864.441
2018:07:17:06:36:27.231,2018:07:17:19:20:46.935,45859.704
2018:07:18:10:04:53.891,2018:07:18:18:04:26.381,28772.489
2018:07:19:12:33:02.273,2018:07:19:16:47:50.697,15288.424
2018:07:20:13:18:06.888,2018:07:20:15:31:07.554,7980.666
2018:07:21:13:00:42.677,2018:07:21:14:14:25.430,4422.753
2018:07:22:12:13:20.767,2018:07:22:12:57:56.024,2675.257
2018:07:23:11:11:50.020,2018:07:23:11:41:58.497,1808.477
2018:07:24:10:03:15.873,2018:07:24:10:27:06.536,1430.663
2018:07:25:08:50:51.001,2018:07:25:09:14:16.054,1405.054
2018:07:26:07:36:13.482,2018:07:26:08:04:57.021,1723.539
2018:07:27:06:20:23.373,2018:07:27:07:02:00.828,2497.454
2018:07:28:05:03:57.324,2018:07:28:06:11:42.610,4065.285
2018:07:29:03:47:16.239,2018:07:29:05:48:00.885,7244.646
2018:07:30:02:30:32.604,2018:07:30:06:20:22.804,13790.200
2018:07:31:01:13:55.198,2018:07:31:08:31:24.091,26248.893
2018:07:31:23:57:31.718,2018:08:01:11:59:13.448,43301.730
2018:08:01:22:41:30.317,2018:08:02:14:35:23.240,57232.923
2018:08:02:21:26:01.019,2018:08:03:15:37:18.701,65477.681
2018:08:03:20:11:17.243,2018:08:04:15:37:57.825,70000.581
2018:08:04:18:57:38.217,2018:08:05:15:05:42.120,72483.903
2018:08:05:17:45:32.765,2018:08:06:14:15:43.924,73811.159
2018:08:06:16:35:46.156,2018:08:07:13:15:47.363,74401.208
2018:08:07:15:29:32.704,2018:08:08:12:09:55.798,74423.094
2018:08:08:14:29:00.309,2018:08:09:11:00:23.167,73882.858
2018:08:09:13:38:00.419,2018:08:10:09:48:26.985,72626.565
2018:08:10:13:03:52.868,2018:08:11:08:34:54.291,70261.423
2018:08:11:13:01:01.560,2018:08:12:07:20:14.950,65953.390
2018:08:12:13:56:36.217,2018:08:13:06:04:48.770,58092.553
2018:08:13:16:24:54.087,2018:08:14:04:48:49.568,44635.481
2018:08:14:19:53:32.077,2018:08:15:03:32:27.546,27535.469
2018:08:15:22:13:27.810,2018:08:16:02:15:50.985,14543.175
2018:08:16:22:52:14.542,2018:08:17:00:59:07.554,7613.012
2018:08:17:22:31:42.030,2018:08:17:23:42:25.871,4243.841
2018:08:18:21:42:52.139,2018:08:18:22:25:58.012,2585.873
2018:08:19:20:40:38.810,2018:08:19:21:10:03.958,1765.148
