"Time (YYYY:MM:DD)","Range (km)","Elevation (deg)","Azimuth (deg)"
2018:05:18:23:02:05.000,2377.520860,-55.200,244.670
2018:05:18:23:03:05.000,2396.369448,-55.172,243.653
2018:05:18:23:04:05.000,2415.907857,-55.149,242.668
2018:05:18:23:05:05.000,2436.107489,-55.131,241.714
2018:05:18:23:06:05.000,2456.939633,-55.118,240.791
2018:05:18:23:07:05.000,2478.375553,-55.111,239.899
2018:05:18:23:07:40.778,2491.433321,-55.110,239.383
2018:05:19:02:29:02.649,2491.432906,-55.110,300.621
2018:05:19:02:30:02.000,2469.880443,-55.113,299.758
2018:05:19:02:31:02.000,2448.675463,-55.122,298.854
2018:05:19:02:32:02.000,2428.085488,-55.137,297.919
2018:05:19:02:33:02.000,2408.139257,-55.158,296.953
2018:05:19:02:34:02.000,2388.865452,-55.183,295.955
2018:05:19:02:35:02.000,2370.292605,-55.212,294.925
2018:05:19:02:36:02.000,2352.449000,-55.246,293.865
2018:05:19:02:37:02.000,2335.362574,-55.282,292.773
2018:05:19:02:38:02.000,2319.060803,-55.322,291.650
2018:05:19:02:39:02.000,2303.570587,-55.363,290.498
2018:05:19:02:40:02.000,2288.918129,-55.407,289.316
2018:05:19:02:41:02.000,2275.128812,-55.451,288.105
2018:05:19:02:42:02.000,2262.227071,-55.495,286.867
2018:05:19:02:43:02.000,2250.236261,-55.539,285.602
2018:05:19:02:44:02.000,2239.178531,-55.581,284.312
2018:05:19:02:45:02.000,2229.074691,-55.622,282.999
2018:05:19:02:46:02.000,2219.944089,-55.661,281.663
2018:05:19:02:47:02.000,2211.804490,-55.697,280.308
2018:05:19:02:48:02.000,2204.671957,-55.730,278.934
2018:05:19:02:49:02.000,2198.560748,-55.759,277.545
2018:05:19:02:50:02.000,2193.483212,-55.783,276.141
2018:05:19:02:51:02.000,2189.449710,-55.803,274.727
2018:05:19:02:52:02.000,2186.468533,-55.818,273.304
2018:05:19:02:53:02.000,2184.545847,-55.827,271.874
2018:05:19:02:54:02.000,2183.685644,-55.832,270.442
2018:05:19:02:55:02.000,2183.889716,-55.831,269.008
2018:05:19:02:56:02.000,2185.157638,-55.824,267.576
2018:05:19:02:57:02.000,2187.486773,-55.813,266.149
2018:05:19:02:58:02.000,2190.872291,-55.796,264.729
2018:05:19:02:59:02.000,2195.307207,-55.774,263.318
2018:05:19:03:00:02.000,2200.782428,-55.748,261.920
2018:05:19:03:01:02.000,2207.286822,-55.718,260.536
2018:05:19:03:02:02.000,2214.807298,-55.684,259.169
2018:05:19:03:03:02.000,2223.328894,-55.647,257.821
2018:05:19:03:04:02.000,2232.834882,-55.607,256.494
2018:05:19:03:05:02.000,2243.306878,-55.565,255.189
2018:05:19:03:06:02.000,2254.724957,-55.522,253.909
2018:05:19:03:07:02.000,2267.067783,-55.478,252.654
2018:05:19:03:08:02.000,2280.312728,-55.434,251.426
2018:05:19:03:09:02.000,2294.436009,-55.390,250.227
2018:05:19:03:10:02.000,2309.412813,-55.347,249.056
2018:05:19:03:11:02.000,2325.217428,-55.306,247.915
2018:05:19:03:12:02.000,2341.823368,-55.268,246.804
2018:05:19:03:13:02.000,2359.203500,-55.232,245.724
2018:05:19:03:14:02.000,2377.330157,-55.200,244.675
2018:05:19:03:15:02.000,2396.175258,-55.173,243.658
2018:05:19:03:16:02.000,2415.710410,-55.149,242.672
2018:05:19:03:17:02.000,2435.907014,-55.131,241.718
2018:05:19:03:18:02.000,2456.736356,-55.118,240.795
2018:05:19:03:19:02.000,2478.169696,-55.111,239.903
2018:05:19:03:19:38.342,2491.433321,-55.110,239.378
2018:05:19:06:40:59.919,2491.433018,-55.110,300.625
2018:05:19:06:41:59.000,2469.974447,-55.113,299.766
2018:05:19:06:42:59.000,2448.763997,-55.122,298.862
2018:05:19:06:43:59.000,2428.168380,-55.137,297.928
2018:05:19:06:44:59.000,2408.216339,-55.157,296.961
2018:05:19:06:45:59.000,2388.936560,-55.183,295.964
2018:05:19:06:46:59.000,2370.357578,-55.212,294.934
2018:05:19:06:47:59.000,2352.507684,-55.246,293.874
2018:05:19:06:48:59.000,2335.414820,-55.282,292.782
2018:05:19:06:49:59.000,2319.106469,-55.322,291.660
2018:05:19:06:50:59.000,2303.609537,-55.363,290.507
2018:05:19:06:51:59.000,2288.950238,-55.406,289.326
2018:05:19:06:52:59.000,2275.153963,-55.450,288.115
2018:05:19:06:53:59.000,2262.245158,-55.495,286.877
2018:05:19:06:54:59.000,2250.247187,-55.539,285.612
2018:05:19:06:55:59.000,2239.182211,-55.581,284.322
2018:05:19:06:56:59.000,2229.071054,-55.622,283.009
2018:05:19:06:57:59.000,2219.933077,-55.661,281.673
2018:05:19:06:58:59.000,2211.786057,-55.697,280.318
2018:05:19:06:59:59.000,2204.646073,-55.730,278.944
2018:05:19:07:00:59.000,2198.527396,-55.759,277.555
2018:05:19:07:01:59.000,2193.442392,-55.783,276.152
2018:05:19:07:02:59.000,2189.401435,-55.803,274.737
2018:05:19:07:03:59.000,2186.412834,-55.818,273.314
2018:05:19:07:04:59.000,2184.482770,-55.828,271.884
2018:05:19:07:05:59.000,2183.615250,-55.832,270.451
2018:05:19:07:06:59.000,2183.812081,-55.831,269.018
2018:05:19:07:07:59.000,2185.072854,-55.825,267.586
2018:05:19:07:08:59.000,2187.394946,-55.813,266.158
2018:05:19:07:09:59.000,2190.773541,-55.796,264.738
2018:05:19:07:10:59.000,2195.201667,-55.775,263.327
2018:05:19:07:11:59.000,2200.670244,-55.749,261.929
2018:05:19:07:12:59.000,2207.168153,-55.718,260.545
2018:05:19:07:13:59.000,2214.682313,-55.684,259.178
2018:05:19:07:14:59.000,2223.197774,-55.647,257.829
2018:05:19:07:15:59.000,2232.697815,-55.608,256.502
2018:05:19:07:16:59.000,2243.164060,-55.566,255.197
2018:05:19:07:17:59.000,2254.576594,-55.522,253.916
2018:05:19:07:18:59.000,2266.914084,-55.478,252.661
2018:05:19:07:19:59.000,2280.153911,-55.434,251.433
2018:05:19:07:20:59.000,2294.272293,-55.390,250.233
2018:05:19:07:21:59.000,2309.244421,-55.348,249.062
2018:05:19:07:22:59.000,2325.044586,-55.307,247.921
2018:05:19:07:23:59.000,2341.646304,-55.268,246.810
2018:05:19:07:24:59.000,2359.022442,-55.233,245.730
2018:05:19:07:25:59.000,2377.145333,-55.201,244.681
2018:05:19:07:26:59.000,2395.986896,-55.173,243.663
2018:05:19:07:27:59.000,2415.518737,-55.149,242.677
2018:05:19:07:28:59.000,2435.712253,-55.131,241.722
2018:05:19:07:29:59.000,2456.538729,-55.118,240.799
2018:05:19:07:30:59.000,2477.969421,-55.111,239.907
2018:05:19:07:31:35.890,2491.433321,-55.110,239.374
2018:05:19:10:52:57.195,2491.433133,-55.110,300.629
2018:05:19:10:53:57.000,2469.712790,-55.113,299.759
2018:05:19:10:54:57.000,2448.507026,-55.122,298.855
2018:05:19:10:55:57.000,2427.916402,-55.137,297.920
2018:05:19:10:56:57.000,2407.969666,-55.158,296.954
2018:05:19:10:57:57.000,2388.695503,-55.183,295.955
2018:05:19:10:58:57.000,2370.122451,-55.213,294.926
2018:05:19:10:59:57.000,2352.278799,-55.246,293.865
2018:05:19:11:00:57.000,2335.192490,-55.283,292.773
2018:05:19:11:01:57.000,2318.891002,-55.322,291.650
2018:05:19:11:02:57.000,2303.401241,-55.364,290.497
2018:05:19:11:03:57.000,2288.749415,-55.407,289.315
2018:05:19:11:04:57.000,2274.960908,-55.451,288.104
2018:05:19:11:05:57.000,2262.060160,-55.495,286.866
2018:05:19:11:06:57.000,2250.070528,-55.539,285.601
2018:05:19:11:07:57.000,2239.014161,-55.582,284.311
2018:05:19:11:08:57.000,2228.911872,-55.623,282.997
2018:05:19:11:09:57.000,2219.783010,-55.662,281.661
2018:05:19:11:10:57.000,2211.645338,-55.698,280.305
2018:05:19:11:11:57.000,2204.514919,-55.731,278.931
2018:05:19:11:12:57.000,2198.406008,-55.759,277.542
2018:05:19:11:13:57.000,2193.330954,-55.784,276.138
2018:05:19:11:14:57.000,2189.300112,-55.804,274.723
2018:05:19:11:15:57.000,2186.321771,-55.818,273.300
2018:05:19:11:16:57.000,2184.402090,-55.828,271.870
2018:05:19:11:17:57.000,2183.545057,-55.832,270.437
2018:05:19:11:18:57.000,2183.752457,-55.831,269.003
2018:05:19:11:19:57.000,2185.023858,-55.825,267.571
2018:05:19:11:20:57.000,2187.356615,-55.813,266.144
2018:05:19:11:21:57.000,2190.745891,-55.796,264.724
2018:05:19:11:22:57.000,2195.184690,-55.775,263.313
2018:05:19:11:23:57.000,2200.663911,-55.749,261.914
2018:05:19:11:24:57.000,2207.172414,-55.718,260.531
2018:05:19:11:25:57.000,2214.697096,-55.684,259.164
2018:05:19:11:26:57.000,2223.222987,-55.647,257.815
2018:05:19:11:27:57.000,2232.733348,-55.607,256.488
2018:05:19:11:28:57.000,2243.209785,-55.566,255.183
2018:05:19:11:29:57.000,2254.632363,-55.522,253.903
2018:05:19:11:30:57.000,2266.979736,-55.478,252.648
2018:05:19:11:31:57.000,2280.229267,-55.434,251.420
2018:05:19:11:32:57.000,2294.357163,-55.390,250.220
2018:05:19:11:33:57.000,2309.338602,-55.347,249.049
2018:05:19:11:34:57.000,2325.147863,-55.307,247.908
2018:05:19:11:35:57.000,2341.758451,-55.268,246.797
2018:05:19:11:36:57.000,2359.143226,-55.233,245.717
2018:05:19:11:37:57.000,2377.274512,-55.201,244.669
2018:05:19:11:38:57.000,2396.124222,-55.173,243.651
2018:05:19:11:39:57.000,2415.663956,-55.149,242.665
2018:05:19:11:40:57.000,2435.865108,-55.131,241.711
2018:05:19:11:41:57.000,2456.698959,-55.118,240.788
2018:05:19:11:42:57.000,2478.136761,-55.111,239.896
2018:05:19:11:43:33.424,2491.433321,-55.110,239.370
2018:05:19:15:04:54.480,2491.433250,-55.110,300.632
2018:05:19:15:05:54.000,2469.812515,-55.113,299.767
2018:05:19:15:06:54.000,2448.601571,-55.122,298.863
2018:05:19:15:07:54.000,2428.005597,-55.137,297.928
2018:05:19:15:08:54.000,2408.053340,-55.158,296.962
2018:05:19:15:09:54.000,2388.773492,-55.183,295.964
2018:05:19:15:10:54.000,2370.194592,-55.212,294.934
2018:05:19:15:11:54.000,2352.344935,-55.246,293.874
2018:05:19:15:12:54.000,2335.252469,-55.283,292.782
2018:05:19:15:13:54.000,2318.944679,-55.322,291.659
2018:05:19:15:14:54.000,2303.448477,-55.364,290.507
2018:05:19:15:15:54.000,2288.790078,-55.407,289.324
2018:05:19:15:16:54.000,2274.994878,-55.451,288.114
2018:05:19:15:17:54.000,2262.087323,-55.495,286.875
2018:05:19:15:18:54.000,2250.090781,-55.539,285.610
2018:05:19:15:19:54.000,2239.027413,-55.582,284.320
2018:05:19:15:20:54.000,2228.918044,-55.623,283.007
2018:05:19:15:21:54.000,2219.782034,-55.662,281.671
2018:05:19:15:22:54.000,2211.637160,-55.698,280.315
2018:05:19:15:23:54.000,2204.499499,-55.731,278.941
2018:05:19:15:24:54.000,2198.383319,-55.759,277.551
2018:05:19:15:25:54.000,2193.300985,-55.784,276.148
2018:05:19:15:26:54.000,2189.262866,-55.804,274.733
2018:05:19:15:27:54.000,2186.277266,-55.819,273.310
2018:05:19:15:28:54.000,2184.350360,-55.828,271.880
2018:05:19:15:29:54.000,2183.486151,-55.833,270.447
2018:05:19:15:30:54.000,2183.686439,-55.832,269.013
2018:05:19:15:31:54.000,2184.950805,-55.825,267.581
2018:05:19:15:32:54.000,2187.276621,-55.814,266.153
2018:05:19:15:33:54.000,2190.659061,-55.797,264.733
2018:05:19:15:34:54.000,2195.091146,-55.775,263.322
2018:05:19:15:35:54.000,2200.563785,-55.749,261.923
2018:05:19:15:36:54.000,2207.065851,-55.719,260.539
2018:05:19:15:37:54.000,2214.584252,-55.685,259.172
2018:05:19:15:38:54.000,2223.104028,-55.648,257.823
2018:05:19:15:39:54.000,2232.608450,-55.608,256.496
2018:05:19:15:40:54.000,2243.079132,-55.566,255.191
2018:05:19:15:41:54.000,2254.496147,-55.523,253.910
2018:05:19:15:42:54.000,2266.838155,-55.479,252.655
2018:05:19:15:43:54.000,2280.082525,-55.434,251.427
2018:05:19:15:44:54.000,2294.205469,-55.391,250.227
2018:05:19:15:45:54.000,2309.182167,-55.348,249.056
2018:05:19:15:46:54.000,2324.986903,-55.307,247.914
2018:05:19:15:47:54.000,2341.593183,-55.268,246.803
2018:05:19:15:48:54.000,2358.973867,-55.233,245.723
2018:05:19:15:49:54.000,2377.101283,-55.201,244.674
2018:05:19:15:50:54.000,2395.947340,-55.173,243.656
2018:05:19:15:51:54.000,2415.483638,-55.149,242.670
2018:05:19:15:52:54.000,2435.681571,-55.131,241.716
2018:05:19:15:53:54.000,2456.512416,-55.118,240.792
2018:05:19:15:54:54.000,2477.947425,-55.111,239.901
2018:05:19:15:55:30.943,2491.433321,-55.110,239.367
2018:05:19:19:16:51.772,2491.433322,-55.110,300.636
2018:05:19:19:17:51.000,2469.915402,-55.113,299.774
2018:05:19:19:18:51.000,2448.699422,-55.122,298.871
2018:05:19:19:19:51.000,2428.098240,-55.137,297.936
2018:05:19:19:20:51.000,2408.140606,-55.158,296.970
2018:05:19:19:21:51.000,2388.855213,-55.183,295.972
2018:05:19:19:22:51.000,2370.270606,-55.212,294.943
2018:05:19:19:23:51.000,2352.415084,-55.246,293.882
2018:05:19:19:24:51.000,2335.316598,-55.282,292.791
2018:05:19:19:25:51.000,2319.002641,-55.322,291.668
2018:05:19:19:26:51.000,2303.500130,-55.364,290.516
2018:05:19:19:27:51.000,2288.835290,-55.407,289.334
2018:05:19:19:28:51.000,2275.033523,-55.451,288.123
2018:05:19:19:29:51.000,2262.119284,-55.495,286.885
2018:05:19:19:30:51.000,2250.115953,-55.539,285.620
2018:05:19:19:31:51.000,2239.045700,-55.582,284.330
2018:05:19:19:32:51.000,2228.929362,-55.623,283.016
2018:05:19:19:33:51.000,2219.786311,-55.662,281.681
2018:05:19:19:34:51.000,2211.634337,-55.698,280.325
2018:05:19:19:35:51.000,2204.489531,-55.731,278.951
2018:05:19:19:36:51.000,2198.366174,-55.760,277.561
2018:05:19:19:37:51.000,2193.276646,-55.784,276.158
2018:05:19:19:38:51.000,2189.231330,-55.804,274.743
2018:05:19:19:39:51.000,2186.238546,-55.819,273.319
2018:05:19:19:40:51.000,2184.304482,-55.829,271.890
2018:05:19:19:41:51.000,2183.433158,-55.833,270.457
2018:05:19:19:42:51.000,2183.626387,-55.832,269.022
2018:05:19:19:43:51.000,2184.883767,-55.826,267.590
2018:05:19:19:44:51.000,2187.202681,-55.814,266.162
2018:05:19:19:45:51.000,2190.578321,-55.797,264.742
2018:05:19:19:46:51.000,2195.003718,-55.776,263.331
2018:05:19:19:47:51.000,2200.469796,-55.750,261.932
2018:05:19:19:48:51.000,2206.965438,-55.719,260.548
2018:05:19:19:49:51.000,2214.477565,-55.685,259.180
2018:05:19:19:50:51.000,2222.991226,-55.648,257.832
2018:05:19:19:51:51.000,2232.489702,-55.608,256.504
2018:05:19:19:52:51.000,2242.954616,-55.567,255.199
2018:05:19:19:53:51.000,2254.366049,-55.523,253.918
2018:05:19:19:54:51.000,2266.702666,-55.479,252.662
2018:05:19:19:55:51.000,2279.941843,-55.435,251.434
2018:05:19:19:56:51.000,2294.059797,-55.391,250.233
2018:05:19:19:57:51.000,2309.031712,-55.348,249.062
2018:05:19:19:58:51.000,2324.831874,-55.307,247.920
2018:05:19:19:59:51.000,2341.433793,-55.269,246.809
2018:05:19:20:00:51.000,2358.810329,-55.233,245.729
2018:05:19:20:01:51.000,2376.933811,-55.201,244.679
2018:05:19:20:02:51.000,2395.776148,-55.173,243.662
2018:05:19:20:03:51.000,2415.308940,-55.150,242.675
2018:05:19:20:04:51.000,2435.503579,-55.131,241.720
2018:05:19:20:05:51.000,2456.331340,-55.118,240.797
2018:05:19:20:06:51.000,2477.763474,-55.111,239.905
2018:05:19:20:07:28.447,2491.433321,-55.110,239.364
2018:05:19:23:28:49.073,2491.433322,-55.110,300.639
2018:05:19:23:29:49.000,2469.663052,-55.113,299.767
2018:05:19:23:30:49.000,2448.452186,-55.122,298.863
2018:05:19:23:31:49.000,2427.856424,-55.137,297.928
2018:05:19:23:32:49.000,2407.904519,-55.158,296.961
2018:05:19:23:33:49.000,2388.625165,-55.183,295.963
2018:05:19:23:34:49.000,2370.046905,-55.213,294.934
2018:05:19:23:35:49.000,2352.198040,-55.246,293.873
2018:05:19:23:36:49.000,2335.106517,-55.283,292.781
2018:05:19:23:37:49.000,2318.799827,-55.323,291.658
2018:05:19:23:38:49.000,2303.304883,-55.364,290.505
2018:05:19:23:39:49.000,2288.647903,-55.407,289.323
2018:05:19:23:40:49.000,2274.854284,-55.451,288.112
2018:05:19:23:41:49.000,2261.948473,-55.496,286.873
2018:05:19:23:42:49.000,2249.953839,-55.540,285.608
2018:05:19:23:43:49.000,2238.892543,-55.583,284.318
2018:05:19:23:44:49.000,2228.785408,-55.624,283.004
2018:05:19:23:45:49.000,2219.651794,-55.663,281.668
2018:05:19:23:46:49.000,2211.509476,-55.699,280.312
2018:05:19:23:47:49.000,2204.374528,-55.731,278.938
2018:05:19:23:48:49.000,2198.261215,-55.760,277.548
2018:05:19:23:49:49.000,2193.181896,-55.785,276.144
2018:05:19:23:50:49.000,2189.146938,-55.804,274.729
2018:05:19:23:51:49.000,2186.164637,-55.819,273.305
2018:05:19:23:52:49.000,2184.241164,-55.829,271.876
2018:05:19:23:53:49.000,2183.380514,-55.833,270.442
2018:05:19:23:54:49.000,2183.584479,-55.832,269.008
2018:05:19:23:55:49.000,2184.852635,-55.826,267.576
2018:05:19:23:56:49.000,2187.182343,-55.814,266.148
2018:05:19:23:57:49.000,2190.568771,-55.797,264.727
2018:05:19:23:58:49.000,2195.004927,-55.776,263.316
2018:05:19:23:59:49.000,2200.481716,-55.749,261.918
2018:05:20:00:00:49.000,2206.987998,-55.719,260.533
2018:05:20:00:01:49.000,2214.510672,-55.685,259.166
2018:05:20:00:02:49.000,2223.034771,-55.648,257.817
2018:05:20:00:03:49.000,2232.543553,-55.608,256.490
2018:05:20:00:04:49.000,2243.018625,-55.566,255.185
2018:05:20:00:05:49.000,2254.440051,-55.523,253.904
2018:05:20:00:06:49.000,2266.786481,-55.479,252.649
2018:05:20:00:07:49.000,2280.035275,-55.435,251.421
2018:05:20:00:08:49.000,2294.162638,-55.391,250.220
2018:05:20:00:09:49.000,2309.143742,-55.348,249.049
2018:05:20:00:10:49.000,2324.952862,-55.307,247.908
2018:05:20:00:11:49.000,2341.563499,-55.269,246.797
2018:05:20:00:12:49.000,2358.948505,-55.233,245.717
2018:05:20:00:13:49.000,2377.080200,-55.201,244.668
2018:05:20:00:14:49.000,2395.930490,-55.173,243.650
2018:05:20:00:15:49.000,2415.470969,-55.149,242.664
2018:05:20:00:16:49.000,2435.673025,-55.131,241.710
2018:05:20:00:17:49.000,2456.507932,-55.118,240.786
2018:05:20:00:18:49.000,2477.946936,-55.111,239.895
2018:05:20:00:19:25.938,2491.433321,-55.110,239.361
2018:05:20:03:40:46.384,2491.433322,-55.110,300.641
2018:05:20:03:41:46.000,2469.772668,-55.113,299.774
2018:05:20:03:42:46.000,2448.557044,-55.122,298.870
2018:05:20:03:43:46.000,2427.956351,-55.137,297.935
2018:05:20:03:44:46.000,2407.999343,-55.158,296.969
2018:05:20:03:45:46.000,2388.714716,-55.183,295.971
2018:05:20:03:46:46.000,2370.131018,-55.213,294.942
2018:05:20:03:47:46.000,2352.276552,-55.246,293.881
2018:05:20:03:48:46.000,2335.179271,-55.283,292.789
2018:05:20:03:49:46.000,2318.866670,-55.322,291.666
2018:05:20:03:50:46.000,2303.365669,-55.364,290.514
2018:05:20:03:51:46.000,2288.702493,-55.407,289.331
2018:05:20:03:52:46.000,2274.902546,-55.451,288.121
2018:05:20:03:53:46.000,2261.990283,-55.496,286.882
2018:05:20:03:54:46.000,2249.989084,-55.540,285.617
2018:05:20:03:55:46.000,2238.921119,-55.582,284.327
2018:05:20:03:56:46.000,2228.807223,-55.624,283.013
2018:05:20:03:57:46.000,2219.666766,-55.663,281.677
2018:05:20:03:58:46.000,2211.517536,-55.699,280.321
2018:05:20:03:59:46.000,2204.375620,-55.731,278.947
2018:05:20:04:00:46.000,2198.255296,-55.760,277.557
2018:05:20:04:01:46.000,2193.168939,-55.785,276.154
2018:05:20:04:02:46.000,2189.126926,-55.804,274.739
2018:05:20:04:03:46.000,2186.137571,-55.819,273.315
2018:05:20:04:04:46.000,2184.207058,-55.829,271.885
2018:05:20:04:05:46.000,2183.339398,-55.833,270.452
2018:05:20:04:06:46.000,2183.536396,-55.832,269.017
2018:05:20:04:07:46.000,2184.797643,-55.826,267.585
2018:05:20:04:08:46.000,2187.120515,-55.814,266.157
2018:05:20:04:09:46.000,2190.500193,-55.798,264.736
2018:05:20:04:10:46.000,2194.929700,-55.776,263.325
2018:05:20:04:11:46.000,2200.399950,-55.750,261.926
2018:05:20:04:12:46.000,2206.899819,-55.720,260.542
2018:05:20:04:13:46.000,2214.416216,-55.686,259.174
2018:05:20:04:14:46.000,2222.934183,-55.648,257.826
2018:05:20:04:15:46.000,2232.436991,-55.609,256.498
2018:05:20:04:16:46.000,2242.906253,-55.567,255.193
2018:05:20:04:17:46.000,2254.322043,-55.523,253.912
2018:05:20:04:18:46.000,2266.663016,-55.479,252.656
2018:05:20:04:19:46.000,2279.906541,-55.435,251.428
2018:05:20:04:20:46.000,2294.028825,-55.391,250.227
2018:05:20:04:21:46.000,2309.005047,-55.348,249.056
2018:05:20:04:22:46.000,2324.809484,-55.307,247.914
2018:05:20:04:23:46.000,2341.415640,-55.269,246.803
2018:05:20:04:24:46.000,2358.796370,-55.233,245.723
2018:05:20:04:25:46.000,2376.923994,-55.201,244.673
2018:05:20:04:26:46.000,2395.770419,-55.173,243.656
2018:05:20:04:27:46.000,2415.307239,-55.150,242.669
2018:05:20:04:28:46.000,2435.505840,-55.131,241.715
2018:05:20:04:29:46.000,2456.337495,-55.118,240.791
2018:05:20:04:30:46.000,2477.773450,-55.111,239.899
2018:05:20:04:31:23.414,2491.433321,-55.110,239.359
2018:05:20:07:52:43.703,2491.433322,-55.110,300.643
2018:05:20:07:53:43.000,2469.885921,-55.113,299.781
2018:05:20:07:54:43.000,2448.665675,-55.122,298.877
2018:05:20:07:55:43.000,2428.060186,-55.137,297.943
2018:05:20:07:56:43.000,2408.098208,-55.158,296.976
2018:05:20:07:57:43.000,2388.808442,-55.183,295.979
2018:05:20:07:58:43.000,2370.219436,-55.212,294.949
2018:05:20:07:59:43.000,2352.359498,-55.246,293.889
2018:05:20:08:00:43.000,2335.256585,-55.283,292.797
2018:05:20:08:01:43.000,2318.938197,-55.322,291.675
2018:05:20:08:02:43.000,2303.431259,-55.364,290.522
2018:05:20:08:03:43.000,2288.762004,-55.407,289.340
2018:05:20:08:04:43.000,2274.955843,-55.451,288.129
2018:05:20:08:05:43.000,2262.037239,-55.495,286.891
2018:05:20:08:06:43.000,2250.029581,-55.539,285.626
2018:05:20:08:07:43.000,2238.955049,-55.582,284.336
2018:05:20:08:08:43.000,2228.834487,-55.623,283.022
2018:05:20:08:09:43.000,2219.687279,-55.662,281.686
2018:05:20:08:10:43.000,2211.531224,-55.699,280.331
2018:05:20:08:11:43.000,2204.382420,-55.731,278.957
2018:05:20:08:12:43.000,2198.255161,-55.760,277.567
2018:05:20:08:13:43.000,2193.161832,-55.785,276.163
2018:05:20:08:14:43.000,2189.112828,-55.805,274.748
2018:05:20:08:15:43.000,2186.116475,-55.819,273.324
2018:05:20:08:16:43.000,2184.178972,-55.829,271.894
2018:05:20:08:17:43.000,2183.304344,-55.834,270.461
2018:05:20:08:18:43.000,2183.494412,-55.833,269.027
2018:05:20:08:19:43.000,2184.748780,-55.826,267.594
2018:05:20:08:20:43.000,2187.064838,-55.815,266.166
2018:05:20:08:21:43.000,2190.437781,-55.798,264.745
2018:05:20:08:22:43.000,2194.860646,-55.776,263.334
2018:05:20:08:23:43.000,2200.324361,-55.750,261.935
2018:05:20:08:24:43.000,2206.817811,-55.720,260.551
