Start Time (YYYY:MM:DD),Stop Time (YYYY:MM:DD),Duration (sec)
2008:07:01:10:05:33.043,2008:07:01:10:05:42.122,9.079
2008:07:03:16:45:03.869,2008:07:03:16:45:17.384,13.515
2008:07:03:17:17:21.221,2008:07:03:17:17:30.267,9.046
2008:07:05:23:57:09.342,2008:07:05:23:57:22.472,13.131
2008:07:06:00:29:09.386,2008:07:06:00:29:18.405,9.019
2008:07:08:07:09:13.916,2008:07:08:07:09:26.680,12.764
2008:07:08:07:40:57.884,2008:07:08:07:41:06.888,9.004
2008:07:10:14:21:17.836,2008:07:10:14:21:30.246,12.41
2008:07:10:14:52:46.913,2008:07:10:14:52:55.912,8.999
2008:07:12:21:33:21.137,2008:07:12:21:33:33.214,12.077
2008:07:12:22:04:36.530,2008:07:12:22:04:45.539,9.008
2008:07:15:04:45:23.730,2008:07:15:04:45:35.495,11.764
2008:07:15:05:16:26.703,2008:07:15:05:16:35.737,9.034
2008:07:17:11:57:25.465,2008:07:17:11:57:36.940,11.474
2008:07:17:12:28:17.339,2008:07:17:12:28:26.416,9.076
2008:07:19:19:09:26.134,2008:07:19:19:09:37.340,11.207
2008:07:19:19:40:08.285,2008:07:19:19:40:17.422,9.137
2008:07:22:02:21:25.505,2008:07:22:02:21:36.473,10.968
2008:07:22:02:51:59.347,2008:07:22:02:52:08.563,9.216
2008:07:24:09:33:23.381,2008:07:24:09:33:34.136,10.755
2008:07:24:10:03:50.331,2008:07:24:10:03:59.645,9.314
2008:07:26:16:45:19.667,2008:07:26:16:45:30.224,10.557
2008:07:26:17:15:41.099,2008:07:26:17:15:50.518,9.419
2008:07:28:23:57:14.410,2008:07:28:23:57:24.791,10.382
2008:07:29:00:27:31.643,2008:07:29:00:27:41.179,9.536
2008:07:31:07:09:07.876,2008:07:31:07:09:18.089,10.213
2008:07:31:07:39:22.146,2008:07:31:07:39:31.808,9.662
2008:08:02:14:21:00.487,2008:08:02:14:21:10.543,10.056
2008:08:02:14:51:12.977,2008:08:02:14:51:22.766,9.79
2008:08:04:21:32:52.685,2008:08:04:21:33:02.588,9.903
2008:08:04:22:03:04.545,2008:08:04:22:03:14.475,9.93
2008:08:07:04:44:44.768,2008:08:07:04:44:54.528,9.76
2008:08:07:05:14:57.183,2008:08:07:05:15:07.261,10.078
2008:08:09:11:56:36.898,2008:08:09:11:56:46.517,9.619
2008:08:09:12:26:51.098,2008:08:09:12:27:01.339,10.241
2008:08:11:19:08:29.096,2008:08:11:19:08:38.593,9.497
2008:08:11:19:38:46.381,2008:08:11:19:38:56.803,10.421
2008:08:14:02:20:21.323,2008:08:14:02:20:30.710,9.388
2008:08:14:02:50:43.030,2008:08:14:02:50:53.649,10.619
2008:08:16:09:32:13.446,2008:08:16:09:32:22.738,9.292
2008:08:16:10:02:40.955,2008:08:16:10:02:51.799,10.844
2008:08:16:15:38:28.389,2008:08:16:16:39:49.392,3681.002
2008:08:16:18:50:21.020,2008:08:16:19:56:20.535,3959.515
2008:08:18:16:44:05.281,2008:08:18:16:44:14.499,9.217
2008:08:18:17:14:39.970,2008:08:18:17:14:51.065,11.095
