Start Time (YYYY:MM:DD),Stop Time (YYYY:MM:DD),Duration (sec)
2008:07:01:10:00:00.000,2008:07:03:15:56:43.110,194203.11
2008:07:03:16:53:17.680,2008:07:05:23:11:04.326,195466.646
2008:07:06:00:05:57.065,2008:07:08:06:25:15.988,195558.923
2008:07:08:07:18:31.930,2008:07:10:13:39:19.379,195647.449
2008:07:10:14:31:02.940,2008:07:12:20:53:14.988,195732.048
2008:07:12:21:43:30.407,2008:07:15:04:07:02.905,195812.498
2008:07:15:04:55:54.442,2008:07:17:11:20:43.028,195888.586
2008:07:17:12:08:15.071,2008:07:19:18:34:15.156,195960.086
2008:07:19:19:20:32.262,2008:07:22:01:47:39.099,196026.837
2008:07:22:02:32:45.971,2008:07:24:09:00:54.781,196088.81
2008:07:24:09:44:56.202,2008:07:26:16:14:02.424,196146.222
2008:07:26:16:57:03.069,2008:07:28:23:27:02.633,196199.563
2008:07:29:00:09:06.871,2008:07:31:06:39:56.470,196249.599
2008:07:31:07:21:08.113,2008:08:02:13:52:45.282,196297.169
2008:08:02:14:33:07.450,2008:08:04:21:05:30.296,196342.846
2008:08:04:21:45:05.492,2008:08:07:04:18:12.340,196386.848
2008:08:07:04:57:02.683,2008:08:09:11:30:51.822,196429.139
2008:08:09:12:08:59.256,2008:08:11:18:43:28.847,196469.591
2008:08:11:19:20:55.309,2008:08:14:01:56:03.354,196508.044
2008:08:14:02:32:50.835,2008:08:16:09:08:35.145,196544.31
2008:08:16:09:44:45.761,2008:08:16:23:28:12.026,49406.265
2008:08:17:04:41:30.520,2008:08:18:16:21:03.937,128373.417
2008:08:18:16:56:39.940,2008:08:20:23:33:29.406,196609.467
2008:08:21:00:08:33.186,2008:08:23:06:45:51.347,196638.162
2008:08:23:07:20:25.347,2008:08:25:13:58:09.768,196664.421
2008:08:25:14:32:16.385,2008:08:27:21:10:24.977,196688.592
2008:08:27:21:44:06.423,2008:08:30:04:22:37.546,196711.124
2008:08:30:04:55:55.762,2008:09:01:11:34:48.136,196732.374
2008:09:01:12:07:44.788,2008:09:03:18:46:57.334,196752.546
2008:09:03:19:19:33.869,2008:09:06:01:59:05.518,196771.649
2008:09:06:02:31:23.255,2008:09:08:09:11:12.883,196789.627
2008:09:08:09:43:13.122,2008:09:10:16:23:19.483,196806.361
2008:09:10:16:55:03.536,2008:09:12:23:35:25.253,196821.718
2008:09:13:00:06:54.484,2008:09:15:06:47:30.009,196835.525
2008:09:15:07:18:45.862,2008:09:17:13:59:33.475,196847.613
2008:09:17:14:30:37.462,2008:09:19:21:11:35.345,196857.884
2008:09:19:21:42:29.032,2008:09:22:04:23:35.427,196866.394
2008:09:22:04:54:20.365,2008:09:24:11:35:33.735,196873.37
2008:09:24:12:06:11.422,2008:09:26:18:47:30.491,196879.069
2008:09:26:19:18:02.327,2008:09:29:01:59:26.064,196883.737
2008:09:29:02:29:53.365,2008:10:01:09:11:20.865,196887.5
2008:10:01:09:41:44.881,2008:10:03:16:23:15.233,196890.353
2008:10:03:16:53:37.210,2008:10:05:23:35:09.416,196892.206
2008:10:06:00:05:30.615,2008:10:08:06:47:03.567,196892.953
2008:10:08:07:17:25.302,2008:10:10:13:58:57.737,196892.435
2008:10:10:14:29:21.381,2008:10:12:21:10:51.884,196890.503
2008:10:12:21:41:18.876,2008:10:15:04:22:45.838,196886.962
2008:10:15:04:53:17.650,2008:10:17:11:34:39.325,196881.675
2008:10:17:12:05:17.419,2008:10:19:18:46:32.067,196874.648
2008:10:19:19:17:17.849,2008:10:22:01:58:23.919,196866.07
2008:10:22:02:29:18.728,2008:10:24:09:10:14.921,196856.193
2008:10:24:09:41:20.063,2008:10:26:16:22:05.284,196845.221
2008:10:26:16:53:22.058,2008:10:28:23:33:55.297,196833.239
2008:10:29:00:05:25.076,2008:10:31:06:45:45.269,196820.194
2008:10:31:07:17:29.542,2008:11:02:13:57:35.497,196805.955
2008:11:02:14:29:35.894,2008:11:04:21:09:26.214,196790.32
2008:11:04:21:41:44.533,2008:11:07:04:21:17.605,196773.072
2008:11:07:04:53:55.812,2008:11:09:11:33:09.779,196753.967
2008:11:09:12:06:09.989,2008:11:11:18:45:02.734,196732.745
2008:11:11:19:18:27.159,2008:11:14:01:56:56.313,196709.154
2008:11:14:02:30:47.146,2008:11:16:09:08:50.237,196683.091
2008:11:16:09:43:09.534,2008:11:18:16:20:44.258,196654.725
2008:11:18:16:55:33.891,2008:11:20:23:32:38.299,196624.408
2008:11:21:00:08:00.042,2008:11:23:06:44:32.462,196592.42
2008:11:23:07:20:28.123,2008:11:25:13:56:27.002,196558.879
2008:11:25:14:32:58.530,2008:11:27:21:08:22.246,196523.716
2008:11:27:21:45:31.862,2008:11:30:04:20:18.588,196486.726
2008:11:30:04:58:08.837,2008:12:02:11:32:16.435,196447.598
2008:12:02:12:10:50.265,2008:12:04:18:44:16.199,196405.934
2008:12:04:19:23:36.981,2008:12:07:01:56:18.268,196361.287
2008:12:07:02:36:29.803,2008:12:09:09:08:22.956,196313.153
2008:12:09:09:49:29.410,2008:12:11:16:20:30.425,196261.015
2008:12:11:17:02:36.156,2008:12:13:23:32:40.591,196204.435
2008:12:14:00:15:49.847,2008:12:16:06:44:53.205,196143.358
2008:12:16:07:29:09.908,2008:12:18:13:57:08.098,196078.191
2008:12:18:14:42:35.885,2008:12:20:21:09:25.342,196009.457
2008:12:20:21:56:07.806,2008:12:23:04:21:45.257,195937.451
2008:12:23:05:09:46.228,2008:12:25:11:34:08.369,195862.141
2008:12:25:12:23:32.142,2008:12:27:18:46:35.391,195783.249
2008:12:27:19:37:26.955,2008:12:30:01:59:07.224,195700.269
2008:12:30:02:51:32.464,2009:01:01:09:11:43.932,195612.469
2009:01:01:10:05:49.830,2009:01:03:16:24:28.737,195518.906
2009:01:03:17:20:23.497,2009:01:05:23:37:21.928,195418.431
2009:01:06:00:35:15.030,2009:01:08:06:50:24.724,195309.694
2009:01:08:07:50:26.771,2009:01:10:14:03:38.017,195191.245
2009:01:10:15:06:00.263,2009:01:12:21:17:02.191,195061.927
2009:01:12:22:21:55.884,2009:01:15:04:30:37.383,194921.499
2009:01:15:05:38:13.419,2009:01:17:11:44:23.986,194770.566
2009:01:17:12:54:53.163,2009:01:19:18:58:22.971,194609.808
2009:01:19:20:11:56.530,2009:01:22:02:12:35.915,194439.385
2009:01:22:03:29:26.120,2009:01:24:09:27:05.086,194258.966
2009:01:24:10:47:25.776,2009:01:26:16:41:53.561,194067.785
2009:01:26:18:06:00.824,2009:01:28:23:57:05.460,193864.637
2009:01:29:01:25:18.369,2009:01:31:07:12:46.070,193647.701
2009:01:31:08:45:27.456,2009:02:02:14:29:01.872,193414.416
2009:02:02:16:06:38.918,2009:02:04:21:46:00.329,193161.412
2009:02:04:23:29:04.726,2009:02:07:05:03:49.271,192884.545
2009:02:07:06:52:56.630,2009:02:09:12:22:35.970,192579.34
2009:02:09:15:04:16.537,2009:02:11:19:42:26.780,189490.243
2009:02:11:21:45:34.684,2009:02:14:03:03:28.144,191873.46
2009:02:14:05:14:34.264,2009:02:16:10:25:48.184,191473.92
2009:02:16:12:45:31.735,2009:02:18:17:49:37.739,191046.004
2009:02:18:20:18:39.589,2009:02:21:01:15:11.091,190591.502
2009:02:21:03:54:14.978,2009:02:23:08:42:47.119,190112.142
2009:02:23:11:32:41.088,2009:02:25:16:12:51.268,189610.18
2009:02:25:19:14:29.716,2009:02:27:23:45:57.970,189088.254
2009:02:28:03:00:24.026,2009:03:02:07:22:52.515,188548.489
2009:03:02:10:51:19.709,2009:03:04:15:04:31.130,187991.42
2009:03:04:18:48:22.883,2009:03:06:22:51:58.292,187415.409
2009:03:07:02:52:43.517,2009:03:09:06:46:20.733,186817.215
2009:03:09:11:05:24.819,2009:03:11:14:48:39.868,186195.05
2009:03:11:19:27:12.439,2009:03:13:22:59:47.557,185555.119
2009:03:14:03:58:31.292,2009:03:16:07:20:27.094,184915.802
2009:03:16:12:39:30.453,2009:03:18:15:51:14.381,184303.929
2009:03:18:21:30:07.862,2009:03:21:00:32:36.033,183748.171
2009:03:21:06:30:11.030,2009:03:23:09:24:47.030,183276
2009:03:23:15:39:18.218,2009:03:25:18:27:52.303,182914.085
2009:03:26:00:57:04.054,2009:03:28:03:41:51.123,182687.069
2009:03:28:10:23:05.094,2009:03:30:13:06:33.545,182608.451
2009:03:30:19:56:50.754,2009:04:01:22:41:16.104,182665.35
2009:04:02:05:37:10.488,2009:04:04:08:24:04.505,182814.017
2009:04:04:15:21:35.905,2009:04:06:18:11:32.209,182996.304
2009:04:07:01:06:11.766,2009:04:09:03:58:59.250,183167.484
2009:04:09:10:46:13.001,2009:04:11:13:41:30.529,183317.527
2009:04:11:20:17:12.604,2009:04:13:23:15:01.947,183469.343
2009:04:14:05:36:00.567,2009:04:16:08:36:57.179,183656.613
2009:04:16:14:41:03.537,2009:04:18:17:46:07.705,183904.167
2009:04:18:23:32:10.913,2009:04:21:02:42:34.555,184223.642
2009:04:21:08:10:09.632,2009:04:23:11:27:08.097,184618.465
2009:04:23:16:36:21.619,2009:04:25:20:01:09.710,185088.091
2009:04:26:00:52:25.264,2009:04:28:04:26:11.102,185625.838
2009:04:28:08:59:57.409,2009:04:30:12:43:31.178,186213.769
2009:04:30:17:00:17.103,2009:05:02:20:54:02.767,186825.664
2009:05:03:00:54:19.965,2009:05:05:04:58:16.744,187436.779
2009:05:05:08:42:44.785,2009:05:07:12:56:34.396,188029.611
