Start Time (YYYY:MM:DD),Stop Time (YYYY:MM:DD),Duration (sec)
2008:07:02:05:54:41.779,2008:07:03:16:50:07.387,125725.608
2008:07:05:22:07:08.867,2008:07:06:00:08:43.310,7294.442
2008:07:08:07:15:46.544,2008:07:08:07:21:58.327,371.783
2008:07:12:22:05:05.813,2008:07:12:22:48:35.642,2609.829
2008:07:15:05:22:03.618,2008:07:15:11:01:27.878,20364.261
2008:07:17:12:41:28.951,2008:07:19:10:16:50.340,164121.388
2008:07:19:20:04:50.019,2008:07:21:23:57:28.863,186758.844
2008:07:22:03:36:53.607,2008:07:24:08:32:37.761,190544.154
2008:07:24:11:33:19.948,2008:07:26:16:16:04.878,189764.93
2008:07:26:21:10:50.561,2008:07:28:23:43:56.350,181985.789
2008:07:30:04:16:28.094,2008:07:31:07:05:29.915,96541.821
2008:08:02:12:47:27.498,2008:08:02:14:23:48.125,5780.627
2008:08:09:12:19:58.871,2008:08:09:13:13:25.928,3207.057
2008:08:11:19:37:14.198,2008:08:12:03:06:20.658,26946.461
2008:08:14:02:56:58.975,2008:08:16:02:02:06.712,169507.737
2008:08:16:10:20:58.654,2008:08:18:14:26:41.778,187543.124
2008:08:18:17:54:36.732,2008:08:20:22:51:59.872,190643.14
2008:08:21:01:56:07.392,2008:08:23:06:32:50.264,189402.872
2008:08:23:12:00:51.092,2008:08:25:13:59:43.548,179932.456
2008:08:27:03:32:32.333,2008:08:27:21:20:50.288,64097.955
2008:08:30:03:22:00.509,2008:08:30:04:38:50.920,4610.411
2008:09:06:02:34:54.898,2008:09:06:03:40:25.099,3930.201
2008:09:08:09:52:26.575,2008:09:08:20:02:50.223,36623.648
2008:09:10:17:12:32.081,2008:09:12:17:26:21.596,173629.515
2008:09:13:00:37:14.029,2008:09:15:04:53:56.897,188202.868
2008:09:15:08:12:38.127,2008:09:17:13:10:55.109,190696.982
2008:09:17:16:20:04.297,2008:09:19:20:49:26.567,188962.271
2008:09:20:02:59:32.020,2008:09:22:04:15:26.873,177354.853
2008:09:23:23:44:52.832,2008:09:24:11:36:08.643,42675.811
2008:09:26:17:52:22.045,2008:09:26:18:53:51.450,3689.405
