"Time (YYYY:MM:DD)","Range (km)","Elevation (deg)","Azimuth (deg)"
2018:05:18:15:43:18.000,3592.632978,-64.524,307.466
2018:05:18:15:44:18.000,3575.579305,-64.534,307.081
2018:05:18:15:45:18.000,3558.685353,-64.546,306.685
2018:05:18:15:46:18.000,3541.957880,-64.561,306.278
2018:05:18:15:47:18.000,3525.403687,-64.578,305.859
2018:05:18:15:48:18.000,3509.029612,-64.598,305.429
2018:05:18:15:49:18.000,3492.842523,-64.620,304.987
2018:05:18:15:50:18.000,3476.849318,-64.645,304.532
2018:05:18:15:51:18.000,3461.056921,-64.672,304.066
2018:05:18:15:52:18.000,3445.472274,-64.702,303.587
2018:05:18:15:53:18.000,3430.102336,-64.733,303.096
2018:05:18:15:54:18.000,3414.954075,-64.767,302.592
2018:05:18:15:55:18.000,3400.034463,-64.803,302.076
2018:05:18:15:56:18.000,3385.350474,-64.841,301.547
2018:05:18:15:57:18.000,3370.909074,-64.880,301.005
2018:05:18:15:58:18.000,3356.717216,-64.921,300.450
2018:05:18:15:59:18.000,3342.781833,-64.964,299.882
2018:05:18:16:00:18.000,3329.109836,-65.009,299.301
2018:05:18:16:01:18.000,3315.708098,-65.055,298.707
2018:05:18:16:02:18.000,3302.583457,-65.102,298.100
2018:05:18:16:03:18.000,3289.742701,-65.150,297.479
2018:05:18:16:04:18.000,3277.192563,-65.199,296.845
2018:05:18:16:05:18.000,3264.939715,-65.249,296.197
2018:05:18:16:06:18.000,3252.990756,-65.300,295.537
2018:05:18:16:07:18.000,3241.352206,-65.351,294.863
2018:05:18:16:08:18.000,3230.030498,-65.403,294.175
2018:05:18:16:09:18.000,3219.031969,-65.455,293.475
2018:05:18:16:10:18.000,3208.362849,-65.507,292.762
2018:05:18:16:11:18.000,3198.029254,-65.559,292.035
2018:05:18:16:12:18.000,3188.037179,-65.611,291.296
2018:05:18:16:13:18.000,3178.392484,-65.663,290.544
2018:05:18:16:14:18.000,3169.100889,-65.714,289.779
2018:05:18:16:15:18.000,3160.167962,-65.764,289.003
2018:05:18:16:16:18.000,3151.599113,-65.814,288.214
2018:05:18:16:17:18.000,3143.399581,-65.862,287.414
2018:05:18:16:18:18.000,3135.574429,-65.909,286.602
2018:05:18:16:19:18.000,3128.128532,-65.955,285.779
2018:05:18:16:20:18.000,3121.066569,-66.000,284.945
2018:05:18:16:21:18.000,3114.393016,-66.042,284.101
2018:05:18:16:22:18.000,3108.112134,-66.083,283.248
2018:05:18:16:23:18.000,3102.227966,-66.122,282.384
2018:05:18:16:24:18.000,3096.744326,-66.159,281.512
2018:05:18:16:25:18.000,3091.664790,-66.193,280.632
2018:05:18:16:26:18.000,3086.992692,-66.226,279.743
2018:05:18:16:27:18.000,3082.731116,-66.255,278.848
2018:05:18:16:28:18.000,3078.882891,-66.282,277.945
2018:05:18:16:29:18.000,3075.450581,-66.307,277.037
2018:05:18:16:30:18.000,3072.436485,-66.328,276.123
2018:05:18:16:31:18.000,3069.842628,-66.347,275.204
2018:05:18:16:32:18.000,3067.670761,-66.363,274.282
2018:05:18:16:33:18.000,3065.922350,-66.376,273.356
2018:05:18:16:34:18.000,3064.598582,-66.385,272.427
2018:05:18:16:35:18.000,3063.700355,-66.392,271.497
2018:05:18:16:36:18.000,3063.228281,-66.395,270.565
2018:05:18:16:37:18.000,3063.182680,-66.396,269.633
2018:05:18:16:38:18.000,3063.563583,-66.393,268.701
2018:05:18:16:39:18.000,3064.370733,-66.387,267.770
2018:05:18:16:40:18.000,3065.603580,-66.378,266.841
2018:05:18:16:41:18.000,3067.261286,-66.366,265.914
2018:05:18:16:42:18.000,3069.342729,-66.351,264.991
2018:05:18:16:43:18.000,3071.846500,-66.333,264.072
2018:05:18:16:44:18.000,3074.770910,-66.312,263.157
2018:05:18:16:45:18.000,3078.113993,-66.288,262.247
2018:05:18:16:46:18.000,3081.873509,-66.261,261.343
2018:05:18:16:47:18.000,3086.046948,-66.232,260.446
2018:05:18:16:48:18.000,3090.631540,-66.201,259.556
2018:05:18:16:49:18.000,3095.624255,-66.166,258.674
2018:05:18:16:50:18.000,3101.021812,-66.130,257.800
2018:05:18:16:51:18.000,3106.820685,-66.092,256.935
2018:05:18:16:52:18.000,3113.017112,-66.051,256.079
2018:05:18:16:53:18.000,3119.607099,-66.009,255.233
2018:05:18:16:54:18.000,3126.586431,-65.965,254.397
2018:05:18:16:55:18.000,3133.950676,-65.919,253.572
2018:05:18:16:56:18.000,3141.695200,-65.872,252.757
2018:05:18:16:57:18.000,3149.815168,-65.824,251.955
2018:05:18:16:58:18.000,3158.305557,-65.775,251.163
2018:05:18:16:59:18.000,3167.161166,-65.725,250.384
2018:05:18:17:00:18.000,3176.376620,-65.674,249.617
2018:05:18:17:01:18.000,3185.946385,-65.622,248.862
2018:05:18:17:02:18.000,3195.864772,-65.571,248.120
2018:05:18:17:03:18.000,3206.125951,-65.518,247.391
2018:05:18:17:04:18.000,3216.723955,-65.466,246.675
2018:05:18:17:05:18.000,3227.652694,-65.414,245.972
2018:05:18:17:06:18.000,3238.905960,-65.362,245.282
2018:05:18:17:07:18.000,3250.477440,-65.311,244.605
2018:05:18:17:08:18.000,3262.360721,-65.260,243.941
2018:05:18:17:09:18.000,3274.549300,-65.210,243.291
2018:05:18:17:10:18.000,3287.036595,-65.160,242.654
2018:05:18:17:11:18.000,3299.815948,-65.112,242.030
2018:05:18:17:12:18.000,3312.880640,-65.065,241.420
2018:05:18:17:13:18.000,3326.223892,-65.018,240.823
2018:05:18:17:14:18.000,3339.838879,-64.974,240.239
2018:05:18:17:15:18.000,3353.718733,-64.931,239.668
2018:05:18:17:16:18.000,3367.856551,-64.889,239.111
2018:05:18:17:17:18.000,3382.245404,-64.849,238.566
2018:05:18:17:18:18.000,3396.878343,-64.811,238.034
2018:05:18:17:19:18.000,3411.748404,-64.775,237.515
2018:05:18:17:20:18.000,3426.848615,-64.741,237.009
2018:05:18:17:21:18.000,3442.172003,-64.708,236.515
2018:05:18:17:22:18.000,3457.711598,-64.679,236.034
2018:05:18:17:23:18.000,3473.460438,-64.651,235.565
2018:05:18:17:24:18.000,3489.411578,-64.626,235.108
2018:05:18:17:25:18.000,3505.558091,-64.603,234.663
2018:05:18:17:26:18.000,3521.893071,-64.582,234.230
2018:05:18:17:27:18.000,3538.409643,-64.564,233.809
2018:05:18:17:28:18.000,3555.100964,-64.549,233.399
2018:05:18:17:29:18.000,3571.960224,-64.536,233.001
2018:05:18:17:30:18.000,3588.980655,-64.526,232.614
2018:05:18:17:31:18.000,3606.155530,-64.518,232.238
2018:05:18:17:32:18.000,3623.478170,-64.514,231.873
2018:05:18:17:33:18.000,3640.941942,-64.512,231.519
2018:05:18:17:33:30.005,3644.452638,-64.512,231.450
2018:05:18:22:07:45.099,3644.452867,-64.512,308.554
2018:05:18:22:08:45.000,3626.988545,-64.513,308.203
2018:05:18:22:09:45.000,3609.635015,-64.517,307.841
2018:05:18:22:10:45.000,3592.427876,-64.524,307.467
2018:05:18:22:11:45.000,3575.373801,-64.534,307.082
2018:05:18:22:12:45.000,3558.479506,-64.546,306.686
2018:05:18:22:13:45.000,3541.751754,-64.561,306.279
2018:05:18:22:14:45.000,3525.197345,-64.578,305.860
2018:05:18:22:15:45.000,3508.823116,-64.598,305.430
2018:05:18:22:16:45.000,3492.635940,-64.621,304.987
2018:05:18:22:17:45.000,3476.642714,-64.646,304.533
2018:05:18:22:18:45.000,3460.850363,-64.673,304.066
2018:05:18:22:19:45.000,3445.265831,-64.702,303.587
2018:05:18:22:20:45.000,3429.896077,-64.734,303.096
2018:05:18:22:21:45.000,3414.748071,-64.768,302.592
2018:05:18:22:22:45.000,3399.828786,-64.804,302.076
2018:05:18:22:23:45.000,3385.145196,-64.841,301.547
2018:05:18:22:24:45.000,3370.704268,-64.881,301.005
2018:05:18:22:25:45.000,3356.512956,-64.922,300.450
2018:05:18:22:26:45.000,3342.578196,-64.965,299.882
2018:05:18:22:27:45.000,3328.906896,-65.009,299.300
2018:05:18:22:28:45.000,3315.505934,-65.055,298.706
2018:05:18:22:29:45.000,3302.382145,-65.102,298.098
2018:05:18:22:30:45.000,3289.542320,-65.151,297.477
2018:05:18:22:31:45.000,3276.993192,-65.200,296.843
2018:05:18:22:32:45.000,3264.741433,-65.250,296.196
2018:05:18:22:33:45.000,3252.793643,-65.301,295.535
2018:05:18:22:34:45.000,3241.156343,-65.352,294.861
2018:05:18:22:35:45.000,3229.835965,-65.404,294.173
2018:05:18:22:36:45.000,3218.838847,-65.456,293.473
2018:05:18:22:37:45.000,3208.171220,-65.508,292.759
2018:05:18:22:38:45.000,3197.839200,-65.560,292.032
2018:05:18:22:39:45.000,3187.848780,-65.612,291.293
2018:05:18:22:40:45.000,3178.205822,-65.664,290.541
2018:05:18:22:41:45.000,3168.916045,-65.715,289.776
2018:05:18:22:42:45.000,3159.985018,-65.765,288.999
2018:05:18:22:43:45.000,3151.418150,-65.815,288.210
2018:05:18:22:44:45.000,3143.220679,-65.863,287.410
2018:05:18:22:45:45.000,3135.397668,-65.910,286.598
2018:05:18:22:46:45.000,3127.953991,-65.956,285.775
2018:05:18:22:47:45.000,3120.894327,-66.001,284.941
2018:05:18:22:48:45.000,3114.223150,-66.043,284.097
2018:05:18:22:49:45.000,3107.944723,-66.084,283.243
2018:05:18:22:50:45.000,3102.063085,-66.123,282.379
2018:05:18:22:51:45.000,3096.582049,-66.160,281.507
2018:05:18:22:52:45.000,3091.505192,-66.195,280.626
2018:05:18:22:53:45.000,3086.835845,-66.227,279.738
2018:05:18:22:54:45.000,3082.577091,-66.256,278.842
2018:05:18:22:55:45.000,3078.731757,-66.284,277.939
2018:05:18:22:56:45.000,3075.302406,-66.308,277.031
2018:05:18:22:57:45.000,3072.291335,-66.329,276.117
2018:05:18:22:58:45.000,3069.700568,-66.348,275.198
2018:05:18:22:59:45.000,3067.531852,-66.364,274.275
2018:05:18:23:00:45.000,3065.786654,-66.377,273.349
2018:05:18:23:01:45.000,3064.466157,-66.386,272.420
2018:05:18:23:02:45.000,3063.571258,-66.393,271.490
2018:05:18:23:03:45.000,3063.102564,-66.396,270.558
2018:05:18:23:04:45.000,3063.060396,-66.397,269.625
2018:05:18:23:05:45.000,3063.444783,-66.394,268.693
2018:05:18:23:06:45.000,3064.255462,-66.388,267.762
2018:05:18:23:07:45.000,3065.491882,-66.379,266.833
2018:05:18:23:08:45.000,3067.153205,-66.367,265.906
2018:05:18:23:09:45.000,3069.238303,-66.352,264.983
2018:05:18:23:10:45.000,3071.745767,-66.333,264.063
2018:05:18:23:11:45.000,3074.673904,-66.312,263.148
2018:05:18:23:12:45.000,3078.020745,-66.289,262.239
2018:05:18:23:13:45.000,3081.784048,-66.262,261.335
2018:05:18:23:14:45.000,3085.961301,-66.233,260.438
2018:05:18:23:15:45.000,3090.549730,-66.201,259.547
2018:05:18:23:16:45.000,3095.546302,-66.167,258.665
2018:05:18:23:17:45.000,3100.947735,-66.131,257.791
2018:05:18:23:18:45.000,3106.750499,-66.092,256.926
2018:05:18:23:19:45.000,3112.950830,-66.052,256.070
2018:05:18:23:20:45.000,3119.544732,-66.009,255.224
2018:05:18:23:21:45.000,3126.527985,-65.965,254.388
2018:05:18:23:22:45.000,3133.896157,-65.920,253.563
2018:05:18:23:23:45.000,3141.644609,-65.873,252.749
2018:05:18:23:24:45.000,3149.768506,-65.824,251.946
2018:05:18:23:25:45.000,3158.262821,-65.775,251.154
2018:05:18:23:26:45.000,3167.122350,-65.725,250.375
2018:05:18:23:27:45.000,3176.341718,-65.674,249.608
2018:05:18:23:28:45.000,3185.915386,-65.623,248.853
2018:05:18:23:29:45.000,3195.837665,-65.571,248.111
2018:05:18:23:30:45.000,3206.102720,-65.519,247.382
2018:05:18:23:31:45.000,3216.704585,-65.466,246.666
2018:05:18:23:32:45.000,3227.637165,-65.414,245.963
2018:05:18:23:33:45.000,3238.894253,-65.362,245.273
2018:05:18:23:34:45.000,3250.469532,-65.311,244.596
2018:05:18:23:35:45.000,3262.356587,-65.260,243.932
2018:05:18:23:36:45.000,3274.548914,-65.210,243.282
2018:05:18:23:37:45.000,3287.039929,-65.160,242.645
2018:05:18:23:38:45.000,3299.822973,-65.112,242.022
2018:05:18:23:39:45.000,3312.891324,-65.064,241.412
2018:05:18:23:40:45.000,3326.238202,-65.018,240.815
2018:05:18:23:41:45.000,3339.856781,-64.974,240.231
2018:05:18:23:42:45.000,3353.740192,-64.930,239.660
2018:05:18:23:43:45.000,3367.881529,-64.889,239.103
2018:05:18:23:44:45.000,3382.273864,-64.849,238.558
2018:05:18:23:45:45.000,3396.910245,-64.811,238.026
2018:05:18:23:46:45.000,3411.783708,-64.775,237.507
2018:05:18:23:47:45.000,3426.887279,-64.740,237.001
2018:05:18:23:48:45.000,3442.213984,-64.708,236.507
2018:05:18:23:49:45.000,3457.756853,-64.678,236.026
2018:05:18:23:50:45.000,3473.508923,-64.651,235.557
2018:05:18:23:51:45.000,3489.463248,-64.625,235.100
2018:05:18:23:52:45.000,3505.612899,-64.603,234.655
2018:05:18:23:53:45.000,3521.950972,-64.582,234.222
2018:05:18:23:54:45.000,3538.470590,-64.564,233.801
2018:05:18:23:55:45.000,3555.164908,-64.549,233.392
2018:05:18:23:56:45.000,3572.027117,-64.536,232.993
2018:05:18:23:57:45.000,3589.050449,-64.526,232.606
2018:05:18:23:58:45.000,3606.228176,-64.518,232.231
2018:05:18:23:59:45.000,3623.553618,-64.514,231.866
2018:05:19:00:00:45.000,3641.020142,-64.512,231.512
2018:05:19:00:00:56.734,3644.451960,-64.512,231.444
2018:05:19:04:35:11.412,3644.451953,-64.512,308.559
2018:05:19:04:36:11.000,3627.076537,-64.513,308.210
2018:05:19:04:37:11.000,3609.720308,-64.517,307.848
2018:05:19:04:38:11.000,3592.510420,-64.524,307.474
2018:05:19:04:39:11.000,3575.453544,-64.534,307.090
2018:05:19:04:40:11.000,3558.556398,-64.546,306.694
2018:05:19:04:41:11.000,3541.825745,-64.561,306.286
2018:05:19:04:42:11.000,3525.268385,-64.578,305.868
2018:05:19:04:43:11.000,3508.891158,-64.598,305.437
2018:05:19:04:44:11.000,3492.700933,-64.621,304.995
2018:05:19:04:45:11.000,3476.704611,-64.646,304.540
2018:05:19:04:46:11.000,3460.909117,-64.673,304.074
2018:05:19:04:47:11.000,3445.321395,-64.702,303.595
2018:05:19:04:48:11.000,3429.948405,-64.734,303.104
2018:05:19:04:49:11.000,3414.797117,-64.768,302.600
2018:05:19:04:50:11.000,3399.874507,-64.803,302.084
2018:05:19:04:51:11.000,3385.187548,-64.841,301.555
2018:05:19:04:52:11.000,3370.743209,-64.881,301.013
2018:05:19:04:53:11.000,3356.548445,-64.922,300.458
2018:05:19:04:54:11.000,3342.610193,-64.965,299.890
2018:05:19:04:55:11.000,3328.935362,-65.009,299.309
2018:05:19:04:56:11.000,3315.530830,-65.055,298.714
2018:05:19:04:57:11.000,3302.403436,-65.102,298.107
2018:05:19:04:58:11.000,3289.559970,-65.151,297.486
2018:05:19:04:59:11.000,3277.007168,-65.200,296.852
2018:05:19:05:00:11.000,3264.751703,-65.250,296.204
2018:05:19:05:01:11.000,3252.800177,-65.301,295.544
2018:05:19:05:02:11.000,3241.159112,-65.352,294.869
2018:05:19:05:03:11.000,3229.834943,-65.404,294.182
2018:05:19:05:04:11.000,3218.834009,-65.456,293.481
2018:05:19:05:05:11.000,3208.162542,-65.508,292.768
2018:05:19:05:06:11.000,3197.826661,-65.560,292.041
2018:05:19:05:07:11.000,3187.832361,-65.612,291.302
2018:05:19:05:08:11.000,3178.185507,-65.664,290.550
2018:05:19:05:09:11.000,3168.891818,-65.715,289.785
2018:05:19:05:10:11.000,3159.956867,-65.765,289.008
2018:05:19:05:11:11.000,3151.386064,-65.815,288.219
2018:05:19:05:12:11.000,3143.184652,-65.863,287.419
2018:05:19:05:13:11.000,3135.357693,-65.911,286.607
2018:05:19:05:14:11.000,3127.910065,-65.957,285.784
2018:05:19:05:15:11.000,3120.846450,-66.001,284.950
2018:05:19:05:16:11.000,3114.171324,-66.044,284.106
2018:05:19:05:17:11.000,3107.888952,-66.085,283.252
2018:05:19:05:18:11.000,3102.003377,-66.124,282.388
2018:05:19:05:19:11.000,3096.518413,-66.160,281.516
2018:05:19:05:20:11.000,3091.437640,-66.195,280.635
2018:05:19:05:21:11.000,3086.764393,-66.227,279.747
2018:05:19:05:22:11.000,3082.501757,-66.257,278.851
2018:05:19:05:23:11.000,3078.652560,-66.284,277.948
2018:05:19:05:24:11.000,3075.219371,-66.309,277.039
2018:05:19:05:25:11.000,3072.204487,-66.330,276.125
2018:05:19:05:26:11.000,3069.609935,-66.349,275.206
2018:05:19:05:27:11.000,3067.437466,-66.365,274.284
2018:05:19:05:28:11.000,3065.688548,-66.377,273.357
2018:05:19:05:29:11.000,3064.364367,-66.387,272.428
2018:05:19:05:30:11.000,3063.465823,-66.394,271.498
2018:05:19:05:31:11.000,3062.993527,-66.397,270.566
2018:05:19:05:32:11.000,3062.947799,-66.398,269.633
2018:05:19:05:33:11.000,3063.328672,-66.395,268.701
2018:05:19:05:34:11.000,3064.135887,-66.389,267.770
2018:05:19:05:35:11.000,3065.368894,-66.380,266.840
2018:05:19:05:36:11.000,3067.026856,-66.368,265.914
2018:05:19:05:37:11.000,3069.108649,-66.352,264.990
2018:05:19:05:38:11.000,3071.612864,-66.334,264.070
2018:05:19:05:39:11.000,3074.537812,-66.313,263.155
2018:05:19:05:40:11.000,3077.881526,-66.290,262.245
2018:05:19:05:41:11.000,3081.641764,-66.263,261.341
2018:05:19:05:42:11.000,3085.816017,-66.234,260.444
2018:05:19:05:43:11.000,3090.401512,-66.202,259.553
2018:05:19:05:44:11.000,3095.395219,-66.168,258.671
2018:05:19:05:45:11.000,3100.793856,-66.132,257.797
2018:05:19:05:46:11.000,3106.593895,-66.093,256.931
2018:05:19:05:47:11.000,3112.791572,-66.053,256.075
2018:05:19:05:48:11.000,3119.382893,-66.010,255.229
2018:05:19:05:49:11.000,3126.363639,-65.966,254.393
2018:05:19:05:50:11.000,3133.729380,-65.921,253.568
2018:05:19:05:51:11.000,3141.475477,-65.874,252.753
2018:05:19:05:52:11.000,3149.597094,-65.825,251.950
2018:05:19:05:53:11.000,3158.089208,-65.776,251.159
2018:05:19:05:54:11.000,3166.946613,-65.726,250.379
2018:05:19:05:55:11.000,3176.163934,-65.675,249.612
2018:05:19:05:56:11.000,3185.735635,-65.624,248.857
2018:05:19:05:57:11.000,3195.656025,-65.572,248.115
2018:05:19:05:58:11.000,3205.919272,-65.519,247.386
2018:05:19:05:59:11.000,3216.519406,-65.467,246.669
2018:05:19:06:00:11.000,3227.450335,-65.415,245.966
2018:05:19:06:01:11.000,3238.705851,-65.363,245.276
2018:05:19:06:02:11.000,3250.279636,-65.312,244.599
2018:05:19:06:03:11.000,3262.165277,-65.261,243.935
2018:05:19:06:04:11.000,3274.356268,-65.210,243.285
2018:05:19:06:05:11.000,3286.846024,-65.161,242.647
2018:05:19:06:06:11.000,3299.627887,-65.113,242.024
2018:05:19:06:07:11.000,3312.695134,-65.065,241.413
2018:05:19:06:08:11.000,3326.040986,-65.019,240.816
2018:05:19:06:09:11.000,3339.658613,-64.974,240.232
2018:05:19:06:10:11.000,3353.541147,-64.931,239.661
2018:05:19:06:11:11.000,3367.681683,-64.889,239.104
2018:05:19:06:12:11.000,3382.073290,-64.849,238.559
2018:05:19:06:13:11.000,3396.709016,-64.811,238.027
2018:05:19:06:14:11.000,3411.581896,-64.775,237.508
2018:05:19:06:15:11.000,3426.684955,-64.741,237.002
2018:05:19:06:16:11.000,3442.011219,-64.709,236.508
2018:05:19:06:17:11.000,3457.553716,-64.679,236.026
2018:05:19:06:18:11.000,3473.305483,-64.651,235.557
2018:05:19:06:19:11.000,3489.259573,-64.626,235.100
2018:05:19:06:20:11.000,3505.409054,-64.603,234.655
2018:05:19:06:21:11.000,3521.747024,-64.582,234.222
2018:05:19:06:22:11.000,3538.266602,-64.564,233.801
2018:05:19:06:23:11.000,3554.960944,-64.549,233.391
2018:05:19:06:24:11.000,3571.823241,-64.536,232.993
2018:05:19:06:25:11.000,3588.846721,-64.526,232.606
2018:05:19:06:26:11.000,3606.024656,-64.518,232.230
2018:05:19:06:27:11.000,3623.350365,-64.514,231.865
2018:05:19:06:28:11.000,3640.817215,-64.512,231.511
2018:05:19:06:28:23.430,3644.452916,-64.512,231.439
2018:05:19:11:02:37.727,3644.452613,-64.512,308.564
2018:05:19:11:03:37.000,3627.166959,-64.513,308.216
2018:05:19:11:04:37.000,3609.808237,-64.517,307.854
2018:05:19:11:05:37.000,3592.595807,-64.524,307.481
2018:05:19:11:06:37.000,3575.536339,-64.534,307.096
2018:05:19:11:07:37.000,3558.636552,-64.546,306.700
2018:05:19:11:08:37.000,3541.903208,-64.561,306.293
2018:05:19:11:09:37.000,3525.343109,-64.578,305.874
2018:05:19:11:10:37.000,3508.963094,-64.598,305.444
2018:05:19:11:11:37.000,3492.770033,-64.621,305.002
2018:05:19:11:12:37.000,3476.770829,-64.645,304.547
2018:05:19:11:13:37.000,3460.972405,-64.673,304.081
2018:05:19:11:14:37.000,3445.381707,-64.702,303.602
2018:05:19:11:15:37.000,3430.005696,-64.734,303.111
2018:05:19:11:16:37.000,3414.851342,-64.767,302.608
2018:05:19:11:17:37.000,3399.925621,-64.803,302.091
2018:05:19:11:18:37.000,3385.235508,-64.841,301.562
2018:05:19:11:19:37.000,3370.787973,-64.881,301.020
2018:05:19:11:20:37.000,3356.589972,-64.922,300.466
2018:05:19:11:21:37.000,3342.648441,-64.965,299.898
2018:05:19:11:22:37.000,3328.970292,-65.009,299.317
2018:05:19:11:23:37.000,3315.562405,-65.055,298.722
2018:05:19:11:24:37.000,3302.431618,-65.102,298.115
2018:05:19:11:25:37.000,3289.584724,-65.150,297.494
2018:05:19:11:26:37.000,3277.028459,-65.200,296.860
2018:05:19:11:27:37.000,3264.769498,-65.250,296.212
2018:05:19:11:28:37.000,3252.814445,-65.301,295.552
2018:05:19:11:29:37.000,3241.169823,-65.352,294.878
2018:05:19:11:30:37.000,3229.842068,-65.404,294.190
2018:05:19:11:31:37.000,3218.837522,-65.456,293.490
2018:05:19:11:32:37.000,3208.162418,-65.508,292.776
2018:05:19:11:33:37.000,3197.822877,-65.560,292.050
2018:05:19:11:34:37.000,3187.824897,-65.612,291.310
2018:05:19:11:35:37.000,3178.174343,-65.664,290.558
2018:05:19:11:36:37.000,3168.876937,-65.715,289.794
2018:05:19:11:37:37.000,3159.938254,-65.766,289.017
2018:05:19:11:38:37.000,3151.363706,-65.815,288.228
2018:05:19:11:39:37.000,3143.158538,-65.864,287.427
2018:05:19:11:40:37.000,3135.327815,-65.911,286.615
2018:05:19:11:41:37.000,3127.876418,-65.957,285.792
2018:05:19:11:42:37.000,3120.809029,-66.001,284.958
2018:05:19:11:43:37.000,3114.130128,-66.044,284.114
2018:05:19:11:44:37.000,3107.843981,-66.085,283.260
2018:05:19:11:45:37.000,3101.954635,-66.124,282.397
2018:05:19:11:46:37.000,3096.465907,-66.161,281.524
2018:05:19:11:47:37.000,3091.381378,-66.195,280.644
2018:05:19:11:48:37.000,3086.704386,-66.228,279.755
2018:05:19:11:49:37.000,3082.438018,-66.257,278.859
2018:05:19:11:50:37.000,3078.585107,-66.285,277.956
2018:05:19:11:51:37.000,3075.148220,-66.309,277.048
2018:05:19:11:52:37.000,3072.129661,-66.331,276.133
2018:05:19:11:53:37.000,3069.531458,-66.349,275.215
2018:05:19:11:54:37.000,3067.355364,-66.365,274.292
2018:05:19:11:55:37.000,3065.602850,-66.378,273.365
2018:05:19:11:56:37.000,3064.275105,-66.388,272.436
2018:05:19:11:57:37.000,3063.373030,-66.394,271.505
2018:05:19:11:58:37.000,3062.897238,-66.398,270.573
2018:05:19:11:59:37.000,3062.848055,-66.398,269.641
2018:05:19:12:00:37.000,3063.225513,-66.395,268.708
2018:05:19:12:01:37.000,3064.029356,-66.390,267.777
