"Start Time (YYYY:MM:DD)","Stop Time (YYYY:MM:DD)","Duration (sec)"
2018:05:17:10:00:00.000,2018:05:17:10:35:31.874,2131.874
2018:05:17:11:30:22.821,2018:05:17:16:59:28.085,19745.264
2018:05:17:17:54:19.041,2018:05:17:23:23:24.309,19745.269
2018:05:18:00:18:15.282,2018:05:18:05:47:20.554,19745.272
2018:05:18:06:42:11.535,2018:05:18:12:11:16.816,19745.281
2018:05:18:13:06:07.805,2018:05:18:18:35:13.099,19745.294
2018:05:18:19:30:04.102,2018:05:19:00:59:09.405,19745.303
2018:05:19:01:54:00.418,2018:05:19:07:23:05.734,19745.316
2018:05:19:08:17:56.758,2018:05:19:13:47:02.088,19745.330
2018:05:19:14:41:53.122,2018:05:19:20:10:58.469,19745.346
2018:05:19:21:05:49.514,2018:05:20:02:34:54.876,19745.362
2018:05:20:03:29:45.931,2018:05:20:08:58:51.312,19745.380
2018:05:20:09:53:42.381,2018:05:20:15:22:47.776,19745.395
2018:05:20:16:17:38.856,2018:05:20:21:46:44.269,19745.413
2018:05:20:22:41:35.362,2018:05:21:04:10:40.796,19745.434
2018:05:21:05:05:31.893,2018:05:21:10:34:37.346,19745.453
2018:05:21:11:29:28.459,2018:05:21:16:58:33.930,19745.470
2018:05:21:17:53:25.056,2018:05:21:23:22:30.543,19745.488
2018:05:22:00:17:21.685,2018:05:22:05:46:27.188,19745.502
2018:05:22:06:41:18.339,2018:05:22:12:10:23.862,19745.522
2018:05:22:13:05:15.031,2018:05:22:18:34:20.566,19745.534
2018:05:22:19:29:11.745,2018:05:23:00:58:17.299,19745.554
2018:05:23:01:53:08.495,2018:05:23:07:22:14.060,19745.566
2018:05:23:08:17:05.270,2018:05:23:13:46:10.850,19745.581
2018:05:23:14:41:02.073,2018:05:23:20:10:07.668,19745.595
2018:05:23:21:04:58.905,2018:05:24:02:34:04.511,19745.606
2018:05:24:03:28:55.765,2018:05:24:08:58:01.381,19745.616
2018:05:24:09:52:52.651,2018:05:24:15:21:58.278,19745.627
2018:05:24:16:16:49.563,2018:05:24:21:45:55.193,19745.629
2018:05:24:22:40:46.496,2018:05:25:04:09:52.133,19745.637
2018:05:25:05:04:43.456,2018:05:25:10:33:49.094,19745.639
2018:05:25:11:28:40.434,2018:05:25:16:57:46.076,19745.642
2018:05:25:17:52:37.435,2018:05:25:23:21:43.077,19745.642
2018:05:26:00:16:34.454,2018:05:26:05:45:40.095,19745.640
2018:05:26:06:40:31.489,2018:05:26:12:09:37.129,19745.640
2018:05:26:13:04:28.543,2018:05:26:18:33:34.178,19745.636
2018:05:26:19:28:25.612,2018:05:27:00:57:31.241,19745.629
2018:05:27:01:52:22.698,2018:05:27:07:21:28.316,19745.617
2018:05:27:08:16:19.791,2018:05:27:13:45:25.401,19745.609
2018:05:27:14:40:16.900,2018:05:27:20:09:22.498,19745.598
2018:05:27:21:04:14.015,2018:05:28:02:33:19.596,19745.581
2018:05:28:03:28:11.138,2018:05:28:08:57:16.704,19745.567
2018:05:28:09:52:08.268,2018:05:28:15:21:13.817,19745.549
2018:05:28:16:16:05.404,2018:05:28:21:45:10.933,19745.529
2018:05:28:22:40:02.546,2018:05:29:04:09:08.050,19745.504
2018:05:29:05:03:59.688,2018:05:29:10:33:05.168,19745.480
2018:05:29:11:27:56.830,2018:05:29:16:57:02.283,19745.453
2018:05:29:17:51:53.969,2018:05:29:23:20:59.400,19745.431
2018:05:30:00:15:51.111,2018:05:30:05:44:56.507,19745.396
2018:05:30:06:39:48.243,2018:05:30:12:08:53.611,19745.369
2018:05:30:13:03:45.377,2018:05:30:18:32:50.709,19745.332
2018:05:30:19:27:42.497,2018:05:31:00:56:47.799,19745.302
2018:05:31:01:51:39.617,2018:05:31:07:20:44.879,19745.263
2018:05:31:08:15:36.719,2018:05:31:13:44:41.949,19745.230
2018:05:31:14:39:33.819,2018:05:31:20:08:39.007,19745.188
2018:05:31:21:03:30.904,2018:06:01:02:32:36.052,19745.148
2018:06:01:03:27:27.976,2018:06:01:08:56:33.083,19745.107
2018:06:01:09:51:25.034,2018:06:01:15:20:30.098,19745.064
2018:06:01:16:15:22.075,2018:06:01:21:44:27.097,19745.022
2018:06:01:22:39:19.107,2018:06:02:04:08:24.078,19744.971
2018:06:02:05:03:16.114,2018:06:02:10:32:21.041,19744.927
2018:06:02:11:27:13.105,2018:06:02:16:56:17.985,19744.879
2018:06:02:17:51:10.078,2018:06:02:23:20:14.908,19744.830
2018:06:03:00:15:07.031,2018:06:03:05:44:11.810,19744.778
2018:06:03:06:39:03.961,2018:06:03:12:08:08.690,19744.730
2018:06:03:13:03:00.870,2018:06:03:18:32:05.546,19744.676
2018:06:03:19:26:57.752,2018:06:04:00:56:02.379,19744.628
2018:06:04:01:50:54.613,2018:06:04:07:19:59.188,19744.575
