"Start Time (YYYY:MM:DD)","Stop Time (YYYY:MM:DD)","Duration (sec)"
2018:05:17:11:04:00.472,2018:05:17:21:39:10.524,38110.052
2018:05:17:23:47:28.852,2018:05:18:10:22:38.927,38110.075
2018:05:18:12:30:57.258,2018:05:18:23:06:07.359,38110.101
2018:05:19:01:14:25.695,2018:05:19:11:49:35.823,38110.128
2018:05:19:13:57:54.156,2018:05:20:00:33:04.308,38110.152
2018:05:20:02:41:22.649,2018:05:20:13:16:32.818,38110.169
2018:05:20:15:24:51.160,2018:05:21:02:00:01.347,38110.186
2018:05:21:04:08:19.692,2018:05:21:14:43:29.891,38110.199
2018:05:21:16:51:48.231,2018:05:22:03:26:58.442,38110.212
2018:05:22:05:35:16.782,2018:05:22:16:10:26.990,38110.207
2018:05:22:18:18:45.330,2018:05:23:04:53:55.541,38110.211
2018:05:23:07:02:13.877,2018:05:23:17:37:24.075,38110.198
2018:05:23:19:45:42.406,2018:05:24:06:20:52.598,38110.192
2018:05:24:08:29:10.926,2018:05:24:19:04:21.095,38110.169
2018:05:24:21:12:39.423,2018:05:25:07:47:49.576,38110.153
2018:05:25:09:56:07.895,2018:05:25:20:31:18.023,38110.128
2018:05:25:22:39:36.336,2018:05:26:09:14:46.446,38110.110
2018:05:26:11:23:04.754,2018:05:26:21:58:14.832,38110.079
2018:05:27:00:06:33.138,2018:05:27:10:41:43.195,38110.058
2018:05:27:12:50:01.494,2018:05:27:23:25:11.523,38110.029
2018:05:28:01:33:29.815,2018:05:28:12:08:39.827,38110.012
2018:05:28:14:16:58.114,2018:05:29:00:52:08.097,38109.983
2018:05:29:03:00:26.385,2018:05:29:13:35:36.349,38109.965
2018:05:29:15:43:54.632,2018:05:30:02:19:04.577,38109.945
2018:05:30:04:27:22.854,2018:05:30:15:02:32.790,38109.936
2018:05:30:17:10:51.064,2018:05:31:03:46:00.981,38109.917
2018:05:31:05:54:19.256,2018:05:31:16:29:29.166,38109.910
2018:05:31:18:37:47.440,2018:06:01:05:12:57.338,38109.898
2018:06:01:07:21:15.609,2018:06:01:17:56:25.507,38109.899
2018:06:01:20:04:43.777,2018:06:02:06:39:53.665,38109.889
2018:06:02:08:48:11.936,2018:06:02:19:23:21.826,38109.889
2018:06:02:21:31:40.100,2018:06:03:08:06:49.984,38109.884
2018:06:03:10:15:08.255,2018:06:03:20:50:18.146,38109.891
