"Start Time (YYYY:MM:DD)","Stop Time (YYYY:MM:DD)","Duration (sec)"
2018:05:18:16:41:02.000,2018:05:18:21:43:33.691,18151.691
2018:05:19:04:57:46.462,2018:05:19:10:00:18.173,18151.712
2018:05:19:17:14:30.969,2018:05:19:22:17:02.706,18151.738
2018:05:20:05:31:15.521,2018:05:20:10:33:47.274,18151.753
2018:05:20:17:48:00.114,2018:05:20:22:50:31.873,18151.759
2018:05:21:06:04:44.730,2018:05:21:11:07:16.498,18151.767
2018:05:21:18:21:29.366,2018:05:21:23:24:01.139,18151.773
2018:05:22:06:38:14.010,2018:05:22:11:40:45.792,18151.782
2018:05:22:18:54:58.656,2018:05:22:23:57:30.436,18151.779
2018:05:23:07:11:43.298,2018:05:23:12:14:15.063,18151.765
2018:05:23:19:28:27.916,2018:05:24:00:30:59.670,18151.754
2018:05:24:07:45:12.505,2018:05:24:12:47:44.252,18151.746
2018:05:24:20:01:57.059,2018:05:25:01:04:28.791,18151.732
2018:05:25:08:18:41.573,2018:05:25:13:21:13.287,18151.714
2018:05:25:20:35:26.046,2018:05:26:01:37:57.732,18151.686
2018:05:26:08:52:10.464,2018:05:26:13:54:42.129,18151.665
2018:05:26:21:08:54.828,2018:05:27:02:11:26.479,18151.651
2018:05:27:09:25:39.144,2018:05:27:14:28:10.773,18151.630
2018:05:27:21:42:23.408,2018:05:28:02:44:55.015,18151.607
2018:05:28:09:59:07.628,2018:05:28:15:01:39.210,18151.582
2018:05:28:22:15:51.796,2018:05:29:03:18:23.360,18151.564
2018:05:29:10:32:35.921,2018:05:29:15:35:07.476,18151.555
2018:05:29:22:49:20.011,2018:05:30:03:51:51.552,18151.541
2018:05:30:11:06:04.068,2018:05:30:16:08:35.594,18151.526
2018:05:30:23:22:48.102,2018:05:31:04:25:19.613,18151.511
2018:05:31:11:39:32.107,2018:05:31:16:42:03.611,18151.503
2018:05:31:23:56:16.093,2018:06:01:04:58:47.598,18151.505
2018:06:01:12:13:00.069,2018:06:01:17:15:31.569,18151.500
2018:06:02:00:29:44.040,2018:06:02:05:32:15.530,18151.490
2018:06:02:12:46:27.999,2018:06:02:17:48:59.487,18151.488
2018:06:03:01:03:11.956,2018:06:03:06:05:43.449,18151.493
2018:06:03:13:19:55.910,2018:06:03:18:22:27.406,18151.496
2018:06:04:01:36:39.869,2018:06:04:06:39:11.366,18151.497
2018:06:04:13:53:23.835,2018:06:04:18:55:55.325,18151.491
2018:06:05:02:10:07.799,2018:06:05:07:12:39.291,18151.492
2018:06:05:14:26:51.765,2018:06:05:19:29:23.267,18151.502
2018:06:06:02:43:35.738,2018:06:06:07:46:07.242,18151.504
2018:06:06:15:00:19.716,2018:06:06:20:02:51.220,18151.504
2018:06:07:03:17:03.704,2018:06:07:08:19:35.204,18151.500
2018:06:07:15:33:47.691,2018:06:07:20:36:19.193,18151.503
2018:06:08:03:50:31.681,2018:06:08:08:53:03.195,18151.513
2018:06:08:16:07:15.681,2018:06:08:21:09:47.198,18151.517
2018:06:09:04:23:59.691,2018:06:09:09:26:31.208,18151.516
2018:06:09:16:40:43.713,2018:06:09:21:43:15.231,18151.518
2018:06:10:04:57:27.743,2018:06:10:09:59:59.273,18151.530
2018:06:10:17:14:11.790,2018:06:10:22:16:43.331,18151.541
2018:06:11:05:30:55.860,2018:06:11:10:33:27.411,18151.551
2018:06:11:17:47:39.961,2018:06:11:22:50:11.518,18151.556
2018:06:12:06:04:24.089,2018:06:12:11:06:55.660,18151.571
2018:06:12:18:21:08.253,2018:06:12:23:23:39.847,18151.594
2018:06:13:06:37:52.459,2018:06:13:11:40:24.074,18151.615
2018:06:13:18:54:36.714,2018:06:13:23:57:08.350,18151.636
2018:06:14:07:11:21.025,2018:06:14:12:13:52.675,18151.650
2018:06:14:19:28:05.383,2018:06:15:00:30:37.055,18151.672
2018:06:15:07:44:49.792,2018:06:15:12:47:21.493,18151.701
2018:06:15:20:01:34.255,2018:06:16:01:04:05.977,18151.722
2018:06:16:08:18:18.767,2018:06:16:13:20:50.505,18151.738
2018:06:16:20:35:03.326,2018:06:17:01:37:35.073,18151.748
2018:06:17:08:51:47.914,2018:06:17:13:54:19.674,18151.760
2018:06:17:21:08:32.527,2018:06:18:02:11:04.303,18151.776
2018:06:18:09:25:17.161,2018:06:18:14:27:48.941,18151.780
2018:06:18:21:42:01.802,2018:06:19:02:44:33.580,18151.778
2018:06:19:09:58:46.445,2018:06:19:15:01:18.213,18151.769
2018:06:19:22:15:31.070,2018:06:20:03:18:02.831,18151.761
2018:06:20:10:32:15.672,2018:06:20:15:34:47.430,18151.758
2018:06:20:22:49:00.248,2018:06:21:03:51:31.992,18151.744
2018:06:21:11:05:44.794,2018:06:21:16:08:16.514,18151.720
2018:06:21:23:22:29.292,2018:06:22:04:25:00.994,18151.702
2018:06:22:11:39:13.746,2018:06:22:16:41:45.434,18151.688
2018:06:22:23:55:58.152,2018:06:23:04:58:29.822,18151.671
2018:06:23:12:12:42.512,2018:06:23:17:15:14.162,18151.651
2018:06:24:00:29:26.828,2018:06:24:05:31:58.451,18151.623
2018:06:24:12:46:11.092,2018:06:24:17:48:42.697,18151.605
2018:06:25:01:02:55.310,2018:06:25:06:05:26.905,18151.595
2018:06:25:13:19:39.489,2018:06:25:18:22:11.069,18151.579
2018:06:26:01:36:23.632,2018:06:26:06:38:55.195,18151.563
2018:06:26:13:53:07.745,2018:06:26:18:55:39.290,18151.545
2018:06:27:02:09:51.825,2018:06:27:07:12:23.359,18151.534
2018:06:27:14:26:35.878,2018:06:27:19:29:07.411,18151.533
2018:06:28:02:43:19.913,2018:06:28:07:45:51.439,18151.526
2018:06:28:15:00:03.933,2018:06:28:20:02:35.451,18151.518
2018:06:29:03:16:47.944,2018:06:29:08:19:19.452,18151.508
2018:06:29:15:33:31.940,2018:06:29:20:36:03.445,18151.505
2018:06:30:03:50:15.928,2018:06:30:08:52:47.438,18151.510
2018:06:30:16:06:59.913,2018:06:30:21:09:31.422,18151.509
2018:07:01:04:23:43.900,2018:07:01:09:26:15.400,18151.500
2018:07:01:16:40:27.879,2018:07:01:21:42:59.378,18151.499
2018:07:02:04:57:11.856,2018:07:02:09:59:43.360,18151.504
2018:07:02:17:13:55.830,2018:07:02:22:16:27.336,18151.506
2018:07:03:05:30:39.806,2018:07:03:10:33:11.312,18151.506
2018:07:03:17:47:23.786,2018:07:03:22:49:55.284,18151.498
2018:07:04:06:04:07.759,2018:07:04:11:06:39.257,18151.498
