"Start Time (YYYY:MM:DD)","Stop Time (YYYY:MM:DD)","Duration (sec)"
2018:05:17:10:00:00.000,2018:07:27:18:35:44.336,6165344.336
2018:07:27:22:10:28.144,2018:07:27:22:38:22.506,1674.362
2018:07:27:23:44:35.986,2018:08:13:12:42:01.643,1429045.656
2018:08:13:12:45:07.463,2018:08:13:19:54:47.048,25779.584
2018:08:13:20:01:17.998,2018:08:14:03:08:10.181,25612.183
2018:08:14:03:16:50.935,2018:08:14:10:21:46.579,25495.644
2018:08:14:10:32:10.725,2018:08:14:17:35:30.458,25399.733
2018:08:14:17:47:23.160,2018:08:15:00:49:19.323,25316.163
2018:08:15:01:02:30.738,2018:08:15:08:03:11.822,25241.084
2018:08:15:08:17:34.799,2018:08:15:15:17:07.134,25172.334
2018:08:15:15:32:36.165,2018:08:15:22:31:04.708,25108.543
2018:08:15:22:47:35.391,2018:08:16:05:45:04.165,25048.774
2018:08:16:06:02:32.855,2018:08:16:12:59:05.219,24992.364
2018:08:16:13:17:28.842,2018:08:16:20:13:07.653,24938.811
2018:08:16:20:32:23.569,2018:08:17:03:27:11.304,24887.735
2018:08:17:03:47:17.199,2018:08:17:10:41:16.033,24838.834
2018:08:17:11:02:09.875,2018:08:17:17:55:21.729,24791.854
2018:08:17:18:17:01.702,2018:08:18:01:09:28.310,24746.608
2018:08:18:01:31:52.770,2018:08:18:08:23:35.699,24702.929
2018:08:18:08:46:43.155,2018:08:18:15:37:43.833,24660.678
2018:08:18:16:01:32.921,2018:08:18:22:51:52.659,24619.738
2018:08:18:23:16:22.122,2018:08:19:06:06:02.130,24580.008
2018:08:19:06:31:10.810,2018:08:19:13:20:12.211,24541.401
2018:08:19:13:45:59.014,2018:08:19:20:34:22.858,24503.844
2018:08:19:21:00:46.784,2018:08:20:03:48:34.050,24467.266
2018:08:20:04:15:34.140,2018:08:20:11:02:45.761,24431.621
2018:08:20:11:30:21.117,2018:08:20:18:16:57.957,24396.841
2018:08:20:18:45:07.738,2018:08:21:01:31:10.629,24362.891
2018:08:21:01:59:54.026,2018:08:21:08:45:23.753,24329.727
2018:08:21:09:14:40.001,2018:08:21:15:59:37.317,24297.316
2018:08:21:16:29:25.681,2018:08:21:23:13:51.298,24265.616
2018:08:21:23:44:11.083,2018:08:22:06:28:05.689,24234.606
2018:08:22:06:58:56.222,2018:08:22:13:42:20.481,24204.259
