"Start Time (YYYY:MM:DD)","Stop Time (YYYY:MM:DD)","Duration (sec)"
2018:05:18:10:00:00.000,2018:07:27:16:48:53.458,6072533.458
2018:07:27:20:39:23.281,2018:09:09:01:38:31.949,3733148.668
2018:09:09:02:06:11.160,2018:09:09:21:54:05.382,71274.222
2018:09:09:22:33:27.674,2018:09:10:18:11:20.633,70672.959
2018:09:10:18:59:02.252,2018:09:11:14:29:29.708,70227.457
2018:09:11:15:23:42.837,2018:09:12:10:48:14.568,69871.731
2018:09:12:11:47:47.450,2018:09:13:07:07:26.126,69578.676
2018:09:13:08:11:25.150,2018:09:14:03:26:59.094,69333.944
2018:09:14:04:34:41.223,2018:09:14:23:46:50.148,69128.925
2018:09:15:00:57:39.001,2018:09:15:20:06:57.078,68958.077
2018:09:15:21:20:20.700,2018:09:16:16:27:18.392,68817.691
2018:09:16:17:42:47.828,2018:09:17:12:47:53.083,68705.255
2018:09:17:14:05:01.420,2018:09:18:09:08:40.483,68619.062
2018:09:18:10:27:02.170,2018:09:19:05:29:40.186,68558.017
2018:09:19:06:48:50.505,2018:09:20:01:50:52.006,68521.501
2018:09:20:03:10:26.647,2018:09:20:22:12:15.941,68509.294
2018:09:20:23:31:50.626,2018:09:21:18:33:52.168,68521.542
2018:09:21:19:53:02.302,2018:09:22:14:55:41.042,68558.740
2018:09:22:16:14:01.346,2018:09:23:11:17:43.118,68621.772
2018:09:23:12:34:47.244,2018:09:24:07:39:59.181,68711.937
2018:09:24:08:55:19.237,2018:09:25:04:02:30.313,68831.076
2018:09:25:05:15:36.274,2018:09:26:00:25:18.001,68981.727
2018:09:26:01:35:36.897,2018:09:26:20:48:24.313,69167.416
2018:09:26:21:55:19.063,2018:09:27:17:11:52.221,69393.158
2018:09:27:18:14:39.815,2018:09:28:13:35:46.224,69666.409
2018:09:28:14:33:34.668,2018:09:29:10:00:13.671,69999.003
2018:09:29:10:51:56.276,2018:09:30:06:25:28.112,70411.837
2018:09:30:07:09:31.083,2018:10:01:02:52:00.645,70949.562
2018:10:01:03:25:47.979,2018:10:01:23:21:58.326,71770.347
2018:10:01:23:38:39.879,2018:12:22:15:55:37.008,7057017.129
2018:12:22:16:58:43.283,2019:03:06:15:04:54.628,6386771.345
2019:03:06:15:15:17.378,2019:03:07:11:15:56.375,72038.997
2019:03:07:11:47:04.960,2019:03:08:07:31:54.529,71089.569
2019:03:08:08:13:56.015,2019:03:09:03:49:20.554,70524.538
2019:03:09:04:39:19.056,2019:03:10:00:07:36.484,70097.429
2019:03:10:01:03:52.027,2019:03:10:20:26:26.745,69754.717
2019:03:10:21:27:50.492,2019:03:11:16:45:43.152,69472.659
2019:03:11:17:51:22.622,2019:03:12:13:05:20.842,69238.220
2019:03:12:14:14:33.287,2019:03:13:09:25:16.697,69043.410
2019:03:13:10:37:25.609,2019:03:14:05:45:28.652,68883.043
2019:03:14:07:00:01.673,2019:03:15:02:05:55.307,68753.635
2019:03:15:03:22:22.887,2019:03:15:22:26:35.745,68652.858
2019:03:15:23:44:30.218,2019:03:16:18:47:29.399,68579.181
2019:03:16:20:06:24.259,2019:03:17:15:08:35.954,68531.695
2019:03:17:16:28:05.374,2019:03:18:11:29:55.326,68509.952
2019:03:18:12:49:33.698,2019:03:19:07:51:27.609,68513.911
2019:03:19:09:10:49.192,2019:03:20:04:13:13.069,68543.877
2019:03:20:05:31:51.631,2019:03:21:00:35:12.137,68600.506
2019:03:21:01:52:40.621,2019:03:21:20:57:25.460,68684.838
2019:03:21:22:13:15.571,2019:03:22:17:19:53.917,68798.346
2019:03:22:18:33:35.597,2019:03:23:13:42:38.766,68943.169
2019:03:23:14:53:39.463,2019:03:24:10:05:41.777,69122.314
2019:03:24:11:13:25.388,2019:03:25:06:29:05.545,69340.157
2019:03:25:07:32:50.770,2019:03:26:02:52:54.022,69603.251
2019:03:26:03:51:51.627,2019:03:26:23:17:13.621,69921.993
2019:03:27:00:10:21.514,2019:03:27:19:42:15.884,70314.370
2019:03:27:20:28:08.854,2019:03:28:16:08:25.756,70816.902
2019:03:28:16:44:48.671,2019:03:29:12:37:05.778,71537.107
2019:03:29:12:58:58.384,2019:06:17:09:00:57.015,6897718.632
2019:06:17:11:03:00.694,2019:07:16:21:12:07.462,2542146.768
2019:07:17:00:09:45.955,2019:09:08:19:36:32.203,4649206.248
2019:09:08:19:45:16.059,2019:09:09:15:46:51.652,72095.593
2019:09:09:16:17:44.332,2019:09:10:12:02:41.259,71096.927
2019:09:10:12:44:42.485,2019:09:11:08:20:02.068,70519.582
2019:09:11:09:10:09.510,2019:09:12:04:38:14.550,70085.039
2019:09:12:05:34:44.969,2019:09:13:00:57:02.730,69737.761
2019:09:13:01:58:44.858,2019:09:13:21:16:18.252,69453.394
2019:09:13:22:22:17.557,2019:09:14:17:35:56.112,69218.555
2019:09:14:18:45:28.090,2019:09:15:13:55:53.052,69024.962
2019:09:15:15:08:19.732,2019:09:16:10:16:06.831,68867.099
2019:09:16:11:30:54.732,2019:09:17:06:36:35.856,68741.124
2019:09:17:07:53:14.688,2019:09:18:02:57:18.964,68644.276
2019:09:18:04:15:20.767,2019:09:18:23:18:15.314,68574.547
2019:09:19:00:37:13.802,2019:09:19:19:39:24.300,68530.497
2019:09:19:20:58:54.387,2019:09:20:16:00:45.516,68511.129
2019:09:20:17:20:22.912,2019:09:21:12:22:18.732,68515.821
2019:09:21:13:41:39.583,2019:09:22:08:44:03.881,68544.298
2019:09:22:10:02:44.441,2019:09:23:05:06:01.074,68596.633
2019:09:23:06:23:37.334,2019:09:24:01:28:10.627,68673.293
2019:09:24:02:44:17.905,2019:09:24:21:50:33.101,68775.196
2019:09:24:23:04:45.542,2019:09:25:18:13:09.395,68903.853
2019:09:25:19:24:59.297,2019:09:26:14:36:00.853,69061.556
2019:09:26:15:44:57.765,2019:09:27:10:59:09.490,69251.725
2019:09:27:12:04:38.888,2019:09:28:07:22:38.332,69479.444
2019:09:28:08:23:59.586,2019:09:29:03:46:32.088,69752.502
2019:09:29:04:42:55.116,2019:09:30:00:10:58.570,70083.454
2019:09:30:01:01:17.644,2019:09:30:20:36:12.325,70494.681
2019:09:30:21:18:52.612,2019:10:01:17:02:47.374,71034.762
2019:10:01:17:35:06.008,2019:10:02:13:33:17.523,71891.515
2019:10:02:13:47:24.035,2019:12:12:03:38:47.411,6097883.376
2019:12:12:06:09:09.331,2020:03:06:05:10:39.387,7340490.056
2020:03:06:05:29:22.639,2020:03:07:01:23:48.532,71665.893
2020:03:07:01:59:00.993,2020:03:07:21:40:07.731,70866.737
2020:03:07:22:25:29.430,2020:03:08:17:57:43.866,70334.435
2020:03:08:18:50:41.112,2020:03:09:14:16:07.157,69926.045
2020:03:09:15:15:05.850,2020:03:10:10:35:04.343,69598.493
2020:03:10:11:38:56.940,2020:03:11:06:54:28.120,69331.180
2020:03:11:08:02:21.703,2020:03:12:03:14:13.945,69112.242
2020:03:12:04:25:24.684,2020:03:12:23:34:18.756,68934.072
2020:03:13:00:48:08.939,2020:03:13:19:54:40.378,68791.440
2020:03:13:21:10:36.621,2020:03:14:16:15:17.214,68680.593
2020:03:14:17:32:49.294,2020:03:15:12:36:08.078,68598.784
2020:03:15:13:54:48.114,2020:03:16:08:57:12.095,68543.981
2020:03:16:10:16:33.901,2020:03:17:05:18:28.657,68514.756
2020:03:17:06:38:07.233,2020:03:18:01:39:57.371,68510.138
2020:03:18:02:59:28.449,2020:03:18:22:01:38.072,68529.623
2020:03:18:23:20:37.678,2020:03:19:18:23:30.810,68573.133
2020:03:19:19:41:34.828,2020:03:20:14:45:35.859,68641.031
2020:03:20:16:02:19.591,2020:03:21:11:07:53.765,68734.174
2020:03:21:12:22:51.388,2020:03:22:07:30:25.409,68854.021
2020:03:22:08:43:09.307,2020:03:23:03:53:12.093,69002.785
2020:03:23:05:03:12.021,2020:03:24:00:16:15.722,69183.700
2020:03:24:01:22:57.611,2020:03:24:20:39:39.097,69401.486
2020:03:24:21:42:23.253,2020:03:25:17:03:26.477,69663.223
2020:03:25:18:01:24.683,2020:03:26:13:27:44.746,69980.063
2020:03:26:14:19:55.010,2020:03:27:09:52:46.275,70371.264
2020:03:27:10:37:41.865,2020:03:28:06:18:58.033,70876.167
2020:03:28:06:54:18.282,2020:03:29:02:47:53.854,71615.572
2020:03:29:03:08:10.437,2020:05:18:10:00:00.000,4344709.563

