Start Time (YYYY:MM:DD),Stop Time (YYYY:MM:DD),Duration (sec)
2008:07:01:10:52:29.778,2008:07:01:10:53:38.418,68.64
2008:07:01:12:24:03.277,2008:07:01:12:26:15.836,132.559
2008:07:03:18:08:26.412,2008:07:03:18:09:42.640,76.228
2008:07:03:19:44:22.789,2008:07:03:19:46:48.062,145.273
2008:07:06:01:24:55.841,2008:07:06:01:26:20.742,84.901
2008:07:06:03:05:37.421,2008:07:06:03:08:16.960,159.539
2008:07:08:08:42:06.232,2008:07:08:08:43:41.180,94.948
2008:07:08:10:28:00.210,2008:07:08:10:30:55.968,175.757
2008:07:10:16:00:06.331,2008:07:10:16:01:53.040,106.71
2008:07:10:17:51:44.340,2008:07:10:17:54:58.722,194.382
2008:07:12:23:19:05.377,2008:07:12:23:21:05.949,120.572
2008:07:13:01:17:02.915,2008:07:13:01:20:38.820,215.905
2008:07:15:06:39:13.279,2008:07:15:06:41:30.251,136.972
2008:07:15:08:44:09.184,2008:07:15:08:48:10.043,240.859
2008:07:17:14:00:40.579,2008:07:17:14:03:16.974,156.395
2008:07:17:16:13:16.368,2008:07:17:16:17:46.173,269.805
2008:07:19:21:23:38.107,2008:07:19:21:26:37.467,179.36
2008:07:19:23:44:36.999,2008:07:19:23:49:40.305,303.306
2008:07:22:04:48:16.612,2008:07:22:04:51:43.006,206.394
2008:07:22:07:18:22.331,2008:07:22:07:24:04.214,341.883
2008:07:24:12:14:46.840,2008:07:24:12:18:44.853,238.013
2008:07:24:14:54:42.604,2008:07:24:15:01:08.585,385.982
2008:07:26:19:43:20.690,2008:07:26:19:47:55.420,274.73
2008:07:26:22:33:49.055,2008:07:26:22:41:05.067,436.011
2008:07:29:03:14:14.124,2008:07:29:03:19:31.283,317.159
2008:07:29:06:15:58.473,2008:07:29:06:24:10.937,492.465
2008:07:31:10:47:51.935,2008:07:31:10:53:58.090,366.155
2008:07:31:14:01:39.891,2008:07:31:14:10:56.006,556.115
2008:08:02:18:24:51.827,2008:08:02:18:31:54.861,423.035
2008:08:02:21:51:39.162,2008:08:02:22:02:07.395,628.233
2008:08:05:02:06:04.420,2008:08:05:02:14:14.029,489.609
2008:08:05:05:46:56.484,2008:08:05:05:58:47.009,710.525
2008:08:07:09:52:29.877,2008:08:07:10:01:57.853,567.976
2008:08:07:13:48:39.493,2008:08:07:14:02:04.357,804.864
2008:08:09:17:45:15.153,2008:08:09:17:56:15.511,660.357
2008:08:09:21:57:58.130,2008:08:09:22:13:11.087,912.957
2008:08:12:01:45:32.435,2008:08:12:01:58:21.289,768.854
2008:08:12:06:16:01.398,2008:08:12:06:33:17.427,1036.029
2008:08:14:09:54:35.658,2008:08:14:10:09:30.757,895.099
2008:08:14:14:43:51.665,2008:08:14:15:03:26.051,1174.386
2008:08:16:18:13:32.586,2008:08:16:18:30:52.232,1039.646
2008:08:16:23:22:13.761,2008:08:16:23:44:20.527,1326.766
2008:08:19:02:43:12.370,2008:08:19:03:03:13.602,1201.232
2008:08:19:08:11:20.553,2008:08:19:08:36:10.194,1489.641
2008:08:21:11:23:53.779,2008:08:21:11:46:49.890,1376.111
2008:08:21:17:10:42.938,2008:08:21:17:38:19.893,1656.956
2008:08:23:20:15:22.251,2008:08:23:20:41:20.276,1558.025
2008:08:24:02:19:14.236,2008:08:24:02:49:34.761,1820.525
2008:08:26:05:17:00.613,2008:08:26:05:45:59.395,1738.782
2008:08:26:11:35:30.942,2008:08:26:12:08:22.101,1971.159
2008:08:28:14:28:08.308,2008:08:28:14:59:57.456,1909.148
2008:08:28:20:58:19.241,2008:08:28:21:33:18.885,2099.644
2008:08:30:23:48:13.143,2008:08:31:00:22:32.426,2059.283
2008:08:31:06:26:46.114,2008:08:31:07:03:23.127,2197.012
2008:09:02:09:16:38.593,2008:09:02:09:52:57.263,2178.67
2008:09:02:15:59:59.755,2008:09:02:16:37:34.234,2254.478
2008:09:04:18:52:12.950,2008:09:04:19:29:49.544,2256.594
2008:09:05:01:36:34.899,2008:09:05:02:14:19.157,2264.258
2008:09:07:04:32:48.207,2008:09:07:05:10:52.313,2284.106
2008:09:07:11:14:14.749,2008:09:07:11:51:16.498,2221.748
2008:09:09:14:15:22.899,2008:09:09:14:52:59.660,2256.76
2008:09:09:20:49:59.044,2008:09:09:21:25:26.749,2127.705
2008:09:11:23:56:21.241,2008:09:12:00:32:37.829,2176.588
2008:09:12:06:20:26.182,2008:09:12:06:53:35.416,1989.235
2008:09:14:09:31:57.577,2008:09:14:10:06:09.866,2052.289
2008:09:14:15:42:18.818,2008:09:14:16:12:37.669,1818.851
2008:09:16:18:58:43.243,2008:09:16:19:30:20.661,1897.418
2008:09:17:00:52:50.881,2008:09:17:01:20:02.754,1631.873
2008:09:19:04:13:57.903,2008:09:19:04:42:44.969,1727.066
2008:09:19:09:50:15.824,2008:09:19:10:14:18.741,1442.917
2008:09:21:13:16:17.992,2008:09:21:13:42:12.299,1554.308
2008:09:21:18:34:05.571,2008:09:21:18:55:08.495,1262.924
2008:09:23:22:05:43.101,2008:09:23:22:28:51.099,1387.998
2008:09:24:03:05:04.861,2008:09:24:03:23:22.825,1097.963
2008:09:26:06:43:14.938,2008:09:26:07:03:47.725,1232.788
2008:09:26:11:24:43.714,2008:09:26:11:40:33.839,950.125
2008:09:28:15:10:24.770,2008:09:28:15:28:35.127,1090.358
2008:09:28:19:34:46.070,2008:09:28:19:48:25.213,819.143
2008:09:30:23:28:45.373,2008:09:30:23:44:46.291,960.918
2008:10:01:03:36:47.371,2008:10:01:03:48:31.198,703.827
2008:10:03:07:39:35.098,2008:10:03:07:53:39.255,844.157
2008:10:03:11:32:04.641,2008:10:03:11:42:07.522,602.882
2008:10:05:15:43:54.219,2008:10:05:15:56:13.868,739.649
2008:10:05:19:21:36.835,2008:10:05:19:30:11.914,515.079
2008:10:07:23:42:28.499,2008:10:07:23:53:15.383,646.884
2008:10:08:03:06:09.603,2008:10:08:03:13:28.882,439.279
2008:10:10:07:35:53.624,2008:10:10:07:45:18.866,565.242
2008:10:10:10:46:19.664,2008:10:10:10:52:34.022,374.359
2008:10:12:15:24:37.746,2008:10:12:15:32:51.784,494.038
2008:10:12:18:22:37.197,2008:10:12:18:27:56.420,319.222
2008:10:14:23:09:02.869,2008:10:14:23:16:15.409,432.539
2008:10:15:01:55:27.226,2008:10:15:02:00:00.043,272.818
2008:10:17:06:49:27.586,2008:10:17:06:55:47.510,379.924
2008:10:17:09:25:11.742,2008:10:17:09:29:05.846,234.104
2008:10:19:14:26:12.017,2008:10:19:14:31:47.227,335.211
2008:10:19:16:52:12.795,2008:10:19:16:55:34.784,201.99
2008:10:21:21:59:41.204,2008:10:21:22:04:38.446,297.242
2008:10:22:00:16:54.046,2008:10:22:00:19:49.391,175.345
2008:10:24:05:30:23.748,2008:10:24:05:34:48.583,264.834
2008:10:24:07:39:39.415,2008:10:24:07:42:12.516,153.101
2008:10:26:12:58:48.024,2008:10:26:13:02:44.922,236.898
2008:10:26:15:00:50.747,2008:10:26:15:03:05.091,134.344
