Start Time (YYYY:MM:DD),Stop Time (YYYY:MM:DD),Duration (sec)
2008:07:01:13:52:01.061,2008:07:03:16:40:26.765,182905.703
2008:07:04:14:47:24.367,2008:07:06:00:02:15.682,119691.315
2008:07:08:05:11:22.950,2008:07:08:07:20:51.714,7768.764
2008:07:10:14:21:46.285,2008:07:10:14:36:15.481,869.196
2008:07:15:05:16:39.494,2008:07:15:05:55:25.605,2326.111
2008:07:17:12:33:44.271,2008:07:17:17:47:58.500,18854.229
2008:07:19:19:53:23.031,2008:07:21:17:42:15.305,164932.275
2008:07:22:03:17:09.836,2008:07:24:07:14:22.230,187032.394
2008:07:24:10:50:11.000,2008:07:26:15:46:33.722,190582.723
2008:07:26:18:49:17.655,2008:07:28:23:28:53.866,189576.211
2008:07:29:04:37:42.880,2008:07:31:06:56:15.944,181113.063
2008:08:01:13:08:00.665,2008:08:02:14:17:37.048,90576.382
2008:08:04:19:52:05.173,2008:08:04:21:35:56.948,6231.775
2008:08:07:04:41:56.160,2008:08:07:04:50:11.841,495.681
2008:08:11:19:31:34.288,2008:08:11:20:19:31.141,2876.854
2008:08:14:02:48:56.905,2008:08:14:09:47:00.608,25083.703
2008:08:16:10:08:55.876,2008:08:18:09:27:04.466,170288.59
2008:08:18:17:33:23.401,2008:08:20:21:43:11.437,187788.035
2008:08:21:01:08:04.957,2008:08:23:06:05:46.838,190661.881
2008:08:23:09:12:37.248,2008:08:25:13:45:35.113,189177.865
2008:08:25:19:30:24.782,2008:08:27:21:12:00.959,178896.177
2008:08:29:11:27:18.070,2008:08:30:04:32:56.321,61538.251
2008:09:01:10:27:07.024,2008:09:01:11:51:00.456,5033.431
2008:09:08:09:46:32.045,2008:09:08:10:45:36.630,3544.585
2008:09:10:17:04:11.349,2008:09:11:02:36:39.122,34347.773
2008:09:13:00:24:31.940,2008:09:15:00:50:27.565,174355.625
2008:09:15:07:49:44.066,2008:09:17:12:10:04.302,188420.236
2008:09:17:15:26:18.266,2008:09:19:20:24:33.613,190695.347
2008:09:19:23:37:10.858,2008:09:22:04:02:07.466,188696.608
2008:09:22:10:32:25.523,2008:09:24:11:27:42.185,176116.662
2008:09:26:07:03:58.659,2008:09:26:18:48:13.645,42254.986
2008:09:29:00:57:58.234,2008:09:29:02:06:02.106,4083.872
2008:10:06:00:01:32.268,2008:10:06:01:14:21.243,4368.975
2008:10:08:07:19:27.732,2008:10:08:20:54:46.999,48919.267
2008:10:10:14:40:11.541,2008:10:12:15:58:50.488,177518.947
2008:10:12:22:06:12.672,2008:10:15:02:35:21.419,188948.747
2008:10:15:05:44:53.792,2008:10:17:10:42:57.478,190683.686
2008:10:17:14:03:13.599,2008:10:19:18:18:31.864,188118.266
2008:10:20:01:47:08.393,2008:10:22:01:43:19.947,172571.554
2008:10:24:00:39:26.085,2008:10:24:09:03:29.126,30243.041
2008:10:26:15:25:42.077,2008:10:26:16:21:01.642,3319.565
2008:11:02:14:16:34.688,2008:11:02:15:46:38.473,5403.784
2008:11:04:21:34:46.202,2008:11:05:17:45:08.476,72622.274
2008:11:07:04:55:55.038,2008:11:09:06:56:20.502,180025.464
2008:11:09:12:22:50.159,2008:11:11:16:59:18.875,189388.716
2008:11:11:20:03:54.878,2008:11:14:01:01:01.302,190626.424
2008:11:14:04:31:04.482,2008:11:16:08:34:49.094,187424.611
2008:11:16:17:19:42.118,2008:11:18:15:58:54.521,167952.403
2008:11:20:17:05:43.885,2008:11:20:23:18:42.838,22378.953
2008:11:23:05:51:04.154,2008:11:23:06:35:58.639,2694.485
2008:11:27:21:17:00.782,2008:11:27:21:26:59.150,598.368
2008:11:30:04:31:39.153,2008:11:30:06:23:42.751,6723.598
2008:12:02:11:50:06.910,2008:12:03:16:47:02.127,104215.217
2008:12:04:19:11:42.796,2008:12:06:21:45:42.678,182039.882
2008:12:07:02:39:37.548,2008:12:09:07:22:09.215,189751.667
2008:12:09:10:23:25.365,2008:12:11:15:18:47.389,190522.023
2008:12:11:19:01:07.286,2008:12:13:22:50:59.798,186592.512
2008:12:14:09:18:16.478,2008:12:16:06:14:26.132,161769.654
2008:12:18:08:51:00.831,2008:12:18:13:33:54.844,16974.013
2008:12:20:20:14:38.064,2008:12:20:20:50:52.436,2174.372
2008:12:25:11:31:08.892,2008:12:25:11:47:11.902,963.01
2008:12:27:18:46:45.521,2008:12:27:21:07:19.815,8434.293
2008:12:30:02:05:29.974,2008:12:31:14:08:53.679,129803.705
2009:01:01:09:27:34.155,2009:01:03:12:28:50.306,183676.151
2009:01:03:16:56:34.873,2009:01:05:21:44:01.305,190046.432
2009:01:06:00:43:28.535,2009:01:08:05:36:16.570,190368.035
2009:01:08:09:33:50.691,2009:01:10:13:07:03.482,185592.791
2009:01:11:01:56:31.123,2009:01:12:20:29:53.949,153202.826
2009:01:15:00:10:23.177,2009:01:15:03:49:04.157,13120.98
2009:01:17:10:36:48.355,2009:01:17:11:05:40.968,1732.613
2009:01:22:01:45:40.439,2009:01:22:02:07:42.674,1322.235
2009:01:24:09:01:52.658,2009:01:24:12:00:02.949,10690.29
