Start Time (YYYY:MM:DD),Stop Time (YYYY:MM:DD),Duration (sec)
2008:07:01:10:00:00.000,2008:07:03:09:02:18.629,169338.629
2008:07:03:12:53:33.928,2008:07:05:16:58:15.395,187481.467
2008:07:05:20:34:32.971,2008:07:08:00:49:30.884,188097.913
2008:07:08:04:11:46.275,2008:07:10:08:36:42.515,188696.24
2008:07:10:11:45:47.728,2008:07:12:16:20:14.268,189266.54
2008:07:12:19:17:01.033,2008:07:15:00:00:24.202,189803.169
2008:07:15:02:45:44.927,2008:07:17:07:37:27.957,190303.03
2008:07:17:10:12:15.549,2008:07:19:15:11:40.054,190764.506
2008:07:19:17:36:47.351,2008:07:21:22:43:14.700,191187.348
2008:07:22:00:59:33.676,2008:07:24:06:12:26.590,191572.914
2008:07:24:08:20:47.262,2008:07:26:13:39:31.538,191924.276
2008:07:26:15:40:40.636,2008:07:28:21:04:46.804,192246.168
2008:07:28:22:59:26.286,2008:07:31:04:28:30.736,192544.45
2008:07:31:06:17:16.486,2008:08:02:11:51:01.107,192824.621
2008:08:02:13:34:22.469,2008:08:04:19:12:32.507,193090.038
2008:08:04:20:50:53.199,2008:08:07:02:33:14.916,193341.716
2008:08:07:04:06:54.855,2008:08:09:09:53:14.413,193579.557
2008:08:09:11:22:31.389,2008:08:11:17:12:34.747,193803.359
2008:08:11:18:37:45.416,2008:08:14:00:31:18.373,194012.957
2008:08:14:01:52:38.809,2008:08:16:07:49:26.970,194208.161
2008:08:16:09:07:12.967,2008:08:17:03:59:24.107,67931.14
2008:08:17:07:46:22.754,2008:08:18:15:07:01.743,112838.989
2008:08:18:16:21:29.001,2008:08:20:22:24:03.832,194554.831
2008:08:20:23:35:27.918,2008:08:23:05:40:34.860,194706.942
2008:08:23:06:49:10.900,2008:08:25:12:56:37.355,194846.456
2008:08:25:14:02:39.497,2008:08:27:20:12:14.827,194975.33
2008:08:27:21:15:55.643,2008:08:30:03:27:31.413,195095.77
2008:08:30:04:29:01.497,2008:09:01:10:42:31.162,195209.665
2008:09:01:11:41:59.115,2008:09:03:17:57:17.318,195318.203
2008:09:03:18:54:50.145,2008:09:06:01:11:52.052,195421.907
2008:09:06:02:07:35.689,2008:09:08:08:26:16.642,195520.953
2008:09:08:09:20:16.438,2008:09:10:15:40:31.773,195615.334
2008:09:10:16:32:52.789,2008:09:12:22:54:37.707,195704.919
2008:09:12:23:45:24.949,2008:09:15:06:08:34.361,195789.412
2008:09:15:06:57:52.952,2008:09:17:13:22:21.400,195868.448
2008:09:17:14:10:16.707,2008:09:19:20:35:58.506,195941.799
2008:09:19:21:22:36.123,2008:09:22:03:49:25.745,196009.622
2008:09:22:04:34:51.273,2008:09:24:11:02:43.764,196072.491
2008:09:24:11:47:02.485,2008:09:26:18:15:53.706,196131.221
2008:09:26:18:59:10.323,2008:09:29:01:28:56.967,196186.644
2008:09:29:02:11:15.458,2008:10:01:08:41:54.900,196239.442
2008:10:01:09:23:18.558,2008:10:03:15:54:48.567,196290.01
2008:10:03:16:35:20.165,2008:10:05:23:07:38.709,196338.544
2008:10:05:23:47:20.671,2008:10:08:06:20:25.760,196385.089
2008:10:08:06:59:20.322,2008:10:10:13:33:09.911,196429.589
2008:10:10:14:11:19.260,2008:10:12:20:45:51.133,196471.873
2008:10:12:21:23:17.505,2008:10:15:03:58:29.152,196511.647
2008:10:15:04:35:14.941,2008:10:17:11:11:03.528,196548.587
2008:10:17:11:47:11.341,2008:10:19:18:23:33.871,196582.53
2008:10:19:18:59:06.476,2008:10:22:01:36:00.099,196613.624
2008:10:22:02:11:00.267,2008:10:24:08:48:22.498,196642.231
2008:10:24:09:22:52.825,2008:10:26:16:00:41.596,196668.771
2008:10:26:16:34:44.405,2008:10:28:23:12:58.020,196693.615
2008:10:28:23:46:35.347,2008:10:31:06:25:12.375,196717.027
2008:10:31:06:58:25.995,2008:11:02:13:37:25.152,196739.157
2008:11:02:14:10:16.655,2008:11:04:20:49:36.714,196760.059
2008:11:04:21:22:07.578,2008:11:07:04:01:47.294,196779.716
2008:11:07:04:33:58.937,2008:11:09:11:13:56.979,196798.042
2008:11:09:11:45:50.828,2008:11:11:18:26:05.690,196814.861
2008:11:11:18:57:43.238,2008:11:14:01:38:13.154,196829.916
2008:11:14:02:09:35.987,2008:11:16:08:50:18.967,196842.981
2008:11:16:09:21:28.778,2008:11:18:16:02:22.834,196854.056
2008:11:18:16:33:21.345,2008:11:20:23:14:24.692,196863.347
2008:11:20:23:45:13.589,2008:11:23:06:26:24.723,196871.134
2008:11:23:06:57:05.586,2008:11:25:13:38:23.222,196877.636
2008:11:25:14:08:57.532,2008:11:27:20:50:20.545,196883.013
2008:11:27:21:20:49.697,2008:11:30:04:02:17.047,196887.35
2008:11:30:04:32:42.376,2008:12:02:11:14:13.042,196890.665
2008:12:02:11:44:35.874,2008:12:04:18:26:08.784,196892.91
2008:12:04:18:56:30.458,2008:12:07:01:38:04.446,196893.988
2008:12:07:02:08:26.355,2008:12:09:08:50:00.098,196893.743
2008:12:09:09:20:23.694,2008:12:11:16:01:55.650,196891.956
2008:12:11:16:32:22.452,2008:12:13:23:13:50.837,196888.386
2008:12:13:23:44:22.384,2008:12:16:06:25:45.322,196882.938
2008:12:16:06:56:23.124,2008:12:18:13:37:38.875,196875.751
2008:12:18:14:08:24.380,2008:12:20:20:49:31.476,196867.097
2008:12:20:21:20:26.071,2008:12:23:04:01:23.251,196857.18
2008:12:23:04:32:28.300,2008:12:25:11:13:14.415,196846.115
2008:12:25:11:44:31.292,2008:12:27:18:25:05.230,196833.938
2008:12:27:18:56:35.369,2008:12:30:01:36:55.985,196820.616
2008:12:30:02:08:40.919,2009:01:01:08:48:45.971,196806.051
2009:01:01:09:20:47.375,2009:01:03:16:00:37.437,196790.062
2009:01:03:16:32:57.171,2009:01:05:23:12:29.597,196772.426
2009:01:05:23:45:09.690,2009:01:08:06:24:22.539,196752.849
2009:01:08:06:57:25.173,2009:01:10:13:36:16.185,196731.012
2009:01:10:14:09:43.596,2009:01:12:20:48:10.283,196706.687
2009:01:12:21:22:04.614,2009:01:15:04:00:04.551,196679.937
2009:01:15:04:34:27.778,2009:01:17:11:11:58.828,196651.05
2009:01:17:11:46:52.785,2009:01:19:18:23:53.124,196620.339
2009:01:19:18:59:19.601,2009:01:22:01:35:47.576,196587.975
2009:01:22:02:11:48.400,2009:01:24:08:47:42.414,196554.013
2009:01:24:09:24:19.556,2009:01:26:15:59:37.948,196518.392
2009:01:26:16:36:53.602,2009:01:28:23:11:34.563,196480.961
2009:01:28:23:49:31.264,2009:01:31:06:23:32.697,196441.433
2009:01:31:07:02:13.391,2009:02:02:13:35:32.796,196399.406
2009:02:02:14:15:00.893,2009:02:04:20:47:35.251,196354.358
2009:02:04:21:27:54.604,2009:02:07:03:59:40.304,196305.701
2009:02:07:04:40:55.045,2009:02:09:11:11:47.970,196252.925
2009:02:09:11:54:02.262,2009:02:09:12:19:03.200,1500.938
2009:02:09:13:42:18.835,2009:02:11:18:23:58.070,189699.235
2009:02:11:19:07:15.841,2009:02:14:01:36:10.405,196134.563
2009:02:14:02:20:35.290,2009:02:16:08:48:24.920,196069.63
2009:02:16:09:34:00.362,2009:02:18:16:00:41.744,196001.383
2009:02:18:16:47:31.202,2009:02:20:23:13:01.174,195929.972
2009:02:21:00:01:08.296,2009:02:23:06:25:23.676,195855.38
2009:02:23:07:14:52.509,2009:02:25:13:37:49.932,195777.423
2009:02:25:14:28:45.170,2009:02:27:20:50:20.868,195695.697
2009:02:27:21:42:48.144,2009:03:02:04:02:57.633,195609.489
2009:03:02:04:57:03.759,2009:03:04:11:15:41.475,195517.716
2009:03:04:12:11:34.546,2009:03:06:18:28:33.575,195419.03
2009:03:06:19:26:22.803,2009:03:09:01:41:34.835,195312.032
2009:03:09:02:41:30.170,2009:03:11:08:54:45.765,195195.595
2009:03:11:09:56:57.345,2009:03:13:16:08:06.597,195069.252
