"Start Time (YYYY:MM:DD)","Stop Time (YYYY:MM:DD)","Duration (sec)"
2018:05:17:10:00:00.000,2018:06:28:04:28:44.639,3608924.639
2018:06:28:06:30:56.533,2018:08:17:09:50:22.534,4331966.001
2018:08:17:09:57:51.623,2018:08:18:00:02:57.899,50706.276
2018:08:18:00:14:12.415,2018:08:18:14:16:01.994,50509.579
2018:08:18:14:30:04.867,2018:08:19:04:29:20.017,50355.150
2018:08:19:04:45:43.799,2018:08:19:18:42:46.779,50222.980
2018:08:19:19:01:14.421,2018:08:20:08:56:19.746,50105.325
2018:08:20:09:16:39.307,2018:08:20:23:09:57.469,49998.163
2018:08:20:23:31:59.913,2018:08:21:13:23:39.033,49899.120
2018:08:21:13:47:17.200,2018:08:22:03:37:23.822,49806.622
2018:08:22:04:02:31.798,2018:08:22:17:51:11.403,49719.605
2018:08:22:18:17:44.185,2018:08:23:08:05:01.460,49637.276
2018:08:23:08:32:54.691,2018:08:23:22:18:53.755,49559.064
2018:08:23:22:48:03.592,2018:08:24:12:32:48.109,49484.517
2018:08:24:13:03:11.097,2018:08:25:02:46:44.380,49413.283
2018:08:25:03:18:17.363,2018:08:25:17:00:42.467,49345.104
2018:08:25:17:33:22.542,2018:08:26:07:14:42.276,49279.735
2018:08:26:07:48:26.742,2018:08:26:21:28:43.741,49216.999
2018:08:26:22:03:30.054,2018:08:27:11:42:46.806,49156.752
2018:08:27:12:18:32.567,2018:08:28:01:56:51.424,49098.857
2018:08:28:02:33:34.347,2018:08:28:16:10:57.560,49043.212
2018:08:28:16:48:35.456,2018:08:29:06:25:05.179,48989.723
2018:08:29:07:03:35.949,2018:08:29:20:39:14.252,48938.303
2018:08:29:21:18:35.864,2018:08:30:10:53:24.760,48888.896
2018:08:30:11:33:35.251,2018:08:31:01:07:36.674,48841.423
2018:08:31:01:48:34.143,2018:08:31:15:21:49.977,48795.834
2018:08:31:16:03:32.574,2018:09:01:05:36:04.647,48752.074
2018:09:01:06:18:30.572,2018:09:01:19:50:20.664,48710.091
2018:09:01:20:33:28.165,2018:09:02:10:04:38.005,48669.840
2018:09:02:10:48:25.377,2018:09:03:00:18:56.647,48631.269
2018:09:03:01:03:22.230,2018:09:03:14:33:16.569,48594.339
2018:09:03:15:18:18.745,2018:09:04:04:47:37.747,48559.002
2018:09:04:05:33:14.938,2018:09:04:19:02:00.153,48525.215
2018:09:04:19:48:10.828,2018:09:05:09:16:23.762,48492.934
2018:09:05:10:03:06.431,2018:09:05:23:30:48.545,48462.113
2018:09:06:00:18:01.759,2018:09:06:13:45:14.473,48432.714
2018:09:06:14:32:56.827,2018:09:07:03:59:41.517,48404.690
2018:09:07:04:47:51.646,2018:09:07:18:14:09.648,48378.002
2018:09:07:19:02:46.229,2018:09:08:08:28:38.838,48352.609
2018:09:08:09:17:40.583,2018:09:08:22:43:09.060,48328.477
2018:09:08:23:32:34.719,2018:09:09:12:57:40.291,48305.572
2018:09:09:13:47:28.644,2018:09:10:03:12:12.510,48283.866
2018:09:10:04:02:22.365,2018:09:10:17:26:45.699,48263.334
2018:09:10:18:17:15.889,2018:09:11:07:41:19.845,48243.956
2018:09:11:08:32:09.221,2018:09:11:21:55:54.940,48225.719
2018:09:11:22:47:02.365,2018:09:12:12:10:30.977,48208.612
2018:09:12:13:01:55.326,2018:09:13:02:25:07.956,48192.630
2018:09:13:03:16:48.109,2018:09:13:16:39:45.879,48177.770
2018:09:13:17:31:40.711,2018:09:14:06:54:24.751,48164.040
2018:09:14:07:46:33.139,2018:09:14:21:09:04.579,48151.440
2018:09:14:22:01:25.394,2018:09:15:11:23:45.374,48139.981
