"Start Time (YYYY:MM:DD)","Stop Time (YYYY:MM:DD)","Duration (sec)"
2018:05:17:16:39:46.614,2018:05:18:03:16:15.004,38188.390
2018:05:18:16:36:50.303,2018:05:19:03:13:18.860,38188.557
2018:05:19:16:33:54.369,2018:05:20:03:10:23.075,38188.706
2018:05:20:16:30:58.740,2018:05:21:03:07:27.557,38188.816
2018:05:21:16:28:03.336,2018:05:22:03:04:32.208,38188.872
2018:05:22:16:25:08.008,2018:05:23:03:01:36.872,38188.864
2018:05:23:16:22:12.633,2018:05:24:02:58:41.429,38188.796
2018:05:24:16:19:17.062,2018:05:25:02:55:45.740,38188.678
2018:05:25:16:16:21.209,2018:05:26:02:52:49.734,38188.525
2018:05:26:16:13:24.990,2018:05:27:02:49:53.345,38188.356
2018:05:27:16:10:28.397,2018:05:28:02:46:56.584,38188.188
2018:05:28:16:07:31.425,2018:05:29:02:43:59.461,38188.036
2018:05:29:16:04:34.137,2018:05:30:02:41:02.047,38187.911
2018:05:30:16:01:36.577,2018:05:31:02:38:04.394,38187.817
2018:05:31:15:58:38.835,2018:06:01:02:35:06.590,38187.755
2018:06:01:15:55:40.963,2018:06:02:02:32:08.684,38187.721
2018:06:02:15:52:43.038,2018:06:03:02:29:10.747,38187.709
2018:06:03:15:49:45.087,2018:06:04:02:26:12.799,38187.711
2018:06:04:15:46:47.158,2018:06:05:02:23:14.880,38187.722
2018:06:05:15:43:49.246,2018:06:06:02:20:16.983,38187.737
2018:06:06:15:40:51.377,2018:06:07:02:17:19.130,38187.752
2018:06:07:15:37:53.534,2018:06:08:02:14:21.304,38187.770
2018:06:08:15:34:55.743,2018:06:09:02:11:23.537,38187.794
2018:06:09:15:31:58.004,2018:06:10:02:08:25.836,38187.832
2018:06:10:15:29:00.371,2018:06:11:02:05:28.264,38187.893
2018:06:11:15:26:02.884,2018:06:12:02:02:30.869,38187.985
2018:06:12:15:23:05.634,2018:06:13:01:59:33.745,38188.112
2018:06:13:15:20:08.680,2018:06:14:01:56:36.949,38188.269
2018:06:14:15:17:12.103,2018:06:15:01:53:40.546,38188.443
2018:06:15:15:14:15.909,2018:06:16:01:50:44.520,38188.612
2018:06:16:15:11:20.089,2018:06:17:01:47:48.839,38188.751
2018:06:17:15:08:24.544,2018:06:18:01:44:53.384,38188.840
2018:06:18:15:05:29.171,2018:06:19:01:41:58.037,38188.866
2018:06:19:15:02:33.809,2018:06:20:01:39:02.644,38188.835
2018:06:20:14:59:38.339,2018:06:21:01:36:07.074,38188.735
2018:06:21:14:56:42.629,2018:06:22:01:33:11.243,38188.614
2018:06:22:14:53:46.617,2018:06:23:01:30:15.069,38188.452
2018:06:23:14:50:50.245,2018:06:24:01:27:18.548,38188.303
2018:06:24:14:47:53.530,2018:06:25:01:24:21.675,38188.145
2018:06:25:14:44:56.481,2018:06:26:01:21:24.508,38188.026
2018:06:26:14:41:59.167,2018:06:27:01:18:27.085,38187.917
2018:06:27:14:39:01.641,2018:06:28:01:15:29.487,38187.846
2018:06:28:14:36:03.958,2018:06:29:01:12:31.756,38187.797
2018:06:29:14:33:06.189,2018:06:30:01:09:33.958,38187.769
2018:06:30:14:30:08.356,2018:07:01:01:06:36.111,38187.755
2018:07:01:14:27:10.506,2018:07:02:01:03:38.254,38187.748
2018:07:02:14:24:12.634,2018:07:03:01:00:40.377,38187.744
2018:07:03:14:21:14.762,2018:07:04:00:57:42.503,38187.741
2018:07:04:14:18:16.876,2018:07:05:00:54:44.617,38187.741
2018:07:05:14:15:19.002,2018:07:06:00:51:46.749,38187.747
2018:07:06:14:12:21.138,2018:07:07:00:48:48.905,38187.767
2018:07:07:14:09:23.341,2018:07:08:00:45:51.150,38187.809
2018:07:08:14:06:25.646,2018:07:09:00:42:53.527,38187.881
2018:07:09:14:03:28.146,2018:07:10:00:39:56.136,38187.990
2018:07:10:14:00:30.906,2018:07:11:00:36:59.041,38188.135
2018:07:11:13:57:34.020,2018:07:12:00:34:02.328,38188.307
2018:07:12:13:54:37.523,2018:07:13:00:31:06.010,38188.488
2018:07:13:13:51:41.436,2018:07:14:00:28:10.089,38188.653
2018:07:14:13:48:45.690,2018:07:15:00:25:14.467,38188.777
2018:07:15:13:45:50.199,2018:07:16:00:22:19.042,38188.843
2018:07:16:13:42:54.808,2018:07:17:00:19:23.653,38188.845
2018:07:17:13:39:59.391,2018:07:18:00:16:28.178,38188.787
2018:07:18:13:37:03.803,2018:07:19:00:13:32.486,38188.683
2018:07:19:13:34:07.968,2018:07:20:00:10:36.518,38188.550
2018:07:20:13:31:11.814,2018:07:21:00:07:40.220,38188.405
2018:07:21:13:28:15.343,2018:07:22:00:04:43.607,38188.264
2018:07:22:13:25:18.552,2018:07:23:00:01:46.690,38188.138
2018:07:23:13:22:21.498,2018:07:23:23:58:49.530,38188.033
2018:07:24:13:19:24.212,2018:07:24:23:55:52.163,38187.951
2018:07:25:13:16:26.765,2018:07:25:23:52:54.657,38187.892
2018:07:26:13:13:29.187,2018:07:26:23:49:57.037,38187.850
2018:07:27:13:10:31.533,2018:07:27:23:46:59.353,38187.820
2018:07:28:13:07:33.807,2018:07:28:23:44:01.603,38187.796
2018:07:29:13:04:36.038,2018:07:29:23:41:03.812,38187.774
2018:07:30:13:01:38.209,2018:07:30:23:38:05.961,38187.752
2018:07:31:12:58:40.340,2018:07:31:23:35:08.071,38187.731
2018:08:01:12:55:42.416,2018:08:01:23:32:10.132,38187.716
2018:08:02:12:52:44.474,2018:08:02:23:29:12.188,38187.713
2018:08:03:12:49:46.531,2018:08:03:23:26:14.265,38187.734
2018:08:04:12:46:48.660,2018:08:04:23:23:16.445,38187.784
2018:08:05:12:43:50.918,2018:08:05:23:20:18.791,38187.873
2018:08:06:12:40:53.410,2018:08:06:23:17:21.411,38188.001
2018:08:07:12:37:56.203,2018:08:07:23:14:24.366,38188.162
2018:08:08:12:34:59.387,2018:08:08:23:11:27.731,38188.344
2018:08:09:12:32:02.975,2018:08:09:23:08:31.499,38188.525
2018:08:10:12:29:06.967,2018:08:10:23:05:35.646,38188.679
2018:08:11:12:26:11.271,2018:08:11:23:02:40.055,38188.784
2018:08:12:12:23:15.784,2018:08:12:22:59:44.611,38188.827
2018:08:13:12:20:20.346,2018:08:13:22:56:49.153,38188.808
2018:08:14:12:17:24.837,2018:08:14:22:53:53.571,38188.734
2018:08:15:12:14:29.127,2018:08:15:22:50:57.752,38188.625
