"Start Time (YYYY:MM:DD)","Stop Time (YYYY:MM:DD)","Duration (sec)"
2018:05:18:13:16:56.949,2018:05:18:15:15:22.902,7105.953
2018:05:18:18:58:39.759,2018:05:18:20:57:05.714,7105.955
2018:05:19:00:40:22.574,2018:05:19:02:38:48.532,7105.958
2018:05:19:06:22:05.394,2018:05:19:08:20:31.353,7105.959
2018:05:19:12:03:48.218,2018:05:19:14:02:14.179,7105.961
2018:05:19:17:45:31.047,2018:05:19:19:43:57.010,7105.963
2018:05:19:23:27:13.880,2018:05:20:01:25:39.844,7105.964
2018:05:20:05:08:56.718,2018:05:20:07:07:22.683,7105.964
2018:05:20:10:50:39.559,2018:05:20:12:49:05.525,7105.965
2018:05:20:16:32:22.403,2018:05:20:18:30:48.370,7105.967
2018:05:20:22:14:05.250,2018:05:21:00:12:31.215,7105.965
2018:05:21:03:55:48.099,2018:05:21:05:54:14.064,7105.964
2018:05:21:09:37:30.951,2018:05:21:11:35:56.920,7105.970
2018:05:21:15:19:13.804,2018:05:21:17:17:39.774,7105.970
2018:05:21:21:00:56.658,2018:05:21:22:59:22.629,7105.971
2018:05:22:02:42:39.513,2018:05:22:04:41:05.484,7105.971
2018:05:22:08:24:22.369,2018:05:22:10:22:48.340,7105.971
2018:05:22:14:06:05.224,2018:05:22:16:04:31.195,7105.971
2018:05:22:19:47:48.084,2018:05:22:21:46:14.049,7105.966
2018:05:23:01:29:30.936,2018:05:23:03:27:56.903,7105.967
2018:05:23:07:11:13.786,2018:05:23:09:09:39.754,7105.968
2018:05:23:12:52:56.636,2018:05:23:14:51:22.604,7105.968
2018:05:23:18:34:39.485,2018:05:23:20:33:05.451,7105.967
2018:05:24:00:16:22.330,2018:05:24:02:14:48.297,7105.967
2018:05:24:05:58:05.173,2018:05:24:07:56:31.139,7105.966
2018:05:24:11:39:48.012,2018:05:24:13:38:13.976,7105.965
2018:05:24:17:21:30.847,2018:05:24:19:19:56.811,7105.963
2018:05:24:23:03:13.679,2018:05:25:01:01:39.640,7105.962
2018:05:25:04:44:56.507,2018:05:25:06:43:22.466,7105.959
2018:05:25:10:26:39.330,2018:05:25:12:25:05.287,7105.957
2018:05:25:16:08:22.148,2018:05:25:18:06:48.103,7105.956
2018:05:25:21:50:04.961,2018:05:25:23:48:30.912,7105.951
2018:05:26:03:31:47.769,2018:05:26:05:30:13.717,7105.948
2018:05:26:09:13:30.572,2018:05:26:11:11:56.522,7105.951
2018:05:26:14:55:13.369,2018:05:26:16:53:39.318,7105.949
2018:05:26:20:36:56.162,2018:05:26:22:35:22.109,7105.947
2018:05:27:02:18:38.949,2018:05:27:04:17:04.895,7105.945
2018:05:27:08:00:21.732,2018:05:27:09:58:47.675,7105.943
2018:05:27:13:42:04.509,2018:05:27:15:40:30.450,7105.941
2018:05:27:19:23:47.286,2018:05:27:21:22:13.221,7105.935
2018:05:28:01:05:30.051,2018:05:28:03:03:55.986,7105.935
2018:05:28:06:47:12.811,2018:05:28:08:45:38.747,7105.936
2018:05:28:12:28:55.569,2018:05:28:14:27:21.503,7105.934
2018:05:28:18:10:38.322,2018:05:28:20:09:04.254,7105.932
2018:05:28:23:52:21.071,2018:05:29:01:50:47.003,7105.932
2018:05:29:05:34:03.816,2018:05:29:07:32:29.747,7105.931
2018:05:29:11:15:46.557,2018:05:29:13:14:12.486,7105.929
2018:05:29:16:57:29.294,2018:05:29:18:55:55.222,7105.928
2018:05:29:22:39:12.028,2018:05:30:00:37:37.954,7105.927
2018:05:30:04:20:54.760,2018:05:30:06:19:20.684,7105.924
2018:05:30:10:02:37.487,2018:05:30:12:01:03.410,7105.923
2018:05:30:15:44:20.211,2018:05:30:17:42:46.133,7105.922
2018:05:30:21:26:02.933,2018:05:30:23:24:28.852,7105.919
2018:05:31:03:07:45.653,2018:05:31:05:06:11.569,7105.916
2018:05:31:08:49:28.370,2018:05:31:10:47:54.290,7105.920
2018:05:31:14:31:11.085,2018:05:31:16:29:37.005,7105.920
2018:05:31:20:12:53.799,2018:05:31:22:11:19.718,7105.919
2018:06:01:01:54:36.511,2018:06:01:03:53:02.430,7105.919
