"Start Time (YYYY:MM:DD)","Stop Time (YYYY:MM:DD)","Duration (sec)"
2018:05:17:11:05:17.423,2018:05:18:07:34:39.492,73762.069
2018:05:18:09:45:33.728,2018:05:19:06:14:55.903,73762.175
2018:05:19:08:25:50.147,2018:05:20:04:55:12.404,73762.257
2018:05:20:07:06:06.651,2018:05:21:03:35:28.982,73762.331
2018:05:21:05:46:23.234,2018:05:22:02:15:45.604,73762.370
2018:05:22:04:26:39.859,2018:05:23:00:56:02.238,73762.379
2018:05:23:03:06:56.486,2018:05:23:23:36:18.836,73762.350
2018:05:24:01:47:13.079,2018:05:24:22:16:35.374,73762.296
2018:05:25:00:27:29.604,2018:05:25:20:56:51.830,73762.225
2018:05:25:23:07:46.049,2018:05:26:19:37:08.175,73762.126
2018:05:26:21:48:02.381,2018:05:27:18:17:24.414,73762.033
2018:05:27:20:28:18.612,2018:05:28:16:57:40.550,73761.938
2018:05:28:19:08:34.742,2018:05:29:15:37:56.599,73761.856
2018:05:29:17:48:50.780,2018:05:30:14:18:12.567,73761.787
2018:05:30:16:29:06.746,2018:05:31:12:58:28.483,73761.738
2018:05:31:15:09:22.655,2018:06:01:11:38:44.368,73761.713
2018:06:01:13:49:38.538,2018:06:02:10:19:00.225,73761.686
2018:06:02:12:29:54.398,2018:06:03:08:59:16.078,73761.680
2018:06:03:11:10:10.248,2018:06:04:07:39:31.930,73761.682
2018:06:04:09:50:26.108,2018:06:05:06:19:47.794,73761.687
2018:06:05:08:30:41.968,2018:06:06:05:00:03.661,73761.693
2018:06:06:07:10:57.841,2018:06:07:03:40:19.541,73761.700
2018:06:07:05:51:13.719,2018:06:08:02:20:35.435,73761.717
2018:06:08:04:31:29.616,2018:06:09:01:00:51.336,73761.720
2018:06:09:03:11:45.522,2018:06:09:23:41:07.260,73761.738
2018:06:10:01:52:01.446,2018:06:10:22:21:23.216,73761.770
2018:06:11:00:32:17.411,2018:06:11:21:01:39.225,73761.814
2018:06:11:23:12:33.421,2018:06:12:19:41:55.302,73761.881
2018:06:12:21:52:49.503,2018:06:13:18:22:11.462,73761.959
2018:06:13:20:33:05.674,2018:06:14:17:02:27.736,73762.062
2018:06:14:19:13:21.957,2018:06:15:15:42:44.113,73762.155
2018:06:15:17:53:38.346,2018:06:16:14:23:00.595,73762.249
2018:06:16:16:33:54.832,2018:06:17:13:03:17.158,73762.327
2018:06:17:15:14:11.403,2018:06:18:11:43:33.773,73762.371
2018:06:18:13:54:28.013,2018:06:19:10:23:50.398,73762.385
2018:06:19:12:34:44.634,2018:06:20:09:04:06.992,73762.358
2018:06:20:11:15:01.223,2018:06:21:07:44:23.536,73762.313
2018:06:21:09:55:17.759,2018:06:22:06:24:39.990,73762.231
2018:06:22:08:35:34.207,2018:06:23:05:04:56.351,73762.145
2018:06:23:07:15:50.554,2018:06:24:03:45:12.613,73762.059
2018:06:24:05:56:06.810,2018:06:25:02:25:28.782,73761.971
2018:06:25:04:36:22.966,2018:06:26:01:05:44.863,73761.897
2018:06:26:03:16:39.039,2018:06:26:23:46:00.872,73761.833
2018:06:27:01:56:55.048,2018:06:27:22:26:16.835,73761.787
2018:06:28:00:37:11.003,2018:06:28:21:06:32.754,73761.751
2018:06:28:23:17:26.922,2018:06:29:19:46:48.652,73761.730
2018:06:29:21:57:42.817,2018:06:30:18:27:04.542,73761.726
2018:06:30:20:37:58.706,2018:07:01:17:07:20.419,73761.713
2018:07:01:19:18:14.582,2018:07:02:15:47:36.293,73761.711
2018:07:02:17:58:30.459,2018:07:03:14:27:52.166,73761.707
2018:07:03:16:38:46.336,2018:07:04:13:08:08.042,73761.706
2018:07:04:15:19:02.208,2018:07:05:11:48:23.911,73761.702
2018:07:05:13:59:18.081,2018:07:06:10:28:39.788,73761.707
2018:07:06:12:39:33.956,2018:07:07:09:08:55.684,73761.728
2018:07:07:11:19:49.855,2018:07:08:07:49:11.600,73761.746
2018:07:08:10:00:05.773,2018:07:09:06:29:27.565,73761.792
2018:07:09:08:40:21.746,2018:07:10:05:09:43.597,73761.851
2018:07:10:07:20:37.790,2018:07:11:03:49:59.724,73761.934
2018:07:11:06:00:53.923,2018:07:12:02:30:15.951,73762.028
2018:07:12:04:41:10.162,2018:07:13:01:10:32.295,73762.133
2018:07:13:03:21:26.513,2018:07:13:23:50:48.753,73762.240
2018:07:14:02:01:42.978,2018:07:14:22:31:05.290,73762.312
2018:07:15:00:41:59.524,2018:07:15:21:11:21.885,73762.361
2018:07:15:23:22:16.119,2018:07:16:19:51:38.499,73762.380
2018:07:16:22:02:32.734,2018:07:17:18:31:55.097,73762.362
2018:07:17:20:42:49.323,2018:07:18:17:12:11.636,73762.313
2018:07:18:19:23:05.857,2018:07:19:15:52:28.103,73762.246
2018:07:19:18:03:22.313,2018:07:20:14:32:44.487,73762.174
2018:07:20:16:43:38.687,2018:07:21:13:13:00.771,73762.084
2018:07:21:15:23:54.966,2018:07:22:11:53:16.972,73762.006
2018:07:22:14:04:11.155,2018:07:23:10:33:33.093,73761.938
2018:07:23:12:44:27.274,2018:07:24:09:13:49.155,73761.881
2018:07:24:11:24:43.325,2018:07:25:07:54:05.160,73761.835
2018:07:25:10:04:59.330,2018:07:26:06:34:21.131,73761.801
2018:07:26:08:45:15.296,2018:07:27:05:14:37.081,73761.785
2018:07:27:07:25:31.243,2018:07:28:03:54:53.003,73761.760
2018:07:28:06:05:47.168,2018:07:29:02:35:08.913,73761.745
2018:07:29:04:46:03.073,2018:07:30:01:15:24.808,73761.735
2018:07:30:03:26:18.972,2018:07:30:23:55:40.693,73761.721
2018:07:31:02:06:34.852,2018:07:31:22:35:56.563,73761.711
2018:08:01:00:46:50.719,2018:08:01:21:16:12.415,73761.697
2018:08:01:23:27:06.572,2018:08:02:19:56:28.272,73761.699
2018:08:02:22:07:22.429,2018:08:03:18:36:44.126,73761.697
