"Start Time (YYYY:MM:DD)","Stop Time (YYYY:MM:DD)","Duration (sec)"
2018:05:18:10:00:00.000,2018:07:27:18:40:46.754,6079246.754
2018:07:27:21:35:39.171,2018:09:01:09:03:35.733,3065276.562
2018:09:01:09:16:09.399,2018:09:01:19:08:39.486,35550.087
2018:09:01:19:26:56.153,2018:09:02:05:14:28.658,35252.505
2018:09:02:05:36:57.524,2018:09:02:15:20:40.801,35023.276
2018:09:02:15:46:35.961,2018:09:03:01:27:07.645,34831.685
2018:09:03:01:55:59.732,2018:09:03:11:33:45.021,34665.288
2018:09:03:12:05:13.009,2018:09:03:21:40:30.470,34517.461
2018:09:03:22:14:18.243,2018:09:04:07:47:22.390,34384.147
2018:09:04:08:23:17.034,2018:09:04:17:54:19.672,34262.638
2018:09:04:18:32:10.492,2018:09:05:04:01:21.505,34151.013
2018:09:05:04:40:59.428,2018:09:05:14:08:27.266,34047.838
2018:09:05:14:49:44.457,2018:09:06:00:15:36.473,33952.017
2018:09:06:00:58:26.058,2018:09:06:10:22:48.740,33862.681
2018:09:06:11:07:04.615,2018:09:06:20:30:03.751,33779.136
2018:09:06:21:15:40.442,2018:09:07:06:37:21.244,33700.802
2018:09:07:07:24:13.796,2018:09:07:16:44:40.996,33627.200
2018:09:07:17:32:44.898,2018:09:08:02:52:02.820,33557.922
2018:09:08:03:41:13.927,2018:09:08:12:59:26.554,33492.628
2018:09:08:13:49:41.045,2018:09:08:23:06:52.060,33431.015
2018:09:08:23:58:06.383,2018:09:09:09:14:19.214,33372.831
2018:09:09:10:06:30.066,2018:09:09:19:21:47.913,33317.846
2018:09:09:20:14:52.192,2018:09:10:05:29:18.063,33265.871
2018:09:10:06:23:12.850,2018:09:10:15:36:49.584,33216.735
2018:09:10:16:31:32.119,2018:09:11:01:44:22.407,33170.288
2018:09:11:02:39:50.066,2018:09:11:11:51:56.468,33126.401
2018:09:11:12:48:06.753,2018:09:11:21:59:31.717,33084.964
2018:09:11:22:56:22.230,2018:09:12:08:07:08.097,33045.867
2018:09:12:09:04:36.543,2018:09:12:18:14:45.582,33009.038
2018:09:12:19:12:49.733,2018:09:13:04:22:24.124,32974.391
2018:09:13:05:21:01.835,2018:09:13:14:30:03.702,32941.867
2018:09:13:15:29:12.877,2018:09:14:00:37:44.284,32911.406
2018:09:14:01:37:22.888,2018:09:14:10:45:25.848,32882.961
2018:09:14:11:45:31.886,2018:09:14:20:53:08.377,32856.491
