"Start Time (YYYY:MM:DD)","Stop Time (YYYY:MM:DD)","Duration (sec)"
2008:07:03:09:26:47.532,2008:07:04:04:43:50.486,69422.954
2008:07:06:17:19:31.521,2008:07:07:00:35:45.362,26173.841
2008:07:09:15:12:29.869,2008:07:09:21:29:40.369,22630.500
2008:07:12:11:15:12.890,2008:07:12:22:50:20.397,41707.507
2008:07:15:06:51:46.487,2008:07:16:19:23:57.831,131531.343
2008:07:18:02:30:20.935,2008:07:20:09:45:27.888,198906.953
2008:07:20:22:38:45.419,2008:07:23:09:41:46.659,212581.240
2008:07:23:20:33:01.896,2008:07:26:06:26:37.575,208415.679
2008:07:27:02:39:09.151,2008:07:29:02:18:26.560,171557.409
2008:07:31:05:59:07.176,2008:07:31:21:58:32.350,57565.175
2008:08:03:11:07:07.376,2008:08:03:17:54:48.976,24461.600
2008:08:06:08:33:19.721,2008:08:06:15:06:08.819,23569.098
2008:08:09:04:29:45.444,2008:08:09:17:51:07.939,48082.495
2008:08:12:00:05:16.779,2008:08:13:16:59:16.439,147239.660
2008:08:14:19:46:00.737,2008:08:17:04:00:27.260,202466.523
2008:08:17:16:02:29.483,2008:08:20:03:11:30.820,212941.336
2008:08:20:14:27:09.423,2008:08:22:23:44:35.371,206245.949
2008:08:23:23:22:27.929,2008:08:25:19:33:00.034,159032.105
2008:08:28:01:45:46.855,2008:08:28:15:13:30.444,48463.589
2008:08:31:04:47:59.263,2008:08:31:11:15:06.772,23227.509
2008:09:03:01:52:42.360,2008:09:03:08:47:42.521,24900.161
2008:09:05:21:43:57.201,2008:09:06:13:19:48.814,56151.613
2008:09:08:17:18:53.670,2008:09:10:13:57:12.619,160698.950
2008:09:11:13:02:19.579,2008:09:13:22:04:26.076,205326.497
2008:09:14:09:28:24.065,2008:09:16:20:38:38.692,213014.627
2008:09:17:08:30:46.980,2008:09:19:17:01:46.146,203459.165
2008:09:20:20:58:26.398,2008:09:22:12:47:24.679,143338.281
2008:09:24:20:57:04.997,2008:09:25:08:28:50.071,41505.074
2008:09:27:22:23:33.677,2008:09:28:04:36:54.247,22400.570
2008:09:30:19:10:53.329,2008:10:01:02:35:37.654,26684.324
2008:10:03:14:57:53.156,2008:10:04:09:23:11.076,66317.920
2008:10:06:10:32:40.990,2008:10:08:10:15:43.650,171782.660
2008:10:09:06:19:25.065,2008:10:11:15:59:36.574,207611.509
2008:10:12:02:56:56.515,2008:10:14:14:03:35.832,212799.317
2008:10:15:02:46:36.368,2008:10:17:10:18:17.466,199901.098
2008:10:18:19:22:02.671,2008:10:20:06:01:44.591,124781.919
2008:10:22:15:41:43.740,2008:10:23:01:44:37.116,36173.376
2008:10:25:15:54:56.017,2008:10:25:22:00:30.252,21934.235
2008:10:28:12:28:05.241,2008:10:28:20:31:32.776,29007.535
2008:10:31:08:11:37.734,2008:11:01:06:07:10.771,78933.037
2008:11:03:03:46:42.690,2008:11:05:05:59:04.866,180742.177
2008:11:05:23:37:26.009,2008:11:08:09:47:40.779,209414.769
2008:11:08:20:28:40.969,2008:11:11:07:26:42.933,212281.965
2008:11:11:21:18:15.033,2008:11:14:03:34:15.853,195360.820
2008:11:15:18:05:35.621,2008:11:16:23:16:03.772,105028.151
2008:11:19:10:06:20.188,2008:11:19:19:00:58.182,32077.994
2008:11:22:09:22:56.151,2008:11:22:15:26:17.790,21801.638
2008:11:25:05:44:28.351,2008:11:25:14:37:35.739,31987.389
2008:11:28:01:25:14.856,2008:11:29:03:32:40.371,94045.515
2008:11:30:21:01:02.818,2008:12:03:01:13:18.599,187935.782
2008:12:03:16:56:32.560,2008:12:06:03:29:57.570,210805.010
2008:12:06:14:04:19.979,2008:12:09:00:48:16.700,211436.722
2008:12:09:16:10:34.538,2008:12:11:20:49:46.842,189552.304
2008:12:13:16:27:34.085,2008:12:14:16:30:26.059,86571.974
2008:12:17:04:15:46.451,2008:12:17:12:18:00.690,28934.239
2008:12:20:02:48:12.395,2008:12:20:08:54:45.001,21992.606
2008:12:22:23:00:11.006,2008:12:23:08:56:32.502,35781.497
2008:12:25:18:38:48.016,2008:12:27:01:29:11.966,111023.951
2008:12:28:14:15:45.562,2008:12:30:20:04:08.861,193703.298
2008:12:31:10:16:56.380,2009:01:02:21:07:27.445,211832.065
2009:01:03:07:44:45.736,2009:01:05:18:08:29.672,210223.936
2009:01:06:11:29:59.217,2009:01:08:14:04:54.128,182094.911
2009:01:10:13:59:55.572,2009:01:11:09:44:54.186,71098.614
2009:01:13:22:13:35.111,2009:01:14:05:35:51.996,26536.885
2009:01:16:20:11:13.535,2009:01:17:02:26:25.525,22511.991
2009:01:19:16:15:19.086,2009:01:20:03:31:56.927,40597.841
2009:01:22:11:52:19.376,2009:01:23:23:32:58.214,128438.837
2009:01:25:07:30:54.312,2009:01:27:14:36:22.986,198328.674
2009:01:28:03:38:50.078,2009:01:30:14:41:01.163,212531.085
2009:01:31:01:31:07.483,2009:02:02:11:27:35.080,208587.596
2009:02:03:07:24:40.236,2009:02:05:07:19:43.798,172503.562
2009:02:07:10:37:49.355,2009:02:08:02:59:33.858,58904.503
2009:02:10:16:02:25.576,2009:02:10:22:54:43.634,24738.057
2009:02:13:13:32:25.084,2009:02:13:20:02:04.359,23379.275
2009:02:16:09:30:00.428,2009:02:16:22:28:26.448,46706.020
2009:02:19:05:05:53.981,2009:02:20:21:16:50.244,144656.262
2009:02:22:00:46:35.988,2009:02:24:08:53:53.948,202037.961
2009:02:24:21:02:32.017,2009:02:27:08:11:17.196,212925.178
2009:02:27:19:24:50.859,2009:03:02:04:45:41.606,206450.748
2009:03:03:04:03:49.015,2009:03:05:00:34:18.723,160229.708
2009:03:07:06:28:55.439,2009:03:07:20:14:28.065,49532.626
2009:03:10:09:44:14.672,2009:03:10:16:14:45.908,23431.236
2009:03:13:06:52:05.093,2009:03:13:13:42:34.738,24629.645
2009:03:16:02:44:19.221,2009:03:16:17:51:43.479,54444.258
2009:03:18:22:19:34.022,2009:03:20:18:23:46.976,158652.954
2009:03:21:18:02:55.349,2009:03:24:02:59:42.724,205007.375
2009:03:24:14:28:21.481,2009:03:27:01:38:48.131,213026.651
2009:03:27:13:27:49.916,2009:03:29:22:02:57.906,203707.990
2009:03:31:01:34:19.861,2009:04:01:17:48:42.779,144862.918
2009:04:04:01:43:31.283,2009:04:04:13:29:41.431,42370.148
2009:04:07:03:20:32.053,2009:04:07:09:36:12.657,22540.604
2009:04:10:00:10:29.352,2009:04:10:07:29:06.457,26317.105
2009:04:12:19:58:20.274,2009:04:13:13:48:25.734,64205.460
2009:04:15:15:33:22.992,2009:04:17:14:49:57.250,170194.258
2009:04:18:11:19:59.378,2009:04:20:20:56:11.717,207372.339
2009:04:21:07:56:44.098,2009:04:23:19:04:01.090,212836.992
2009:04:24:07:42:37.213,2009:04:26:15:19:31.835,200214.623
2009:04:27:23:52:09.346,2009:04:29:11:03:00.029,126650.682
2009:05:01:20:30:35.088,2009:05:02:06:45:19.432,36884.344
2009:05:04:20:52:26.612,2009:05:05:02:59:21.213,22014.600
2009:05:07:17:27:51.119,2009:05:08:01:23:10.489,28519.370
2009:05:10:13:12:08.113,2009:05:11:10:24:47.540,76359.427
2009:05:13:08:47:24.728,2009:05:15:10:39:13.552,179508.824
2009:05:16:04:37:56.491,2009:05:18:14:45:11.826,209235.335
2009:05:19:01:28:12.385,2009:05:21:12:27:18.510,212346.125
2009:05:22:02:12:38.309,2009:05:24:08:35:30.453,195772.144
2009:05:25:22:32:03.303,2009:05:27:04:17:14.624,107111.321
2009:05:29:14:57:00.684,2009:05:30:00:01:28.522,32667.838
2009:06:01:14:20:51.462,2009:06:01:20:24:33.241,21821.780
2009:06:04:10:44:21.502,2009:06:04:19:26:46.233,31344.732
2009:06:07:06:25:47.004,2009:06:08:07:43:05.331,91038.327
2009:06:10:02:01:43.420,2009:06:12:05:57:54.092,186970.672
2009:06:12:21:56:56.704,2009:06:15:08:28:09.183,210672.479
2009:06:15:19:03:27.453,2009:06:18:05:48:58.827,211531.374
2009:06:18:21:02:29.729,2009:06:21:01:50:59.951,190110.222
2009:06:22:20:54:13.085,2009:06:23:21:31:30.753,88637.668
2009:06:26:09:07:52.906,2009:06:26:17:18:16.164,29423.258
2009:06:29:07:46:27.610,2009:06:29:13:52:15.813,21948.203
2009:07:02:04:00:09.756,2009:07:02:13:42:30.604,34940.848
2009:07:04:23:39:20.910,2009:07:06:05:35:31.999,107771.089
2009:07:07:19:16:23.586,2009:07:10:00:52:06.658,192943.072
2009:07:10:15:17:11.858,2009:07:13:02:06:10.873,211739.015
2009:07:13:12:43:21.395,2009:07:15:23:09:17.127,210355.732
2009:07:16:16:18:19.032,2009:07:18:19:06:05.745,182866.713
2009:07:20:18:29:45.075,2009:07:21:14:45:52.593,72967.517
2009:07:24:03:06:53.938,2009:07:24:10:35:50.941,26937.003
2009:07:27:01:09:46.867,2009:07:27:07:23:02.650,22395.784
2009:07:29:21:15:23.605,2009:07:30:08:13:49.505,39505.900
2009:08:01:16:52:53.542,2009:08:03:03:40:39.717,125266.175
2009:08:04:12:31:30.122,2009:08:06:19:26:59.608,197729.487
2009:08:07:08:38:56.026,2009:08:09:19:40:09.600,212473.574
2009:08:10:06:29:00.724,2009:08:12:16:28:25.874,208765.150
2009:08:13:12:07:57.337,2009:08:15:12:20:52.589,173575.252
2009:08:17:15:12:00.399,2009:08:18:08:00:24.326,60503.928
2009:08:20:20:56:46.477,2009:08:21:03:54:22.733,25056.256
2009:08:23:18:31:14.166,2009:08:24:00:57:36.056,23181.890
2009:08:26:14:30:09.579,2009:08:27:03:05:11.157,45301.577
2009:08:29:10:06:28.500,2009:08:31:01:30:48.936,141860.437
2009:09:01:05:47:08.520,2009:09:03:13:46:37.745,201569.224
2009:09:04:02:02:26.244,2009:09:06:13:10:47.343,212901.098
2009:09:07:00:21:51.544,2009:09:09:09:46:35.576,206684.032
2009:09:10:08:40:28.746,2009:09:12:05:35:24.836,161696.090
2009:09:14:11:07:31.778,2009:09:15:01:15:10.392,50858.614
2009:09:17:14:39:31.148,2009:09:17:21:14:03.206,23672.058
2009:09:20:11:51:09.348,2009:09:20:18:36:49.607,24340.259
2009:09:23:07:44:33.331,2009:09:23:22:22:17.162,52663.832
2009:09:26:03:20:09.411,2009:09:27:22:46:19.910,156370.500
2009:09:28:23:03:25.085,2009:10:01:07:54:11.605,204646.520
2009:10:01:19:28:03.527,2009:10:04:06:38:38.004,213034.478
2009:10:04:18:23:47.179,2009:10:07:03:03:55.303,204008.124
2009:10:08:06:03:18.668,2009:10:09:22:49:46.631,146787.963
2009:10:12:06:26:07.585,2009:10:12:18:30:15.642,43448.056
2009:10:15:08:16:38.727,2009:10:15:14:35:06.378,22707.652
2009:10:18:05:09:48.477,2009:10:18:12:21:52.021,25923.544
2009:10:21:00:58:39.866,2009:10:21:18:11:56.912,61997.046
2009:10:23:20:34:00.013,2009:10:25:19:21:00.172,168420.160
2009:10:26:16:20:27.187,2009:10:29:01:52:08.546,207101.359
2009:10:29:12:56:14.073,2009:11:01:00:04:09.207,212875.133
2009:11:01:12:37:18.685,2009:11:03:20:20:32.999,200594.314
2009:11:05:04:14:25.067,2009:11:06:16:04:02.098,128977.031
2009:11:09:01:16:37.250,2009:11:09:11:45:45.630,37748.380
2009:11:12:01:49:18.395,2009:11:12:07:57:49.450,22111.055
2009:11:14:22:27:24.703,2009:11:15:06:14:12.320,28007.617
2009:11:17:18:12:33.667,2009:11:18:14:41:06.728,73713.061
2009:11:20:13:48:04.177,2009:11:22:15:17:34.830,178170.653
2009:11:23:09:38:23.391,2009:11:25:19:42:22.142,209038.751
2009:11:26:06:27:30.619,2009:11:28:17:27:43.367,212412.748
2009:11:29:07:05:48.404,2009:12:01:13:36:35.574,196247.170
2009:12:03:02:51:47.356,2009:12:04:09:18:15.274,109587.918
2009:12:06:19:45:54.414,2009:12:07:05:01:46.667,33352.253
2009:12:09:19:18:23.303,2009:12:10:01:22:33.618,21850.316
2009:12:12:15:44:08.886,2009:12:13:00:15:46.645,30697.759
2009:12:15:11:26:18.780,2009:12:16:11:53:38.809,88040.030
2009:12:18:07:02:25.931,2009:12:20:10:42:05.562,185979.630
2009:12:21:02:57:23.553,2009:12:23:13:26:19.956,210536.404
2009:12:24:00:02:33.791,2009:12:26:10:49:38.538,211624.747
2009:12:27:01:53:46.005,2009:12:29:06:52:08.876,190702.870
2009:12:31:01:16:48.055,2010:01:01:02:32:30.065,90942.010
