Start Time (YYYY:MM:DD),Stop Time (YYYY:MM:DD),Duration (sec)
2008:07:01:10:00:00.000,2008:07:01:13:07:42.584,11262.584
2008:07:01:13:53:11.401,2008:07:01:17:11:57.053,11925.652
2008:07:01:17:57:24.752,2008:07:01:21:16:11.513,11926.76
2008:07:01:22:01:38.099,2008:07:02:01:20:25.967,11927.868
2008:07:02:02:05:51.438,2008:07:02:05:24:40.416,11928.978
2008:07:02:06:10:04.779,2008:07:02:09:28:54.859,11930.08
2008:07:02:10:14:18.110,2008:07:02:13:33:09.297,11931.187
2008:07:02:14:18:31.440,2008:07:02:17:37:23.729,11932.289
2008:07:02:18:22:44.768,2008:07:02:21:41:38.159,11933.391
2008:07:02:22:26:58.091,2008:07:03:01:45:52.581,11934.49
2008:07:03:02:31:11.415,2008:07:03:05:50:07.001,11935.587
2008:07:03:06:35:24.733,2008:07:03:09:54:21.418,11936.685
2008:07:03:10:39:38.050,2008:07:03:13:58:35.832,11937.782
2008:07:03:14:43:51.362,2008:07:03:18:02:50.242,11938.881
2008:07:03:18:48:04.674,2008:07:03:22:07:04.650,11939.977
2008:07:03:22:52:17.986,2008:07:04:02:11:19.056,11941.071
2008:07:04:02:56:31.296,2008:07:04:06:15:33.461,11942.164
2008:07:04:07:00:44.603,2008:07:04:10:19:47.864,11943.261
2008:07:04:11:04:57.913,2008:07:04:14:24:02.265,11944.353
2008:07:04:15:09:11.218,2008:07:04:18:28:16.666,11945.447
2008:07:04:19:13:24.526,2008:07:04:22:32:31.066,11946.54
2008:07:04:23:17:37.833,2008:07:05:02:36:45.466,11947.633
2008:07:05:03:21:51.138,2008:07:05:06:40:59.865,11948.727
2008:07:05:07:26:04.444,2008:07:05:10:45:14.265,11949.821
2008:07:05:11:30:17.750,2008:07:05:14:49:28.665,11950.915
2008:07:05:15:34:31.060,2008:07:05:18:53:43.066,11952.006
2008:07:05:19:38:44.367,2008:07:05:22:57:57.468,11953.1
2008:07:05:23:42:57.676,2008:07:06:03:02:11.872,11954.196
2008:07:06:03:47:10.986,2008:07:06:07:06:26.274,11955.289
2008:07:06:07:51:24.299,2008:07:06:11:10:40.680,11956.38
2008:07:06:11:55:37.612,2008:07:06:15:14:55.086,11957.475
2008:07:06:15:59:50.925,2008:07:06:19:19:09.495,11958.57
2008:07:06:20:04:04.241,2008:07:06:23:23:23.905,11959.664
2008:07:07:00:08:17.556,2008:07:07:03:27:38.317,11960.761
2008:07:07:04:12:30.876,2008:07:07:07:31:52.731,11961.855
2008:07:07:08:16:44.196,2008:07:07:11:36:07.148,11962.953
2008:07:07:12:20:57.519,2008:07:07:15:40:21.567,11964.048
2008:07:07:16:25:10.845,2008:07:07:19:44:35.988,11965.143
2008:07:07:20:29:24.171,2008:07:07:23:48:50.412,11966.241
2008:07:08:00:33:37.501,2008:07:08:03:53:04.838,11967.337
2008:07:08:04:37:50.832,2008:07:08:07:57:19.267,11968.435
2008:07:08:08:42:04.163,2008:07:08:12:01:33.698,11969.534
2008:07:08:12:46:17.498,2008:07:08:16:05:48.131,11970.633
