"Start Time (YYYY:MM:DD)","Stop Time (YYYY:MM:DD)","Duration (sec)"
2008:07:01:14:40:07.366,2008:07:01:17:00:10.300,8402.934
2008:07:01:22:24:14.240,2008:07:02:00:31:08.453,7614.213
2008:07:02:06:07:56.553,2008:07:02:08:02:02.760,6846.207
2008:07:02:13:51:04.913,2008:07:02:15:32:53.396,6108.482
2008:07:02:21:33:31.674,2008:07:02:23:03:40.482,5408.808
2008:07:03:05:15:11.314,2008:07:03:06:34:24.093,4752.780
2008:07:03:12:56:00.544,2008:07:03:14:05:04.230,4143.686
2008:07:03:20:35:58.235,2008:07:03:21:35:40.805,3582.571
2008:07:04:04:15:05.171,2008:07:04:05:06:13.610,3068.439
2008:07:04:11:53:23.813,2008:07:04:12:36:42.228,2598.415
2008:07:04:19:30:58.008,2008:07:04:20:07:05.941,2167.933
2008:07:05:03:07:52.923,2008:07:05:03:37:23.453,1770.531
2008:07:05:10:44:15.316,2008:07:05:11:07:32.258,1396.942
2008:07:05:18:20:15.170,2008:07:05:18:37:26.804,1031.634
2008:07:06:01:56:13.901,2008:07:06:02:06:50.092,636.192
2008:07:11:02:26:48.781,2008:07:11:02:35:22.576,513.794
2008:07:11:09:56:06.257,2008:07:11:10:10:26.853,860.596
2008:07:11:17:25:56.364,2008:07:11:17:45:19.453,1163.089
2008:07:12:00:56:00.389,2008:07:12:01:20:22.259,1461.870
2008:07:12:08:26:12.560,2008:07:12:08:55:44.338,1771.778
2008:07:12:15:56:30.324,2008:07:12:16:31:31.590,2101.266
2008:07:12:23:26:52.350,2008:07:13:00:07:48.669,2456.319
2008:07:13:06:57:17.875,2008:07:13:07:44:39.512,2841.637
2008:07:13:14:27:46.464,2008:07:13:15:22:07.434,3260.969
2008:07:13:21:58:17.864,2008:07:13:23:00:15.104,3717.240
2008:07:14:05:28:51.949,2008:07:14:06:39:04.378,4212.429
2008:07:14:12:59:28.670,2008:07:14:14:18:36.119,4747.449
2008:07:14:20:30:08.041,2008:07:14:21:58:50.003,5321.962
2008:07:15:04:00:50.129,2008:07:15:05:39:44.351,5934.222
2008:07:15:11:31:35.028,2008:07:15:13:21:16.024,6580.997
2008:07:15:19:02:22.878,2008:07:15:21:03:20.420,7257.542
2008:07:16:02:33:13.850,2008:07:16:04:45:51.564,7957.714
2008:07:16:10:04:08.138,2008:07:16:12:28:42.350,8674.212
2008:07:16:17:35:05.984,2008:07:16:20:11:44.869,9398.885
2008:07:17:01:06:07.647,2008:07:17:03:54:50.806,10123.159
2008:07:17:08:37:13.422,2008:07:17:11:37:51.908,10838.485
2008:07:17:16:08:23.636,2008:07:17:19:20:40.379,11536.743
2008:07:17:23:39:38.657,2008:07:18:03:03:09.235,12210.578
2008:07:18:07:10:58.905,2008:07:18:10:45:12.551,12853.646
2008:07:18:14:42:24.838,2008:07:18:18:26:45.618,13460.780
2008:07:18:22:13:56.956,2008:07:19:02:07:44.952,14027.996
2008:07:19:05:45:35.820,2008:07:19:09:48:08.265,14552.445
2008:07:19:13:17:22.068,2008:07:19:17:27:54.326,15032.258
2008:07:19:20:49:16.394,2008:07:20:01:07:02.841,15466.447
2008:07:20:04:21:19.564,2008:07:20:08:45:34.259,15854.695
2008:07:20:11:53:32.435,2008:07:20:16:23:29.605,16197.170
2008:07:20:19:25:55.973,2008:07:21:00:00:50.335,16494.361
2008:07:21:02:58:31.219,2008:07:21:07:37:38.195,16746.976
2008:07:21:10:31:19.365,2008:07:21:15:13:55.112,16955.747
2008:07:21:18:04:21.694,2008:07:21:22:49:43.096,17121.402
2008:07:22:01:37:39.662,2008:07:22:06:25:04.182,17244.520
2008:07:22:09:11:14.840,2008:07:22:14:00:00.372,17325.532
2008:07:22:16:45:08.986,2008:07:22:21:34:33.592,17364.606
2008:07:23:00:19:24.002,2008:07:23:05:08:45.689,17361.687
2008:07:23:07:54:01.975,2008:07:23:12:42:38.386,17316.410
2008:07:23:15:29:05.147,2008:07:23:20:16:13.292,17228.146
2008:07:23:23:04:35.922,2008:07:24:03:49:31.917,17095.995
2008:07:24:06:40:36.836,2008:07:24:11:22:35.629,16918.794
2008:07:24:14:17:10.514,2008:07:24:18:55:25.701,16695.187
2008:07:24:21:54:19.616,2008:07:25:02:28:03.282,16423.666
2008:07:25:05:32:06.739,2008:07:25:10:00:29.437,16102.697
2008:07:25:13:10:34.313,2008:07:25:17:32:45.119,15730.807
2008:07:25:20:49:44.414,2008:07:26:01:04:51.200,15306.787
2008:07:26:04:29:38.595,2008:07:26:08:36:48.483,14829.888
2008:07:26:12:10:17.621,2008:07:26:16:08:37.688,14300.066
2008:07:26:19:51:41.224,2008:07:26:23:40:19.451,13718.227
2008:07:27:03:33:47.820,2008:07:27:07:11:54.377,13086.557
2008:07:27:11:16:34.263,2008:07:27:14:43:22.998,12408.736
