"Time (YYYY:MM:DD)","Range (km)"
2018:05:21:23:55:48.000,4087.859039
2018:05:22:00:05:48.000,3943.926982
2018:05:22:00:15:48.000,3815.588483
2018:05:22:00:25:48.000,3706.637288
2018:05:22:00:35:48.000,3620.655369
2018:05:22:00:45:48.000,3560.738467
2018:05:22:00:55:48.000,3529.200609
2018:05:22:01:05:48.000,3527.315761
2018:05:22:01:15:48.000,3555.161359
2018:05:22:01:25:48.000,3611.608468
2018:05:22:01:35:48.000,3694.461507
2018:05:22:01:45:48.000,3800.707179
2018:05:22:01:55:48.000,3926.808826
2018:05:22:02:05:48.000,4068.986036
2018:05:22:02:15:48.000,4223.440910
2018:05:22:02:25:48.000,4386.517451
2018:05:22:02:27:02.917,4407.312087
2018:05:22:07:49:36.048,4407.312096
2018:05:22:07:59:36.000,4243.412707
2018:05:22:08:09:36.000,4087.679529
2018:05:22:08:19:36.000,3943.756385
2018:05:22:08:29:36.000,3815.430937
2018:05:22:08:39:36.000,3706.497037
2018:05:22:08:49:36.000,3620.536529
2018:05:22:08:59:36.000,3560.644723
2018:05:22:09:09:36.000,3529.134894
2018:05:22:09:19:36.000,3527.279964
2018:05:22:09:29:36.000,3555.156158
2018:05:22:09:39:36.000,3611.633306
2018:05:22:09:49:36.000,3694.514725
2018:05:22:09:59:36.000,3800.786252
2018:05:22:10:09:36.000,3926.910649
2018:05:22:10:19:36.000,4069.107182
2018:05:22:10:29:36.000,4223.577851
2018:05:22:10:39:36.000,4386.666713
2018:05:22:10:40:50.376,4407.312100
2018:05:22:16:03:23.349,4407.310856
2018:05:22:16:13:23.000,4243.484155
2018:05:22:16:23:23.000,4087.737644
2018:05:22:16:33:23.000,3943.798958
2018:05:22:16:43:23.000,3815.455933
2018:05:22:16:53:23.000,3706.502754
2018:05:22:17:03:23.000,3620.521779
2018:05:22:17:13:23.000,3560.609012
2018:05:22:17:23:23.000,3529.078552
2018:05:22:17:33:23.000,3527.204199
2018:05:22:17:43:23.000,3555.062991
2018:05:22:17:53:23.000,3611.525404
2018:05:22:18:03:23.000,3694.395171
2018:05:22:18:13:23.000,3800.658298
2018:05:22:18:23:23.000,3926.777505
2018:05:22:18:33:23.000,4068.971863
2018:05:22:18:43:23.000,4223.443083
2018:05:22:18:53:23.000,4386.534891
2018:05:22:18:54:37.844,4407.310794
2018:05:23:00:17:10.609,4407.310800
2018:05:23:00:27:10.000,4243.543547
2018:05:23:00:37:10.000,4087.782049
2018:05:23:00:47:10.000,3943.826318
2018:05:23:00:57:10.000,3815.464429
2018:05:23:01:07:10.000,3706.490970
2018:05:23:01:17:10.000,3620.488882
2018:05:23:01:27:10.000,3560.554917
2018:05:23:01:37:10.000,3529.004041
2018:05:23:01:47:10.000,3527.110937
2018:05:23:01:57:10.000,3554.953425
2018:05:23:02:07:10.000,3611.402575
2018:05:23:02:17:10.000,3694.262453
2018:05:23:02:27:10.000,3800.519150
2018:05:23:02:37:10.000,3926.635256
2018:05:23:02:47:10.000,4068.829570
2018:05:23:02:57:10.000,4223.303454
2018:05:23:03:07:10.000,4386.400255
2018:05:23:03:08:25.325,4407.310852
2018:05:23:08:30:57.824,4407.312102
2018:05:23:08:40:57.000,4243.590252
2018:05:23:08:50:57.000,4087.812240
2018:05:23:09:00:57.000,3943.838109
2018:05:23:09:10:57.000,3815.456236
2018:05:23:09:20:57.000,3706.461676
2018:05:23:09:30:57.000,3620.438017
2018:05:23:09:40:57.000,3560.482815
2018:05:23:09:50:57.000,3528.911928
2018:05:23:10:00:57.000,3527.000919
2018:05:23:10:10:57.000,3554.828363
2018:05:23:10:20:57.000,3611.265852
2018:05:23:10:30:57.000,3694.117709
2018:05:23:10:40:57.000,3800.370016
2018:05:23:10:50:57.000,3926.485153
2018:05:23:11:00:57.000,4068.681571
2018:05:23:11:10:57.000,4223.160222
2018:05:23:11:20:57.000,4386.264032
2018:05:23:11:22:12.816,4407.312095
2018:05:23:16:44:45.002,4407.312087
2018:05:23:16:54:45.000,4243.356285
2018:05:23:17:04:45.000,4087.576960
2018:05:23:17:14:45.000,3943.606034
2018:05:23:17:24:45.000,3815.232404
2018:05:23:17:34:45.000,3706.251504
2018:05:23:17:44:45.000,3620.247058
2018:05:23:17:54:45.000,3560.316409
2018:05:23:18:04:45.000,3528.774794
2018:05:23:18:14:45.000,3526.896746
2018:05:23:18:24:45.000,3554.759501
2018:05:23:18:34:45.000,3611.233179
2018:05:23:18:44:45.000,3694.120674
2018:05:23:18:54:45.000,3800.406854
2018:05:23:19:04:45.000,3926.553168
2018:05:23:19:14:45.000,4068.777454
2018:05:23:19:24:45.000,4223.280320
2018:05:23:19:34:45.000,4386.404561
2018:05:23:19:36:00.298,4407.311002
2018:05:24:00:58:32.140,4407.310823
2018:05:24:01:08:32.000,4243.376023
2018:05:24:01:18:32.000,4087.577543
2018:05:24:01:28:32.000,3943.585974
2018:05:24:01:38:32.000,3815.190633
2018:05:24:01:48:32.000,3706.187545
2018:05:24:01:58:32.000,3620.161191
2018:05:24:02:08:32.000,3560.209801
2018:05:24:02:18:32.000,3528.649538
2018:05:24:02:28:32.000,3526.755791
2018:05:24:02:38:32.000,3554.606459
2018:05:24:02:48:32.000,3611.072043
2018:05:24:02:58:32.000,3693.955520
2018:05:24:03:08:32.000,3800.241568
2018:05:24:03:18:32.000,3926.391258
2018:05:24:03:28:32.000,4068.621942
2018:05:24:03:38:32.000,4223.133707
2018:05:24:03:48:32.000,4386.268849
2018:05:24:03:49:47.780,4407.310834
2018:05:24:09:12:19.223,4407.312105
2018:05:24:09:22:19.000,4243.381680
2018:05:24:09:32:19.000,4087.562948
2018:05:24:09:42:19.000,3943.549861
2018:05:24:09:52:19.000,3815.132212
2018:05:24:10:02:19.000,3706.106672
2018:05:24:10:12:19.000,3620.058527
2018:05:24:10:22:19.000,3560.086923
2018:05:24:10:32:19.000,3528.508957
2018:05:24:10:42:19.000,3526.600849
2018:05:24:10:52:19.000,3554.441103
2018:05:24:11:02:19.000,3610.900528
2018:05:24:11:12:19.000,3693.782090
2018:05:24:11:22:19.000,3800.070188
2018:05:24:11:32:19.000,3926.225437
2018:05:24:11:42:19.000,4068.464633
2018:05:24:11:52:19.000,4222.987298
2018:05:24:12:02:19.000,4386.135193
2018:05:24:12:03:35.259,4407.312089
2018:05:24:17:26:06.263,4407.312092
2018:05:24:17:36:06.000,4243.372968
2018:05:24:17:46:06.000,4087.533040
2018:05:24:17:56:06.000,3943.497728
2018:05:24:18:06:06.000,3815.057355
2018:05:24:18:16:06.000,3706.009286
2018:05:24:18:26:06.000,3619.939655
2018:05:24:18:36:06.000,3559.948547
2018:05:24:18:46:06.000,3528.353989
2018:05:24:18:56:06.000,3526.433000
2018:05:24:19:06:06.000,3554.264633
2018:05:24:19:16:06.000,3610.719917
2018:05:24:19:26:06.000,3693.601718
2018:05:24:19:36:06.000,3799.894070
2018:05:24:19:46:06.000,3926.057049
2018:05:24:19:56:06.000,4068.306838
2018:05:24:20:06:06.000,4222.842346
2018:05:24:20:16:06.000,4386.004768
2018:05:24:20:17:22.721,4407.312104
2018:05:25:01:39:53.258,4407.310845
2018:05:25:01:49:53.000,4243.349688
2018:05:25:01:59:53.000,4087.487779
2018:05:25:02:09:53.000,3943.429708
2018:05:25:02:19:53.000,3814.966374
2018:05:25:02:29:53.000,3705.895886
2018:05:25:02:39:53.000,3619.805256
2018:05:25:02:49:53.000,3559.795527
2018:05:25:02:59:53.000,3528.185647
2018:05:25:03:09:53.000,3526.253394
2018:05:25:03:19:53.000,3554.078301
2018:05:25:03:29:53.000,3610.531536
2018:05:25:03:39:53.000,3693.415771
2018:05:25:03:49:53.000,3799.714586
2018:05:25:03:59:53.000,3925.887443
2018:05:25:04:09:53.000,4068.149857
2018:05:25:04:19:53.000,4222.700080
2018:05:25:04:29:53.000,4385.878718
2018:05:25:04:31:10.161,4407.310811
2018:05:25:09:53:40.200,4407.310787
2018:05:25:10:03:40.000,4243.311733
2018:05:25:10:13:40.000,4087.427219
2018:05:25:10:23:40.000,3943.346026
2018:05:25:10:33:40.000,3814.859677
2018:05:25:10:43:40.000,3705.767061
2018:05:25:10:53:40.000,3619.656100
2018:05:25:11:03:40.000,3559.628801
2018:05:25:11:13:40.000,3528.005017
2018:05:25:11:23:40.000,3526.063240
2018:05:25:11:33:40.000,3553.883410
2018:05:25:11:43:40.000,3610.336746
2018:05:25:11:53:40.000,3693.225635
2018:05:25:12:03:40.000,3799.533114
2018:05:25:12:13:40.000,3925.717964
2018:05:25:12:23:40.000,4067.994973
2018:05:25:12:33:40.000,4222.561704
2018:05:25:12:43:40.000,4385.758151
2018:05:25:12:44:57.586,4407.310862
2018:05:25:18:07:27.086,4407.312098
2018:05:25:18:17:27.000,4243.259084
2018:05:25:18:27:27.000,4087.351507
2018:05:25:18:37:27.000,3943.247004
2018:05:25:18:47:27.000,3814.737763
2018:05:25:18:57:27.000,3705.623490
2018:05:25:19:07:27.000,3619.493040
2018:05:25:19:17:27.000,3559.449382
2018:05:25:19:27:27.000,3527.813253
2018:05:25:19:37:27.000,3525.863802
2018:05:25:19:47:27.000,3553.681304
2018:05:25:19:57:27.000,3610.136937
2018:05:25:20:07:27.000,3693.032709
2018:05:25:20:17:27.000,3799.351035
2018:05:25:20:27:27.000,3925.549942
2018:05:25:20:37:27.000,4067.843445
2018:05:25:20:47:27.000,4222.428386
2018:05:25:20:57:27.000,4385.644130
2018:05:25:20:58:44.991,4407.312099
2018:05:26:02:21:13.931,4407.310860
2018:05:26:02:31:13.000,4243.459498
2018:05:26:02:41:13.000,4087.511985
2018:05:26:02:51:13.000,3943.361357
2018:05:26:03:01:13.000,3814.800345
2018:05:26:03:11:13.000,3705.629653
2018:05:26:03:21:13.000,3619.439650
2018:05:26:03:31:13.000,3559.335324
2018:05:26:03:41:13.000,3527.639799
2018:05:26:03:51:13.000,3525.634730
2018:05:26:04:01:13.000,3553.402693
2018:05:26:04:11:13.000,3609.816674
2018:05:26:04:21:13.000,3692.679805
2018:05:26:04:31:13.000,3798.974924
2018:05:26:04:41:13.000,3925.159871
2018:05:26:04:51:13.000,4067.448043
2018:05:26:05:01:13.000,4222.035410
2018:05:26:05:11:13.000,4385.260360
2018:05:26:05:12:32.359,4407.310791
2018:05:26:10:35:00.721,4407.310805
2018:05:26:10:45:00.000,4243.377811
2018:05:26:10:55:00.000,4087.406813
2018:05:26:11:05:00.000,3943.233015
2018:05:26:11:15:00.000,3814.649885
2018:05:26:11:25:00.000,3705.458994
2018:05:26:11:35:00.000,3619.251668
2018:05:26:11:45:00.000,3559.133844
2018:05:26:11:55:00.000,3527.429454
2018:05:26:12:05:00.000,3525.420691
2018:05:26:12:15:00.000,3553.190300
2018:05:26:12:25:00.000,3609.611040
2018:05:26:12:35:00.000,3692.485488
2018:05:26:12:45:00.000,3798.795695
2018:05:26:12:55:00.000,3924.998631
2018:05:26:13:05:00.000,4067.306835
2018:05:26:13:15:00.000,4221.915505
2018:05:26:13:25:00.000,4385.162378
2018:05:26:13:26:19.701,4407.310851
2018:05:26:18:48:47.456,4407.312103
2018:05:26:18:58:47.000,4243.281916
2018:05:26:19:08:47.000,4087.287470
2018:05:26:19:18:47.000,3943.090829
2018:05:26:19:28:47.000,3814.486222
2018:05:26:19:38:47.000,3705.276111
2018:05:26:19:48:47.000,3619.052779
2018:05:26:19:58:47.000,3558.923091
2018:05:26:20:08:47.000,3527.211744
2018:05:26:20:18:47.000,3525.201398
2018:05:26:20:28:47.000,3552.974878
2018:05:26:20:38:47.000,3609.404627
2018:05:26:20:48:47.000,3692.292571
2018:05:26:20:58:47.000,3798.619909
2018:05:26:21:08:47.000,3924.842682
2018:05:26:21:18:47.000,4067.172537
2018:05:26:21:28:47.000,4221.803886
2018:05:26:21:38:47.000,4385.073810
2018:05:26:21:40:07.012,4407.312093
2018:05:27:03:02:34.146,4407.312088
2018:05:27:03:12:34.000,4243.172149
2018:05:27:03:22:34.000,4087.154455
2018:05:27:03:32:34.000,3942.935462
2018:05:27:03:42:34.000,3814.310185
2018:05:27:03:52:34.000,3705.081988
2018:05:27:04:02:34.000,3618.844109
2018:05:27:04:12:34.000,3558.704312
2018:05:27:04:22:34.000,3526.988007
2018:05:27:04:32:34.000,3524.978248
2018:05:27:04:42:34.000,3552.757850
2018:05:27:04:52:34.000,3609.198845
2018:05:27:05:02:34.000,3692.102425
2018:05:27:05:12:34.000,3798.448865
2018:05:27:05:22:34.000,3924.693228
2018:05:27:05:32:34.000,4067.046242
2018:05:27:05:42:34.000,4221.701519
2018:05:27:05:52:34.000,4384.995486
2018:05:27:05:53:54.282,4407.312106
2018:05:27:11:16:20.792,4407.310830
2018:05:27:11:26:20.000,4243.316788
2018:05:27:11:36:20.000,4087.259636
2018:05:27:11:46:20.000,3942.996147
2018:05:27:11:56:20.000,3814.321982
2018:05:27:12:06:20.000,3705.041564
2018:05:27:12:16:20.000,3618.749640
2018:05:27:12:26:20.000,3558.555900
2018:05:27:12:36:20.000,3526.787949
2018:05:27:12:46:20.000,3524.731060
2018:05:27:12:56:20.000,3552.470002
2018:05:27:13:06:20.000,3608.878242
2018:05:27:13:16:20.000,3691.757754
2018:05:27:13:26:20.000,3798.088951
2018:05:27:13:36:20.000,3924.326508
2018:05:27:13:46:20.000,4066.680406
2018:05:27:13:56:20.000,4221.343330
2018:05:27:14:06:20.000,4384.650722
2018:05:27:14:07:41.507,4407.310831
2018:05:27:19:30:07.382,4407.312106
2018:05:27:19:40:07.000,4243.180646
2018:05:27:19:50:07.000,4087.101127
2018:05:27:20:00:07.000,3942.816745
2018:05:27:20:10:07.000,3814.123985
2018:05:27:20:20:07.000,3704.828177
2018:05:27:20:30:07.000,3618.524996
2018:05:27:20:40:07.000,3558.324961
2018:05:27:20:50:07.000,3526.556268
2018:05:27:21:00:07.000,3524.504421
2018:05:27:21:10:07.000,3552.253996
2018:05:27:21:20:07.000,3608.677864
2018:05:27:21:30:07.000,3691.577103
2018:05:27:21:40:07.000,3797.931078
2018:05:27:21:50:07.000,3924.193406
2018:05:27:22:00:07.000,4066.573108
2018:05:27:22:10:07.000,4221.262059
2018:05:27:22:20:07.000,4384.595063
2018:05:27:22:21:28.699,4407.312088
2018:05:28:03:43:53.931,4407.312093
2018:05:28:03:53:53.000,4243.300079
2018:05:28:04:03:53.000,4087.182297
2018:05:28:04:13:53.000,3942.855190
2018:05:28:04:23:53.000,3814.115909
2018:05:28:04:33:53.000,3704.770841
2018:05:28:04:43:53.000,3618.417129
2018:05:28:04:53:53.000,3558.167133
2018:05:28:05:03:53.000,3526.351111
2018:05:28:05:13:53.000,3524.256620
2018:05:28:05:23:53.000,3551.970005
2018:05:28:05:33:53.000,3608.365391
2018:05:28:05:43:53.000,3691.244486
2018:05:28:05:53:53.000,3797.586678
2018:05:28:06:03:53.000,3923.845128
2018:05:28:06:13:53.000,4066.228083
2018:05:28:06:23:53.000,4220.926490
2018:05:28:06:33:53.000,4384.274192
2018:05:28:06:35:15.842,4407.312103
2018:05:28:11:57:40.440,4407.310852
2018:05:28:12:07:40.000,4243.139849
2018:05:28:12:17:40.000,4087.001188
2018:05:28:12:27:40.000,3942.655248
2018:05:28:12:37:40.000,3813.900012
2018:05:28:12:47:40.000,3704.542764
2018:05:28:12:57:40.000,3618.181523
2018:05:28:13:07:40.000,3557.929376
2018:05:28:13:17:40.000,3526.117035
2018:05:28:13:27:40.000,3524.032114
2018:05:28:13:37:40.000,3551.760576
2018:05:28:13:47:40.000,3608.175770
2018:05:28:13:57:40.000,3691.078365
2018:05:28:14:07:40.000,3797.446597
2018:05:28:14:17:40.000,3923.732510
2018:05:28:14:27:40.000,4066.143374
2018:05:28:14:37:40.000,4220.869338
2018:05:28:14:47:40.000,4384.243638
2018:05:28:14:49:02.935,4407.310806
2018:05:28:20:11:26.903,4407.310790
2018:05:28:20:21:26.000,4243.236641
2018:05:28:20:31:26.000,4087.061503
2018:05:28:20:41:26.000,3942.675176
2018:05:28:20:51:26.000,3813.876318
2018:05:28:21:01:26.000,3704.473241
2018:05:28:21:11:26.000,3618.065369
2018:05:28:21:21:26.000,3557.767521
2018:05:28:21:31:26.000,3525.912322
2018:05:28:21:41:26.000,3523.789260
2018:05:28:21:51:26.000,3551.485879
2018:05:28:22:01:26.000,3607.876614
2018:05:28:22:11:26.000,3690.762625
2018:05:28:22:21:26.000,3797.122083
2018:05:28:22:31:26.000,3923.406530
2018:05:28:22:41:26.000,4065.822455
2018:05:28:22:51:26.000,4220.559102
2018:05:28:23:01:26.000,4383.948782
2018:05:28:23:02:49.984,4407.310863
2018:05:29:04:25:13.321,4407.312099
2018:05:29:04:35:13.000,4243.055160
2018:05:29:04:45:13.000,4086.861198
2018:05:29:04:55:13.000,3942.458637
2018:05:29:05:05:13.000,3813.646962
2018:05:29:05:15:13.000,3704.235344
2018:05:29:05:25:13.000,3617.824006
2018:05:29:05:35:13.000,3557.528381
2018:05:29:05:45:13.000,3525.681385
2018:05:29:05:55:13.000,3523.572381
2018:05:29:06:05:13.000,3551.288344
2018:05:29:06:15:13.000,3607.702769
2018:05:29:06:25:13.000,3690.615646
2018:05:29:06:35:13.000,3797.003915
2018:05:29:06:45:13.000,3923.317971
2018:05:29:06:55:13.000,4065.763328
2018:05:29:07:05:13.000,4220.528464
2018:05:29:07:15:13.000,4383.945130
