"Time (YYYY:MM:DD)","Range (km)"
2018:05:19:22:35:34.000,3783.459279
2018:05:19:22:45:34.000,3596.764000
2018:05:19:22:55:34.000,3429.487111
2018:05:19:23:05:34.000,3287.488477
2018:05:19:23:15:34.000,3176.590909
2018:05:19:23:25:34.000,3102.002731
2018:05:19:23:35:34.000,3067.609200
2018:05:19:23:45:34.000,3075.317316
2018:05:19:23:55:34.000,3124.692998
2018:05:20:00:05:34.000,3213.046102
2018:05:20:00:15:34.000,3335.925487
2018:05:20:00:25:34.000,3487.820908
2018:05:20:00:35:34.000,3662.839443
2018:05:20:00:45:34.000,3855.211625
2018:05:20:00:55:34.000,4059.593644
2018:05:20:01:05:34.000,4271.202114
2018:05:20:01:11:54.790,4407.312106
2018:05:20:06:19:21.556,4407.312055
2018:05:20:06:29:21.000,4193.529828
2018:05:20:06:39:21.000,3984.040684
2018:05:20:06:49:21.000,3783.453326
2018:05:20:06:59:21.000,3596.762776
2018:05:20:07:09:21.000,3429.491100
2018:05:20:07:19:21.000,3287.498040
2018:05:20:07:29:21.000,3176.606206
2018:05:20:07:39:21.000,3102.023647
2018:05:20:07:49:21.000,3067.635299
2018:05:20:07:59:21.000,3075.347847
2018:05:20:08:09:21.000,3124.726978
2018:05:20:08:19:21.000,3213.082432
2018:05:20:08:29:21.000,3335.963076
2018:05:20:08:39:21.000,3487.858769
2018:05:20:08:49:21.000,3662.876739
2018:05:20:08:59:21.000,3855.247681
2018:05:20:09:09:21.000,4059.627939
2018:05:20:09:19:21.000,4271.234253
2018:05:20:09:25:41.704,4407.311814
2018:05:20:14:33:08.508,4407.312106
2018:05:20:14:43:08.000,4193.514830
2018:05:20:14:53:08.000,3984.028454
2018:05:20:15:03:08.000,3783.444367
2018:05:20:15:13:08.000,3596.757595
2018:05:20:15:23:08.000,3429.490171
2018:05:20:15:33:08.000,3287.501759
2018:05:20:15:43:08.000,3176.614816
2018:05:20:15:53:08.000,3102.037176
2018:05:20:16:03:08.000,3067.653504
2018:05:20:16:13:08.000,3075.370213
2018:05:20:16:23:08.000,3124.752767
2018:05:20:16:33:08.000,3213.110777
2018:05:20:16:43:08.000,3335.993083
2018:05:20:16:53:08.000,3487.889602
2018:05:20:17:03:08.000,3662.907666
2018:05:20:17:13:08.000,3855.278095
2018:05:20:17:23:08.000,4059.657351
2018:05:20:17:33:08.000,4271.262279
2018:05:20:17:39:28.629,4407.312004
2018:05:20:22:46:55.460,4407.311068
2018:05:20:22:56:55.000,4193.498230
2018:05:20:23:06:55.000,3984.013760
2018:05:20:23:16:55.000,3783.432041
2018:05:20:23:26:55.000,3596.748117
2018:05:20:23:36:55.000,3429.484022
2018:05:20:23:46:55.000,3287.499374
2018:05:20:23:56:55.000,3176.616535
2018:05:21:00:06:55.000,3102.043175
2018:05:21:00:16:55.000,3067.663743
2018:05:21:00:26:55.000,3075.384415
2018:05:21:00:36:55.000,3124.770438
2018:05:21:00:46:55.000,3213.131277
2018:05:21:00:56:55.000,3336.015708
2018:05:21:01:06:55.000,3487.913655
2018:05:21:01:16:55.000,3662.932513
2018:05:21:01:26:55.000,3855.303184
2018:05:21:01:36:55.000,4059.682217
2018:05:21:01:46:55.000,4271.286542
2018:05:21:01:53:15.563,4407.312087
2018:05:21:07:00:42.404,4407.312088
2018:05:21:07:10:42.000,4193.479657
2018:05:21:07:20:42.000,3983.996247
2018:05:21:07:30:42.000,3783.416010
2018:05:21:07:40:42.000,3596.734035
2018:05:21:07:50:42.000,3429.472381
2018:05:21:08:00:42.000,3287.490664
2018:05:21:08:10:42.000,3176.611200
2018:05:21:08:20:42.000,3102.041550
2018:05:21:08:30:42.000,3067.665995
2018:05:21:08:40:42.000,3075.390504
2018:05:21:08:50:42.000,3124.780114
2018:05:21:09:00:42.000,3213.144120
2018:05:21:09:10:42.000,3336.031192
2018:05:21:09:20:42.000,3487.931218
2018:05:21:09:30:42.000,3662.951603
2018:05:21:09:40:42.000,3855.323294
2018:05:21:09:50:42.000,4059.702902
2018:05:21:10:00:42.000,4271.307415
2018:05:21:10:07:02.502,4407.311028
2018:05:21:15:14:29.346,4407.312005
2018:05:21:15:24:29.000,4193.458759
2018:05:21:15:34:29.000,3983.975574
2018:05:21:15:44:29.000,3783.395961
2018:05:21:15:54:29.000,3596.715069
2018:05:21:16:04:29.000,3429.455012
2018:05:21:16:14:29.000,3287.475448
2018:05:21:16:24:29.000,3176.598693
2018:05:21:16:34:29.000,3102.032253
2018:05:21:16:44:29.000,3067.660287
2018:05:21:16:54:29.000,3075.388581
2018:05:21:17:04:29.000,3124.781966
2018:05:21:17:14:29.000,3213.149539
2018:05:21:17:24:29.000,3336.039823
2018:05:21:17:34:29.000,3487.942616
2018:05:21:17:44:29.000,3662.965292
2018:05:21:17:54:29.000,3855.338805
2018:05:21:18:04:29.000,4059.719795
2018:05:21:18:14:29.000,4271.325290
2018:05:21:18:20:49.454,4407.312106
2018:05:21:23:28:16.283,4407.311862
2018:05:21:23:38:16.000,4193.435196
2018:05:21:23:48:16.000,3983.951427
2018:05:21:23:58:16.000,3783.371607
2018:05:22:00:08:16.000,3596.690969
2018:05:22:00:18:16.000,3429.431716
2018:05:22:00:28:16.000,3287.453584
2018:05:22:00:38:16.000,3176.578939
2018:05:22:00:48:16.000,3102.015283
2018:05:22:00:58:16.000,3067.646693
2018:05:22:01:08:16.000,3075.378797
2018:05:22:01:18:16.000,3124.776212
2018:05:22:01:28:16.000,3213.147811
2018:05:22:01:38:16.000,3336.041925
2018:05:22:01:48:16.000,3487.948213
2018:05:22:01:58:16.000,3662.973970
2018:05:22:02:08:16.000,3855.350120
2018:05:22:02:18:16.000,4059.733304
2018:05:22:02:28:16.000,4271.340575
2018:05:22:02:34:36.409,4407.312053
2018:05:22:07:42:03.213,4407.312106
2018:05:22:07:52:03.000,4193.408648
2018:05:22:08:02:03.000,3983.923508
2018:05:22:08:12:03.000,3783.342687
2018:05:22:08:22:03.000,3596.661520
2018:05:22:08:32:03.000,3429.402331
2018:05:22:08:42:03.000,3287.424973
2018:05:22:08:52:03.000,3176.551910
2018:05:22:09:02:03.000,3101.990686
2018:05:22:09:12:03.000,3067.625336
2018:05:22:09:22:03.000,3075.361347
2018:05:22:09:32:03.000,3124.763114
2018:05:22:09:42:03.000,3213.139256
2018:05:22:09:52:03.000,3336.037862
2018:05:22:10:02:03.000,3487.948404
2018:05:22:10:12:03.000,3662.978052
2018:05:22:10:22:03.000,3855.357664
2018:05:22:10:32:03.000,4059.743859
2018:05:22:10:42:03.000,4271.353692
2018:05:22:10:48:23.364,4407.310505
2018:05:22:15:55:50.136,4407.312030
2018:05:22:16:05:50.000,4193.378815
2018:05:22:16:15:50.000,3983.891551
2018:05:22:16:25:50.000,3783.308971
2018:05:22:16:35:50.000,3596.626541
2018:05:22:16:45:50.000,3429.366731
2018:05:22:16:55:50.000,3287.389555
2018:05:22:17:05:50.000,3176.517619
2018:05:22:17:15:50.000,3101.958553
2018:05:22:17:25:50.000,3067.596384
2018:05:22:17:35:50.000,3075.336472
2018:05:22:17:45:50.000,3124.742979
2018:05:22:17:55:50.000,3213.124232
2018:05:22:18:05:50.000,3336.028033
2018:05:22:18:15:50.000,3487.943614
2018:05:22:18:25:50.000,3662.977978
2018:05:22:18:35:50.000,3855.361883
2018:05:22:18:45:50.000,4059.751899
2018:05:22:18:55:50.000,4271.365070
2018:05:22:19:02:10.331,4407.312106
2018:05:23:00:09:37.051,4407.312106
2018:05:23:00:19:37.000,4193.345420
2018:05:23:00:29:37.000,3983.855311
2018:05:23:00:39:37.000,3783.270261
2018:05:23:00:49:37.000,3596.585884
2018:05:23:00:59:37.000,3429.324832
2018:05:23:01:09:37.000,3287.347315
2018:05:23:01:19:37.000,3176.476125
2018:05:23:01:29:37.000,3101.919020
2018:05:23:01:39:37.000,3067.560050
2018:05:23:01:49:37.000,3075.304455
2018:05:23:01:59:37.000,3124.716150
2018:05:23:02:09:37.000,3213.103132
2018:05:23:02:19:37.000,3336.012865
2018:05:23:02:29:37.000,3487.934294
2018:05:23:02:39:37.000,3662.974212
2018:05:23:02:49:37.000,3855.363240
2018:05:23:02:59:37.000,4059.757880
2018:05:23:03:09:37.000,4271.375148
2018:05:23:03:15:57.296,4407.312020
2018:05:23:08:23:23.962,4407.310635
2018:05:23:08:33:23.000,4193.662261
2018:05:23:08:43:23.000,3984.157628
2018:05:23:08:53:23.000,3783.550604
2018:05:23:09:03:23.000,3596.836019
2018:05:23:09:13:23.000,3429.535972
2018:05:23:09:23:23.000,3287.510598
2018:05:23:09:33:23.000,3176.583405
2018:05:23:09:43:23.000,3101.963919
2018:05:23:09:53:23.000,3067.539034
2018:05:23:10:03:23.000,3075.217590
2018:05:23:10:13:23.000,3124.567194
2018:05:23:10:23:23.000,3212.898915
2018:05:23:10:33:23.000,3335.762203
2018:05:23:10:43:23.000,3487.646832
2018:05:23:10:53:23.000,3662.659500
2018:05:23:11:03:23.000,3855.030153
2018:05:23:11:13:23.000,4059.414341
2018:05:23:11:23:23.000,4271.028062
2018:05:23:11:29:44.263,4407.312103
2018:05:23:16:37:10.855,4407.312064
2018:05:23:16:47:10.000,4193.621015
2018:05:23:16:57:10.000,3984.112217
2018:05:23:17:07:10.000,3783.501441
2018:05:23:17:17:10.000,3596.783715
2018:05:23:17:27:10.000,3429.481376
2018:05:23:17:37:10.000,3287.454830
2018:05:23:17:47:10.000,3176.527851
2018:05:23:17:57:10.000,3101.910166
2018:05:23:18:07:10.000,3067.488738
2018:05:23:18:17:10.000,3075.172294
2018:05:23:18:27:10.000,3124.528150
2018:05:23:18:37:10.000,3212.866964
2018:05:23:18:47:10.000,3335.737746
2018:05:23:18:57:10.000,3487.629887
2018:05:23:19:07:10.000,3662.649790
2018:05:23:19:17:10.000,3855.027209
2018:05:23:19:27:10.000,4059.417581
2018:05:23:19:37:10.000,4271.036855
2018:05:23:19:43:31.228,4407.311591
2018:05:24:00:50:57.743,4407.311998
2018:05:24:01:00:57.000,4193.575528
2018:05:24:01:10:57.000,3984.061973
2018:05:24:01:20:57.000,3783.446884
2018:05:24:01:30:57.000,3596.725512
2018:05:24:01:40:57.000,3429.420459
2018:05:24:01:50:57.000,3287.392439
2018:05:24:02:00:57.000,3176.465526
2018:05:24:02:10:57.000,3101.849678
2018:05:24:02:20:57.000,3067.431948
2018:05:24:02:30:57.000,3075.120943
2018:05:24:02:40:57.000,3124.483660
2018:05:24:02:50:57.000,3212.830304
2018:05:24:03:00:57.000,3335.709396
2018:05:24:03:10:57.000,3487.609892
2018:05:24:03:20:57.000,3662.637866
2018:05:24:03:30:57.000,3855.022851
2018:05:24:03:40:57.000,4059.420157
2018:05:24:03:50:57.000,4271.045671
2018:05:24:03:57:18.195,4407.312001
2018:05:24:09:04:44.621,4407.311272
2018:05:24:09:14:44.000,4193.525627
2018:05:24:09:24:44.000,3984.006772
2018:05:24:09:34:44.000,3783.386869
2018:05:24:09:44:44.000,3596.661408
2018:05:24:09:54:44.000,3429.353292
2018:05:24:10:04:44.000,3287.323571
2018:05:24:10:14:44.000,3176.396653
2018:05:24:10:24:44.000,3101.782758
2018:05:24:10:34:44.000,3067.369035
2018:05:24:10:44:44.000,3075.063967
2018:05:24:10:54:44.000,3124.434202
2018:05:24:11:04:44.000,3212.789443
2018:05:24:11:14:44.000,3335.677674
2018:05:24:11:24:44.000,3487.587371
2018:05:24:11:34:44.000,3662.624242
2018:05:24:11:44:44.000,3855.017574
2018:05:24:11:54:44.000,4059.422534
2018:05:24:12:04:44.000,4271.054942
2018:05:24:12:11:05.158,4407.312078
2018:05:24:17:18:31.484,4407.312096
2018:05:24:17:28:31.000,4193.471172
2018:05:24:17:38:31.000,3983.946526
2018:05:24:17:48:31.000,3783.321364
2018:05:24:17:58:31.000,3596.591440
2018:05:24:18:08:31.000,3429.279984
2018:05:24:18:18:31.000,3287.248412
2018:05:24:18:28:31.000,3176.321498
2018:05:24:18:38:31.000,3101.709744
2018:05:24:18:48:31.000,3067.300406
2018:05:24:18:58:31.000,3075.001830
2018:05:24:19:08:31.000,3124.380279
2018:05:24:19:18:31.000,3212.744910
2018:05:24:19:28:31.000,3335.643120
2018:05:24:19:38:31.000,3487.562859
2018:05:24:19:48:31.000,3662.609436
2018:05:24:19:58:31.000,3855.011871
2018:05:24:20:08:31.000,4059.425175
2018:05:24:20:18:31.000,4271.065095
2018:05:24:20:24:52.114,4407.310855
2018:05:25:01:32:18.337,4407.312010
2018:05:25:01:42:18.000,4193.412052
2018:05:25:01:52:18.000,3983.881178
2018:05:25:02:02:18.000,3783.250374
2018:05:25:02:12:18.000,3596.515682
2018:05:25:02:22:18.000,3429.200680
2018:05:25:02:32:18.000,3287.167184
2018:05:25:02:42:18.000,3176.240359
2018:05:25:02:52:18.000,3101.631008
2018:05:25:03:02:18.000,3067.226498
2018:05:25:03:12:18.000,3074.935018
2018:05:25:03:22:18.000,3124.322414
2018:05:25:03:32:18.000,3212.697250
2018:05:25:03:42:18.000,3335.606281
2018:05:25:03:52:18.000,3487.536895
2018:05:25:04:02:18.000,3662.593968
2018:05:25:04:12:18.000,3855.006233
2018:05:25:04:22:18.000,4059.428536
2018:05:25:04:32:18.000,4271.076545
2018:05:25:04:38:39.073,4407.312106
2018:05:25:09:46:05.178,4407.312106
2018:05:25:09:56:05.000,4193.348186
2018:05:25:10:06:05.000,3983.810704
2018:05:25:10:16:05.000,3783.173940
2018:05:25:10:26:05.000,3596.434241
2018:05:25:10:36:05.000,3429.115565
2018:05:25:10:46:05.000,3287.080148
2018:05:25:10:56:05.000,3176.153571
2018:05:25:11:06:05.000,3101.546956
2018:05:25:11:16:05.000,3067.147776
2018:05:25:11:26:05.000,3074.864045
2018:05:25:11:36:05.000,3124.261154
2018:05:25:11:46:05.000,3212.647020
2018:05:25:11:56:05.000,3335.567716
2018:05:25:12:06:05.000,3487.510021
2018:05:25:12:16:05.000,3662.578354
2018:05:25:12:26:05.000,3855.001144
2018:05:25:12:36:05.000,4059.433062
2018:05:25:12:46:05.000,4271.089696
2018:05:25:12:52:26.022,4407.312043
2018:05:25:17:59:52.012,4407.310417
2018:05:25:18:09:52.000,4193.279525
2018:05:25:18:19:52.000,3983.735114
2018:05:25:18:29:52.000,3783.092134
2018:05:25:18:39:52.000,3596.347263
2018:05:25:18:49:52.000,3429.024855
2018:05:25:18:59:52.000,3286.987595
2018:05:25:19:09:52.000,3176.061501
2018:05:25:19:19:52.000,3101.458019
2018:05:25:19:29:52.000,3067.064729
2018:05:25:19:39:52.000,3074.789444
2018:05:25:19:49:52.000,3124.197055
2018:05:25:19:59:52.000,3212.594789
2018:05:25:20:09:52.000,3335.527985
2018:05:25:20:19:52.000,3487.482780
2018:05:25:20:29:52.000,3662.563108
2018:05:25:20:39:52.000,3854.997079
2018:05:25:20:49:52.000,4059.439185
2018:05:25:20:59:52.000,4271.104932
2018:05:25:21:06:12.960,4407.310436
2018:05:26:02:13:38.824,4407.312039
2018:05:26:02:23:38.000,4193.560197
2018:05:26:02:33:38.000,3983.997603
2018:05:26:02:43:38.000,3783.329385
2018:05:26:02:53:38.000,3596.551610
2018:05:26:03:03:38.000,3429.188290
2018:05:26:03:13:38.000,3287.102267
2018:05:26:03:23:38.000,3176.120502
2018:05:26:03:33:38.000,3101.456373
2018:05:26:03:43:38.000,3067.000354
2018:05:26:03:53:38.000,3074.663743
2018:05:26:04:03:38.000,3124.014855
2018:05:26:04:13:38.000,3212.363622
2018:05:26:04:23:38.000,3335.256976
2018:05:26:04:33:38.000,3487.181548
2018:05:26:04:43:38.000,3662.240919
2018:05:26:04:53:38.000,3854.662358
2018:05:26:05:03:38.000,4059.099311
2018:05:26:05:13:38.000,4270.766228
2018:05:26:05:19:59.900,4407.312106
2018:05:26:10:27:25.627,4407.312106
2018:05:26:10:37:25.000,4193.481936
2018:05:26:10:47:25.000,3983.911950
2018:05:26:10:57:25.000,3783.237201
2018:05:26:11:07:25.000,3596.454127
2018:05:26:11:17:25.000,3429.087177
2018:05:26:11:27:25.000,3286.999684
2018:05:26:11:37:25.000,3176.019074
2018:05:26:11:47:25.000,3101.359062
2018:05:26:11:57:25.000,3066.910201
2018:05:26:12:07:25.000,3074.583529
2018:05:26:12:17:25.000,3123.946777
2018:05:26:12:27:25.000,3212.309088
2018:05:26:12:37:25.000,3335.216575
2018:05:26:12:47:25.000,3487.155155
2018:05:26:12:57:25.000,3662.227885
2018:05:26:13:07:25.000,3854.661694
2018:05:26:13:17:25.000,4059.109844
2018:05:26:13:27:25.000,4270.786707
2018:05:26:13:33:46.827,4407.312013
2018:05:26:18:41:12.422,4407.310790
2018:05:26:18:51:12.000,4193.398920
2018:05:26:19:01:12.000,3983.821400
2018:05:26:19:11:12.000,3783.140065
2018:05:26:19:21:12.000,3596.351733
2018:05:26:19:31:12.000,3428.981314
2018:05:26:19:41:12.000,3286.892644
2018:05:26:19:51:12.000,3175.913628
2018:05:26:20:01:12.000,3101.258312
2018:05:26:20:11:12.000,3066.817312
2018:05:26:20:21:12.000,3074.501372
2018:05:26:20:31:12.000,3123.877592
2018:05:26:20:41:12.000,3212.254278
2018:05:26:20:51:12.000,3335.176682
2018:05:26:21:01:12.000,3487.129982
2018:05:26:21:11:12.000,3662.216692
2018:05:26:21:21:12.000,3854.663395
2018:05:26:21:31:12.000,4059.123169
2018:05:26:21:41:12.000,4270.810316
2018:05:26:21:47:33.745,4407.312098
2018:05:27:02:54:59.197,4407.312075
2018:05:27:03:04:59.000,4193.311221
2018:05:27:03:14:59.000,3983.726091
2018:05:27:03:24:59.000,3783.038177
2018:05:27:03:34:59.000,3596.244697
2018:05:27:03:44:59.000,3428.871038
2018:05:27:03:54:59.000,3286.781553
2018:05:27:04:04:59.000,3175.804630
2018:05:27:04:14:59.000,3101.154642
2018:05:27:04:24:59.000,3066.722245
2018:05:27:04:34:59.000,3074.417851
2018:05:27:04:44:59.000,3123.807883
2018:05:27:04:54:59.000,3212.199764
2018:05:27:05:04:59.000,3335.137844
2018:05:27:05:14:59.000,3487.106538
2018:05:27:05:24:59.000,3662.207802
2018:05:27:05:34:59.000,3854.667872
2018:05:27:05:44:59.000,4059.139644
2018:05:27:05:54:59.000,4270.837358
2018:05:27:06:01:20.651,4407.311374
2018:05:27:11:08:45.963,4407.312000
2018:05:27:11:18:45.000,4193.573155
2018:05:27:11:28:45.000,3983.969412
2018:05:27:11:38:45.000,3783.256163
2018:05:27:11:48:45.000,3596.430085
2018:05:27:11:58:45.000,3429.016287
2018:05:27:12:08:45.000,3286.879340
2018:05:27:12:18:45.000,3175.848604
2018:05:27:12:28:45.000,3101.140368
2018:05:27:12:38:45.000,3066.648102
2018:05:27:12:48:45.000,3074.285562
2018:05:27:12:58:45.000,3123.622414
2018:05:27:13:08:45.000,3211.968596
2018:05:27:13:18:45.000,3334.869898
2018:05:27:13:28:45.000,3486.811116
2018:05:27:13:38:45.000,3661.893799
2018:05:27:13:48:45.000,3854.343320
2018:05:27:13:58:45.000,4058.811540
2018:05:27:14:08:45.000,4270.511661
2018:05:27:14:15:07.550,4407.311998
2018:05:27:19:22:32.718,4407.311515
2018:05:27:19:32:32.000,4193.476443
2018:05:27:19:42:32.000,3983.865115
2018:05:27:19:52:32.000,3783.145494
2018:05:27:20:02:32.000,3596.314686
2018:05:27:20:12:32.000,3428.898300
2018:05:27:20:22:32.000,3286.761446
2018:05:27:20:32:32.000,3175.733966
2018:05:27:20:42:32.000,3101.032454
2018:05:27:20:52:32.000,3066.550364
2018:05:27:21:02:32.000,3074.201039
2018:05:27:21:12:32.000,3123.553371
2018:05:27:21:22:32.000,3211.916326
2018:05:27:21:32:32.000,3334.834724
2018:05:27:21:42:32.000,3486.792555
2018:05:27:21:52:32.000,3661.890794
2018:05:27:22:02:32.000,3854.354470
2018:05:27:22:12:32.000,4058.835274
2018:05:27:22:22:32.000,4270.546362
2018:05:27:22:28:54.436,4407.312069
2018:05:28:03:36:19.458,4407.312102
2018:05:28:03:46:19.000,4193.375441
2018:05:28:03:56:19.000,3983.756633
2018:05:28:04:06:19.000,3783.030838
2018:05:28:04:16:19.000,3596.195605
2018:05:28:04:26:19.000,3428.777054
2018:05:28:04:36:19.000,3286.640836
2018:05:28:04:46:19.000,3175.617274
2018:05:28:04:56:19.000,3100.923245
2018:05:28:05:06:19.000,3066.452157
2018:05:28:05:16:19.000,3074.116894
2018:05:28:05:26:19.000,3123.485528
2018:05:28:05:36:19.000,3211.866007
2018:05:28:05:46:19.000,3334.802154
2018:05:28:05:56:19.000,3486.777136
2018:05:28:06:06:19.000,3661.891352
2018:05:28:06:16:19.000,3854.369491
2018:05:28:06:26:19.000,4058.863083
2018:05:28:06:36:19.000,4270.585253
2018:05:28:06:42:41.307,4407.310699
2018:05:28:11:50:06.189,4407.312018
2018:05:28:12:00:06.000,4193.270332
2018:05:28:12:10:06.000,3983.644207
2018:05:28:12:20:06.000,3782.912498
2018:05:28:12:30:06.000,3596.073206
2018:05:28:12:40:06.000,3428.652971
2018:05:28:12:50:06.000,3286.517987
2018:05:28:13:00:06.000,3175.499048
2018:05:28:13:10:06.000,3100.813296
2018:05:28:13:20:06.000,3066.354053
2018:05:28:13:30:06.000,3074.033699
2018:05:28:13:40:06.000,3123.419438
2018:05:28:13:50:06.000,3211.818162
2018:05:28:14:00:06.000,3334.772667
2018:05:28:14:10:06.000,3486.765286
2018:05:28:14:20:06.000,3661.895844
2018:05:28:14:30:06.000,3854.388694
2018:05:28:14:40:06.000,4058.895222
2018:05:28:14:50:06.000,4270.628531
2018:05:28:14:56:28.172,4407.312106
2018:05:28:20:03:52.907,4407.312106
2018:05:28:20:13:52.000,4193.515600
2018:05:28:20:23:52.000,3983.871397
2018:05:28:20:33:52.000,3783.115269
