"Start Time (YYYY:MM:DD)","Stop Time (YYYY:MM:DD)","Duration (sec)"
2018:05:17:12:28:22.658,2018:05:17:15:36:14.842,11272.184
2018:05:17:20:42:09.409,2018:05:17:23:50:01.597,11272.188
2018:05:18:04:55:56.160,2018:05:18:08:03:48.347,11272.187
2018:05:18:13:09:42.911,2018:05:18:16:17:35.098,11272.187
2018:05:18:21:23:29.667,2018:05:19:00:31:21.848,11272.181
2018:05:19:05:37:16.415,2018:05:19:08:45:08.601,11272.186
2018:05:19:13:51:03.168,2018:05:19:16:58:55.354,11272.186
2018:05:19:22:04:49.923,2018:05:20:01:12:42.104,11272.180
2018:05:20:06:18:36.676,2018:05:20:09:26:28.862,11272.186
2018:05:20:14:32:23.431,2018:05:20:17:40:15.617,11272.186
2018:05:20:22:46:10.188,2018:05:21:01:54:02.370,11272.182
2018:05:21:06:59:56.951,2018:05:21:10:07:49.133,11272.182
2018:05:21:15:13:43.705,2018:05:21:18:21:35.893,11272.187
2018:05:21:23:27:30.466,2018:05:22:02:35:22.654,11272.188
2018:05:22:07:41:17.232,2018:05:22:10:49:09.415,11272.183
2018:05:22:15:55:03.992,2018:05:22:19:02:56.183,11272.190
2018:05:23:00:08:50.758,2018:05:23:03:16:42.949,11272.191
2018:05:23:08:22:37.527,2018:05:23:11:30:29.714,11272.187
2018:05:23:16:36:24.294,2018:05:23:19:44:16.488,11272.194
2018:05:24:00:50:11.065,2018:05:24:03:58:03.260,11272.195
2018:05:24:09:03:57.838,2018:05:24:12:11:50.034,11272.196
2018:05:24:17:17:44.617,2018:05:24:20:25:36.809,11272.193
2018:05:25:01:31:31.388,2018:05:25:04:39:23.587,11272.198
2018:05:25:09:45:18.166,2018:05:25:12:53:10.366,11272.200
2018:05:25:17:59:04.949,2018:05:25:21:06:57.145,11272.195
2018:05:26:02:12:51.728,2018:05:26:05:20:43.930,11272.203
2018:05:26:10:26:38.512,2018:05:26:13:34:30.715,11272.203
2018:05:26:18:40:25.297,2018:05:26:21:48:17.497,11272.200
2018:05:27:02:54:12.083,2018:05:27:06:02:04.289,11272.206
2018:05:27:11:07:58.872,2018:05:27:14:15:51.078,11272.206
2018:05:27:19:21:45.662,2018:05:27:22:29:37.870,11272.207
2018:05:28:03:35:32.459,2018:05:28:06:43:24.661,11272.202
2018:05:28:11:49:19.248,2018:05:28:14:57:11.456,11272.208
2018:05:28:20:03:06.043,2018:05:28:23:10:58.252,11272.208
2018:05:29:04:16:52.842,2018:05:29:07:24:45.045,11272.203
2018:05:29:12:30:39.638,2018:05:29:15:38:31.847,11272.209
2018:05:29:20:44:26.437,2018:05:29:23:52:18.646,11272.208
2018:05:30:04:58:13.237,2018:05:30:08:06:05.441,11272.204
2018:05:30:13:12:00.043,2018:05:30:16:19:52.247,11272.205
2018:05:30:21:25:46.841,2018:05:31:00:33:39.049,11272.208
2018:05:31:05:39:33.645,2018:05:31:08:47:25.853,11272.208
